english_word,word_class,level,verb_transitivity,hindi_translation,urdu_translation,hindi_transliteration,urdu_transliteration
way,adverb,b2,,बहुत / काफ़ी / अत्यधिक,बहुत / काफ़ी / बेहद,bahut / kāfī / atyadhik,bahut / kāfī / bēhad
weakness (fondness or indulgence),noun,b2,,कमज़ोरी (f) / शौक़ (m) / लगाव (m),कमज़ोरी (f) / शौक़ (m) / लगन (f),kamazōrī (f) / śauq (m) / lagāv (m),kamazōrī (f) / śauq (m) / lagan (f)
"weakness (fondness, liking)",noun,b2,,कमज़ोरी (f) / पसंद (f) / शौक़ (m),कमज़ोरी (f) / पसंद (f) / शौक़ (m),kamazōrī (f) / pasaṁd (f) / śauq (m),kamazōrī (f) / pasaṁd (f) / śauq (m)
weakness (lack of strength),noun,b2,,कमज़ोरी (f) / दुर्बलता (f) / निर्बलता (f),कमज़ोरी (f) / नाताक़ती (f) / ज़ोफ़ (m),kamazōrī (f) / durbalatā (f) / nirbalatā (f),kamazōrī (f) / nātāqatī (f) / zōf (m)
"wealth (abundance of resources, information)",noun,b2,,दौलत (f) / संपन्नता (f) / प्रचुरता (f),दौलत (f) / फ़रावानी (f) / कसरत (f),daulat (f) / saṁpannatā (f) / pracuratā (f),daulat (f) / farāvānī (f) / kasarat (f)
"wealth (opulence, prosperity)",noun,b2,,दौलत (f) / धन (m) / संपत्ति (f) / समृद्धि (f),दौलत (f) / माल (m) / सरवत (f) / ऐश्वर्य (m),daulat (f) / dhan (m) / saṁpatti (f) / samr̥ddhi (f),daulat (f) / māl (m) / saravat (f) / aiśvary (m)
"wealthy (affluent, opulent)",adjective,b2,,अमीर / धनी / धनवान / संपन्न,अमीर / दौलतमंद / मालदार / ग़नी,amīr / dhanī / dhanavān / saṁpann,amīr / daulatamaṁd / māladār / ġanī
weekly (adverb),adjective,b2,,साप्ताहिक / हफ़्तेवार / हर हफ़्ते,हफ़्तेवार / हफ़्तावार / हर हफ़्ते,sāptāhik / haftēvār / har haftē,haftēvār / haftāvār / har haftē
"weird (eerie, unsettling)",adjective,b2,,अजीब / डरावना / भयावह / रहस्यमय,अजीब / ख़ौफ़नाक / वहशतनाक / पुरअसरार,ajīb / ḍarāvanā / bhayāvah / rahasyamay,ajīb / k͟haufanāk / vahaśatanāk / puraasarār
"weird (strange, unusual)",adjective,b2,,अजीब / अनोखा / विचित्र / असामान्य,अजीब / ग़ैरमामूली / अज़ीब-ओ-ग़रीब / नायाब,ajīb / anōkhā / vicitr / asāmāny,ajīb / ġairamāmūlī / azīb-ō-ġarīb / nāyāb
"welfare (social services, aid)",noun,b2,,कल्याण (m) / सहायता (f) / जन कल्याण (m) / सामाजिक सेवाएँ (f),फ़लाह (f) / बहबूद (f) / इमदाद (f) / समाजी खिदमात (f),kalyāṇa (m) / sahāyatā (f) / jan kalyāṇa (m) / sāmājik sēvāēm̐ (f),falāh (f) / bahabūd (f) / imadād (f) / samājī khidamāt (f)
welfare (well-being),noun,b2,,भलाई (f) / कल्याण (m) / कुशल (f) / मंगल (m),बहबूद (f) / ख़ैरियत (f) / फ़लाह (f) / इत्मीनान (m),bhalāī (f) / kalyāṇa (m) / kuśal (f) / maṁgal (m),bahabūd (f) / k͟hairiyat (f) / falāh (f) / itmīnān (m)
wheat flour,noun,b2,,आटा (m) / गेहूँ का आटा (m),आटा (m) / गेहूँ का आटा (m),āṭā (m) / gēhūm̐ kā āṭā (m),āṭā (m) / gēhūm̐ kā āṭā (m)
wherever (in all places that),conjunction,b2,,जहाँ कहीं भी / जहाँ भी / जिस जगह भी,जहाँ कहीं भी / जहाँ भी / जिस मक़ाम पर भी,jahām̐ kahīṁ bhī / jahām̐ bhī / jis jagah bhī,jahām̐ kahīṁ bhī / jahām̐ bhī / jis maqām par bhī
whisper (rumor),noun,b2,,अफ़वाह (f) / जनश्रुति (f),अफ़वाह (f) / इशाअत (f),afavāh (f) / janaśruti (f),afavāh (f) / iśāat (f)
whisper (secret info),noun,b2,,कानाफूसी (f) / गुप्त सूचना (f),सरगोशी (f) / राज़ (m),kānāphūsī (f) / gupt sūcanā (f),saragōśī (f) / rāz (m)
whisper (soft word),noun,b2,,फुसफुसाहट (f) / कानाफूसी (f),सरगोशी (f) / फुसफुसाहट (f),phusaphusāhaṭa (f) / kānāphūsī (f),saragōśī (f) / phusaphusāhaṭa (f)
whisper (sound),noun,b2,,फुसफुसाहट (f) / मंद ध्वनि (f),सरगोशी (f) / फुसफुसाहट (f),phusaphusāhaṭa (f) / maṁd dhvani (f),saragōśī (f) / phusaphusāhaṭa (f)
whoever,pronoun,b2,,जो कोई / जो भी,जो कोई / जो भी,jō kōī / jō bhī,jō kōī / jō bhī
whoever (formal),pronoun,b2,,जो कोई भी / जिस किसी ने भी,जो कोई भी / जिस किसी ने भी,jō kōī bhī / jis kisī nē bhī,jō kōī bhī / jis kisī nē bhī
whom (objective),pronoun,b2,,जिसे / जिसको,जिसे / जिसको,jisē / jisakō,jisē / jisakō
"widely (significantly, to a great extent)",adverb,b2,,बड़े पैमाने पर / व्यापक रूप से,बड़े पैमाने पर / वसीअ पैमाने पर,baṛē paimānē par / vyāpak rūp sē,baṛē paimānē par / vasīa paimānē par
widespread,adjective,b2,,फैला हुआ / व्यापक,आम / फैला हुआ / वसीअ,phailā huā / vyāpak,ām / phailā huā / vasīa
wildlife,noun,b2,,वन्यजीव (m) / वन्य जीवन (m),वन्यजीव (m) / जंगली हयात (f),vanyajīv (m) / vany jīvan (m),vanyajīv (m) / jaṁgalī hayāt (f)
"willing (having the desire, volition)",adjective,b2,,इच्छुक / राजी / तत्पर,तैयार / रज़ामंद / ख़्वाहिशमंद,icchuk / rājī / tatpar,taiyār / razāmaṁd / k͟hvāhiśamaṁd
willing (ready to agree or act),adjective,b2,,तैयार / राजी / सहमत / तत्पर,तैयार / रज़ामंद / आमादा,taiyār / rājī / sahamat / tatpar,taiyār / razāmaṁd / āmādā
wire,noun,b2,,तार (m) / केबल (m),तार (m) / केबल (m),tār (m) / kēbal (m),tār (m) / kēbal (m)
"wisdom (prudence, good judgment)",noun,b2,,समझदारी (f) / अक़्लमंदी (f) / विवेक (m) / प्रज्ञा (f),अक़्लमंदी (f) / दानाई (f) / हिकमत (f),samajhadārī (f) / aqlamaṁdī (f) / vivēk (m) / prajñā (f),aqlamaṁdī (f) / dānāī (f) / hikamat (f)
wise (judicious),adjective,b2,,समझदार / अक़्लमंद / विवेकी,अक़्लमंद / दाना / ज़ीरक,samajhadār / aqlamaṁd / vivēkī,aqlamaṁd / dānā / zīrak
wise (sage-like),adjective,b2,,बुद्धिमान / ज्ञानी / ऋषि-तुल्य,अक़्लमंद / दाना / हकीम,buddhimān / jñānī / r̥ṣi-tuly,aqlamaṁd / dānā / hakīm
witness,noun,b2,,गवाह (m/f) / साक्षी (m/f),गवाह (m/f) / शाहिद (m/f),gavāh (m/f) / sākṣī (m/f),gavāh (m/f) / śāhid (m/f)
workforce,noun,b2,,कार्यबल (m) / कर्मचारी वर्ग (m) / श्रम शक्ति (f),कार्यबल (m) / अहल-ए-कार (m) / श्रम शक्ति (f),kāryabal (m) / karmacārī varg (m) / śram śakti (f),kāryabal (m) / ahal-ē-kār (m) / śram śakti (f)
workplace,noun,b2,,काम करने की जगह (f) / कार्यस्थल (m),काम करने की जगह (f) / दफ़्तर (m) / कार्यस्थल (m),kām karanē kī jagah (f) / kāryasthal (m),kām karanē kī jagah (f) / daftar (m) / kāryasthal (m)
workshop (physical workplace),noun,b2,,वर्कशॉप (f) / कार्यशाला (f),वर्कशॉप (f) / कारख़ाना (m) / कार्यशाला (f),varkaśôp (f) / kāryaśālā (f),varkaśôp (f) / kārak͟hānā (m) / kāryaśālā (f)
workshop (training session),noun,b2,,वर्कशॉप (f) / कार्यशाला (f),वर्कशॉप (f) / तरबियती इज़लास (m),varkaśôp (f) / kāryaśālā (f),varkaśôp (f) / tarabiyatī izalās (m)
worm (parasitic),noun,b2,,कीड़ा (m) / कृमि (m),कीड़ा (m) / कृमि (m),kīṛā (m) / kr̥mi (m),kīṛā (m) / kr̥mi (m)
worse (more badly),adverb,b2,,और बुरा / बदतर,और बुरा / बदतर,aur burā / badatar,aur burā / badatar
worse (the worse thing/state),noun,b2,,बुराई (f) / बदतरी (f),बदतरी (f) / बुराई (f),burāī (f) / badatarī (f),badatarī (f) / burāī (f)
worst,noun,b2,,सबसे बुरा (m) / बदतरीन (m/f),बदतरीन (m/f) / सबसे बुरा (m),sabasē burā (m) / badatarīn (m/f),badatarīn (m/f) / sabasē burā (m)
worst (the worst thing/state),noun,b2,,सबसे बुरी हालत (f) / बदतरीन (m/f),बदतरीन (m/f) / सबसे बुरी हालत (f),sabasē burī hālat (f) / badatarīn (m/f),badatarīn (m/f) / sabasē burī hālat (f)
worth (financial value),noun,b2,,क़ीमत (f) / मूल्य (m),क़ीमत (f) / मालियत (f),qīmat (f) / mūly (m),qīmat (f) / māliyat (f)
worth (merit or importance),noun,b2,,अहमियत (f) / महत्व (m) / क़द्र (f),क़द्र (f) / अहमियत (f) / हैसियत (f),ahamiyat (f) / mahatv (m) / qadr (f),qadr (f) / ahamiyat (f) / haisiyat (f)
wound (emotional trauma),noun,b2,,ज़ख़्म (m) / चोट (f) / मानसिक आघात (m),ज़ख़्म (m) / चोट (f) / सदमा (m),zak͟hm (m) / cōṭa (f) / mānasik āghāt (m),zak͟hm (m) / cōṭa (f) / sadamā (m)
wound (physical injury),noun,b2,,ज़ख़्म (m) / चोट (f) / घाव (m),ज़ख़्म (m) / चोट (f) / घाव (m),zak͟hm (m) / cōṭa (f) / ghāv (m),zak͟hm (m) / cōṭa (f) / ghāv (m)
wrist,noun,b2,,कलाई (f),कलाई (f),kalāī (f),kalāī (f)
wrong (a mistake or injustice),adverb,b2,,ग़लत / अनुचित,ग़लत / ना-हक़,ġalat / anucit,ġalat / nā-haq
"wrong (a mistake, fault)",noun,b2,,ग़लती (f) / भूल (f) / त्रुटि (f),ग़लती (f) / ख़ता (f) / भूल (f),ġalatī (f) / bhūl (f) / truṭi (f),ġalatī (f) / k͟hatā (f) / bhūl (f)
"wrong (injustice, harm)",noun,b2,,अन्याय (m) / ग़लत काम (m) / ज़ुल्म (m),ज़ुल्म (m) / ना-इंसाफ़ी (f) / बे-इंसाफ़ी (f),anyāy (m) / ġalat kām (m) / zulm (m),zulm (m) / nā-iṁsāfī (f) / bē-iṁsāfī (f)
yet (adverb: time),adverb,b2,,अभी तक / अब तक,अभी तक / अब तक,abhī tak / ab tak,abhī tak / ab tak
yet (conjunction: contrast),conjunction,b2,,फिर भी / तो भी / तथापि,फिर भी / अलबत्ता / लेकिन,phir bhī / tō bhī / tathāpi,phir bhī / alabattā / lēkin
zone,noun,b2,,क्षेत्र (m) / इलाक़ा (m) / मंडल (m),इलाक़ा (m) / ज़ोन (m) / क्षेत्र (m),kṣētr (m) / ilāqā (m) / maṁḍal (m),ilāqā (m) / zōn (m) / kṣētr (m)
zone (state of focus),noun,b2,,एकाग्रता की स्थिति (f) / ध्यान की अवस्था (f),ध्यान की कैफ़ियत (f) / एकाग्रता की हालत (f),ēkāgratā kī sthiti (f) / dhyān kī avasthā (f),dhyān kī kaifiyat (f) / ēkāgratā kī hālat (f)
a riot of color,noun,c1,,रंगों की बहार (f) / रंगों की छटा (f) / रंगों का दंगा (m),रंगों की बहार (f) / रंगों का हुजूम (m) / रंगों की धूम (f),raṁgōṁ kī bahār (f) / raṁgōṁ kī chaṭā (f) / raṁgōṁ kā daṁgā (m),raṁgōṁ kī bahār (f) / raṁgōṁ kā hujūm (m) / raṁgōṁ kī dhūm (f)
abortion,noun,c1,,गर्भपात (m) / गर्भ गिराना (m),गर्भपात (m) / इस्क़ात-ए-हमल (m),garbhapāt (m) / garbh girānā (m),garbhapāt (m) / isqāt-ē-hamal (m)
absence (lack or non-existence),noun,c1,,कमी (f) / अभाव (m) / अनुपस्थिति (f),कमी (f) / अदम (m) / ग़ैर-मौजूदगी (f),kamī (f) / abhāv (m) / anupasthiti (f),kamī (f) / adam (m) / ġair-maujūdagī (f)
absent (distracted),adjective,c1,,खोया हुआ / बेख़बर / अन्यमनस्क,खोया हुआ / बेख़बर / ग़ाफ़िल,khōyā huā / bēk͟habar / anyamanask,khōyā huā / bēk͟habar / ġāfil
absent (not present),adjective,c1,,अनुपस्थित / ग़ैर-हाज़िर,ग़ैर-हाज़िर / ना-मौजूद,anupasthit / ġair-hāzir,ġair-hāzir / nā-maujūd
absurd (philosophical),adjective,c1,,बेतुका / निरर्थक / बेमानी,बेतुका / बेमानी / ला-हासिल,bētukā / nirarthak / bēmānī,bētukā / bēmānī / lā-hāsil
abundance (prosperity),noun,c1,,बहुतायत (f) / प्रचुरता (f) / समृद्धि (f),बहुतायत (f) / फ़रावानी (f) / कसरत (f),bahutāyat (f) / pracuratā (f) / samr̥ddhi (f),bahutāyat (f) / farāvānī (f) / kasarat (f)
abuse (maltreatment),noun,c1,,दुर्व्यवहार (m) / बुरा बर्ताव (m) / उत्पीड़न (m),दुर्व्यवहार (m) / ज़्यादती (f) / बदसलूकी (f),durvyavahār (m) / burā bartāv (m) / utpīṛan (m),durvyavahār (m) / zyādatī (f) / badasalūkī (f)
abuse (misuse),noun,c1,,दुरुपयोग (m) / ग़लत इस्तेमाल (m),दुरुपयोग (m) / ग़लत इस्तेमाल (m) / ना-जाएज़ इस्तेमाल (m),durupayōg (m) / ġalat istēmāl (m),durupayōg (m) / ġalat istēmāl (m) / nā-jāēz istēmāl (m)
academy,noun,c1,,अकादमी (f) / विद्यापीठ (m) / शिक्षण संस्थान (m),अकादमी (f) / इदारा (m) / अंजुमन (f),akādamī (f) / vidyāpīṭh (m) / śikṣaṇa saṁsthān (m),akādamī (f) / idārā (m) / aṁjuman (f)
acceptance (social integration or recognition),noun,c1,,स्वीकार्यता (f) / मान्यता (f) / स्वीकृति (f),क़ुबूलियत (f) / पज़ीराई (f) / इस्तक़बाल (m),svīkāryatā (f) / mānyatā (f) / svīkr̥ti (f),qubūliyat (f) / pazīrāī (f) / istaqabāl (m)
accessible (able to be reached or obtained),adjective,c1,,सुलभ / पहुँच योग्य / प्राप्य,सुलभ / दस्तयाब / क़ाबिल-ए-रसाई,sulabh / pahum̐c yōgy / prāpy,sulabh / dastayāb / qābil-ē-rasāī
accessible (easy to understand or approach),adjective,c1,,सुलभ / पहुँच योग्य / बोधगम्य,सुलभ / दस्तयाब / क़ाबिल-ए-रसाई / क़ाबिल-ए-फ़हम,sulabh / pahum̐c yōgy / bōdhagamy,sulabh / dastayāb / qābil-ē-rasāī / qābil-ē-faham
accomplishment (achievement),noun,c1,,उपलब्धि (f) / कामयाबी (f) / सिद्धि (f),कामयाबी (f) / उपलब्धि (f) / तकमील (f) / इत्तिमाम (m),upalabdhi (f) / kāmayābī (f) / siddhi (f),kāmayābī (f) / upalabdhi (f) / takamīl (f) / ittimām (m)
accomplishment (skill or social grace),noun,c1,,हुनर (m) / योग्यता (f) / कला (f),हुनर (m) / महारत (f) / कमाल (m) / फ़न (m),hunar (m) / yōgyatā (f) / kalā (f),hunar (m) / mahārat (f) / kamāl (m) / fan (m)
accordance,noun,c1,,अनुरूपता (f) / सामंजस्य (m) / मेल (m),मुताबक़त (f) / हमआहंगी (f) / इत्तिफ़ाक़ (m),anurūpatā (f) / sāmaṁjasy (m) / mēl (m),mutābaqat (f) / hamaāhaṁgī (f) / ittifāq (m)
accordingly (consequently),adverb,c1,,इसलिए / अतः / फलस्वरूप,इसलिए / चुनाँचे / नतीजतन,isaliē / ataḥ / phalasvarūp,isaliē / cunām̐cē / natījatan
accordingly (suitably),adverb,c1,,तदनुसार / उचित रूप से / यथोचित,उसी के मुताबिक़ / मुनासिब तौर पर / हसब-ए-हाल,tadanusār / ucit rūp sē / yathōcit,usī kē mutābiq / munāsib taur par / hasab-ē-hāl
accountability,noun,c1,,जवाबदेही (f) / उत्तरदायित्व (m),जवाबदेही (f) / ज़वाबदिही (f) / एहतिसाब (m),javābadēhī (f) / uttaradāyitv (m),javābadēhī (f) / zavābadihī (f) / ēhatisāb (m)
accountable,adjective,c1,,जवाबदेह / उत्तरदायी,जवाबदेह / ज़वाबदिह / ज़िम्मेदार,javābadēh / uttaradāyī,javābadēh / zavābadih / zimmēdār
accumulation,noun,c1,,जमाव (m) / संचय (m) / संग्रह (m),जमाव (m) / इखट्टापन (m) / ज़ख़ीरा (m) / इक्तिसाफ़ (m),jamāv (m) / saṁcay (m) / saṁgrah (m),jamāv (m) / ikhaṭṭāpan (m) / zak͟hīrā (m) / iktisāf (m)
accusation (formal imputation),noun,c1,,आरोप (m) / इल्ज़ाम (m) / अभियोग (m),इल्ज़ाम (m) / तोहमत (f) / इल्ज़ामतराशी (f),ārōp (m) / ilzām (m) / abhiyōg (m),ilzām (m) / tōhamat (f) / ilzāmatarāśī (f)
accused,noun,c1,,मुलज़िम (m) / अभियुक्त (m),मुलज़िम (m) / मुल्ज़िम (m) / इल्ज़ामी (m),mulazim (m) / abhiyukt (m),mulazim (m) / mulzim (m) / ilzāmī (m)
acid (caustic or sarcastic),adjective,c1,,तीखा / कड़वा / कटु,तीखा / तल्ख़ / तेज़ाबी,tīkhā / kaṛavā / kaṭu,tīkhā / talk͟h / tēzābī
acid (taste or chemical property),adjective,c1,,खट्टा / अम्लीय,खट्टा / तेज़ाबी,khaṭṭā / amlīy,khaṭṭā / tēzābī
"acquisition (act of obtaining, gaining)",noun,c1,,प्राप्ति (f) / अर्जन (m) / अधिग्रहण (m),हुसूल (m) / इक्तिसाब (m) / प्राप्ति (f),prāpti (f) / arjan (m) / adhigrahaṇa (m),husūl (m) / iktisāb (m) / prāpti (f)
acquisition (corporate takeover),noun,c1,,अधिग्रहण (m) / टेकओवर (m),अधिग्रहण (m) / टेकओवर (m),adhigrahaṇa (m) / ṭēkaōvar (m),adhigrahaṇa (m) / ṭēkaōvar (m)
acre,noun,c1,,एकड़ (m),एकड़ (m),ēkaṛa (m),ēkaṛa (m)
activation,noun,c1,,सक्रियण (m) / सक्रियता (f),सक्रियण (m) / तफ़्'ईल (f),sakriyaṇa (m) / sakriyatā (f),sakriyaṇa (m) / taf'īl (f)
activist,noun,c1,,कार्यकर्ता (m/f) / सक्रिय कार्यकर्ता (m/f) / आंदोलनकारी (m/f),कार्यकर्ता (m/f) / सरगर्म कारकून (m/f),kāryakartā (m/f) / sakriy kāryakartā (m/f) / āṁdōlanakārī (m/f),kāryakartā (m/f) / saragarm kārakūn (m/f)
"acute (keen, shrewd)",adjective,c1,,तेज़ / तीक्ष्ण / पैना,तेज़ / ज़हीन / तीक्ष्ण,tēz / tīkṣṇa / painā,tēz / zahīn / tīkṣṇa
"acute (medical, severe)",adjective,c1,,तीव्र / गंभीर,तीव्र / शदीद / गंभीर,tīvr / gaṁbhīr,tīvr / śadīd / gaṁbhīr
"adaptation (of a work, e.g., book to film)",noun,c1,,रूपांतरण (m) / अनुकूलन (m),रूपांतरण (m) / इक़्तिबास (m) / माख़ूज़ (m),rūpāṁtaraṇa (m) / anukūlan (m),rūpāṁtaraṇa (m) / iqtibās (m) / māk͟hūz (m)
adaptation (process of adjusting),noun,c1,,अनुकूलन (m) / सामंजस्य (m),अनुकूलन (m) / मुताबीक़त (f) / हमआहंगी (f),anukūlan (m) / sāmaṁjasy (m),anukūlan (m) / mutābīqat (f) / hamaāhaṁgī (f)
adjacent (geometric or technical),adjective,c1,,आसन्न / संलग्न,आसन्न / मुत्तसिल / मुतजाविर,āsann / saṁlagn,āsann / muttasil / mutajāvir
adjacent (physically located),adjective,c1,,पास वाला / बगल वाला / सटा हुआ,पास वाला / बगल वाला / मुत्तसिल,pās vālā / bagal vālā / saṭā huā,pās vālā / bagal vālā / muttasil
"adjacent (touching, contiguous)",adjective,c1,,सटा हुआ / लगा हुआ / संलग्न,सटा हुआ / लगा हुआ / मुत्तसिल,saṭā huā / lagā huā / saṁlagn,saṭā huā / lagā huā / muttasil
adjustment (adaptation),noun,c1,,तालमेल (m) / अनुकूलन (m) / सामंजस्य (m),तालमेल (m) / मुताबीक़त (f) / हमआहंगी (f),tālamēl (m) / anukūlan (m) / sāmaṁjasy (m),tālamēl (m) / mutābīqat (f) / hamaāhaṁgī (f)
adjustment (modification),noun,c1,,बदलाव (m) / संशोधन (m) / सुधार (m),बदलाव (m) / तरमीम (f) / इस्लाह (f),badalāv (m) / saṁśōdhan (m) / sudhār (m),badalāv (m) / taramīm (f) / islāh (f)
administrative,adjective,c1,,प्रशासनिक / प्रबंधकीय,इंतज़ामी / प्रशासनिक / इंतिज़ामियाई,praśāsanik / prabaṁdhakīy,iṁtazāmī / praśāsanik / iṁtizāmiyāī
administrator (IT context),noun,c1,,एडमिनिस्ट्रेटर (m) / प्रशासक (m) / व्यवस्थापक (m),एडमिनिस्ट्रेटर (m) / मुंतज़िम (m) / नाज़िम (m),ēḍaminisṭrēṭar (m) / praśāsak (m) / vyavasthāpak (m),ēḍaminisṭrēṭar (m) / muṁtazim (m) / nāzim (m)
"admission (of guilt, mistake)",noun,c1,,इक़बाल (m) / कबूलनामा (m) / स्वीकारोक्ति (f),इक़बाल (m) / इक़बाल-ए-जुर्म (m) / तस्लीम (f),iqabāl (m) / kabūlanāmā (m) / svīkārōkti (f),iqabāl (m) / iqabāl-ē-jurm (m) / taslīm (f)
"admission (of guilt, truth)",noun,c1,,इक़बाल (m) / कबूलनामा (m) / स्वीकारोक्ति (f),इक़बाल (m) / इक़रार (m) / तस्लीम (f),iqabāl (m) / kabūlanāmā (m) / svīkārōkti (f),iqabāl (m) / iqarār (m) / taslīm (f)
"admission (to an institution, place)",noun,c1,,दाख़िला (m) / प्रवेश (m),दाख़िला (m) / प्रवेश (m) / इजाज़त (f),dāk͟hilā (m) / pravēśa (m),dāk͟hilā (m) / pravēśa (m) / ijāzat (f)
adolescent,noun,c1,,किशोर (m) / किशोरी (f) / युवा (m/f),नौजवान (m/f) / बालिग़ (m/f),kiśōr (m) / kiśōrī (f) / yuvā (m/f),naujavān (m/f) / bāliġa (m/f)
adoption (of a child),noun,c1,,गोद लेना (m) / दत्तक ग्रहण (m),गोद लेना (m) / मुतबन्यत (f),gōd lēnā (m) / dattak grahaṇa (m),gōd lēnā (m) / mutabanyat (f)
adoption (of a method or technology),noun,c1,,अपनाना (m) / अंगीकरण (m) / ग्रहण (m),अपनाना (m) / इख़्तियार (m) / क़बूलियत (f),apanānā (m) / aṁgīkaraṇa (m) / grahaṇa (m),apanānā (m) / ik͟htiyār (m) / qabūliyat (f)
adverse,adjective,c1,,प्रतिकूल / विपरीत / हानिकारक,प्रतिकूल / मुज़िर / मुख़ालिफ़ / नामुवाफ़िक़,pratikūl / viparīt / hānikārak,pratikūl / muzir / muk͟hālif / nāmuvāfiq
advocate (lawyer),noun,c1,,वकील (m) / अधिवक्ता (m),वकील (m) / बैरिस्टर (m),vakīl (m) / adhivaktā (m),vakīl (m) / bairisṭar (m)
advocate (supporter of a cause),noun,c1,,समर्थक (m) / हिमायती (m) / पक्षधर (m),हिमायती (m) / मुहाफ़िज़ (m) / हामी (m),samarthak (m) / himāyatī (m) / pakṣadhar (m),himāyatī (m) / muhāfiz (m) / hāmī (m)
aesthetic,adjective,c1,,सौंदर्यपरक / कलात्मक,जमालियाती / सौंदर्यपरक,sauṁdaryaparak / kalātmak,jamāliyātī / sauṁdaryaparak
"affection (familial, cherishing)",noun,c1,,प्यार (m) / स्नेह (m) / ममता (f) / दुलार (m),प्यार (m) / मुहब्बत (f) / शफ़क़त (f) / उल्फ़त (f),pyār (m) / snēh (m) / mamatā (f) / dulār (m),pyār (m) / muhabbat (f) / śafaqat (f) / ulfat (f)
"affluence, wealth",noun,c1,,दौलत (f) / संपन्नता (f) / समृद्धि (f) / ऐश्वर्य (m),दौलत (f) / सरमाया (m) / ग़िना (m) / मालदारी (f),daulat (f) / saṁpannatā (f) / samr̥ddhi (f) / aiśvary (m),daulat (f) / saramāyā (m) / ġinā (m) / māladārī (f)
aftermath (serious consequences),noun,c1,,नतीजे (m) / परिणाम (m) / दुष्परिणाम (m),नताइज (m) / अंजाम (m) / पस-मंज़र (m),natījē (m) / pariṇām (m) / duṣpariṇām (m),natāij (m) / aṁjām (m) / pas-maṁzar (m)
"aggression (state, military action)",noun,c1,,हमला (m) / आक्रमण (m) / आक्रामकता (f),हमला (m) / तशद्दुद (m) / जारहियत (f),hamalā (m) / ākramaṇa (m) / ākrāmakatā (f),hamalā (m) / taśaddud (m) / jārahiyat (f)
agricultural,adjective,c1,,खेती-बाड़ी संबंधी / कृषि संबंधी / कृषिगत,ज़िराअती / फ़लाही / खेती-बाड़ी का,khētī-bāṛī saṁbaṁdhī / kr̥ṣi saṁbaṁdhī / kr̥ṣigat,zirāatī / falāhī / khētī-bāṛī kā
aide (personal attendant),noun,c1,,सहायक (m) / निजी सहायक (m) / परिचर (m),मुईन (m) / निजी मुईन (m) / ख़िदमतगार (m),sahāyak (m) / nijī sahāyak (m) / paricar (m),muīn (m) / nijī muīn (m) / k͟hidamatagār (m)
aide (political assistant),noun,c1,,सलाहकार (m) / राजनीतिक सहायक (m),मुशीर (m) / सियासी मुशीर (m),salāhakār (m) / rājanītik sahāyak (m),muśīr (m) / siyāsī muśīr (m)
albeit,conjunction,c1,,हालाँकि / यद्यपि / भले ही,हालाँकि / अगरचे / गोया,hālām̐ki / yadyapi / bhalē hī,hālām̐ki / agaracē / gōyā
alert (quick-witted),adjective,c1,,चौकस / होशियार / सतर्क,चौकस / चालाक / ज़हीन,caukas / hōśiyār / satark,caukas / cālāk / zahīn
alert (vigilant),noun,c1,,चेतावनी (f) / सतर्कता (f) / सूचना (f),इत्तिलाअ (f) / ख़बरदारी (f) / आगाही (f),cētāvanī (f) / satarkatā (f) / sūcanā (f),ittilāa (f) / k͟habaradārī (f) / āgāhī (f)
"alert (watchful, vigilant)",adjective,c1,,चौकन्ना / सतर्क / सावधान,चौकन्ना / होशियार / बा-ख़बर,caukannā / satark / sāvadhān,caukannā / hōśiyār / bā-k͟habar
alertness (vigilance),noun,c1,,चौकसी (f) / सतर्कता (f) / जागरूकता (f),चौकसी (f) / होशियारी (f) / बेदारी (f) / एहतियात (f),caukasī (f) / satarkatā (f) / jāgarūkatā (f),caukasī (f) / hōśiyārī (f) / bēdārī (f) / ēhatiyāt (f)
alien (extraterrestrial),adjective,c1,,परग्रहीय / बाह्य अंतरिक्षीय,ग़ैर-ज़मीनी / फ़लकियाती,paragrahīy / bāhy aṁtarikṣīy,ġair-zamīnī / falakiyātī
alignment (agreement or alliance),noun,c1,,सहमति (f) / गठबंधन (m) / तालमेल (m),इत्तिफ़ाक़ (m) / गठबंधन (m) / हम-आहंगी (f) / इत्तिहाद (m),sahamati (f) / gaṭhabaṁdhan (m) / tālamēl (m),ittifāq (m) / gaṭhabaṁdhan (m) / ham-āhaṁgī (f) / ittihād (m)
alignment (physical arrangement),noun,c1,,सीध (f) / संरेखण (m) / क्रमबद्धता (f),सीध (f) / तरतीब (f) / हमवारी (f) / इस्तिफ़ाफ़ (m),sīdh (f) / saṁrēkhaṇa (m) / kramabaddhatā (f),sīdh (f) / taratīb (f) / hamavārī (f) / istifāf (m)
alike (both X and Y),adverb,c1,,एक समान / एक जैसे ही / उसी तरह से,एक समान / यक्साँ तौर पर / इसी तरह से,ēk samān / ēk jaisē hī / usī tarah sē,ēk samān / yaksām̐ taur par / isī tarah sē
alike (in the same way),adverb,c1,,एक ही तरह से / उसी प्रकार से / समान रूप से,एक ही तरह से / यक्साँ तरीक़े से / इसी अंदाज़ से,ēk hī tarah sē / usī prakār sē / samān rūp sē,ēk hī tarah sē / yaksām̐ tarīqē sē / isī aṁdāz sē
