english_word,word_class,level,verb_transitivity,translation,transliteration
"unfortunate (person, victim)",adjective,b2,,बदनसीब / अभागा / दुर्भाग्यशाली,badanasīb / abhāgā / durbhāgyaśālī
"unfortunate (regrettable incident, thing)",adjective,b2,,अफ़सोसनाक / दुर्भाग्यपूर्ण / खेदजनक,afasōsanāk / durbhāgyapūrṇa / khēdajanak
"unique (distinctive, special)",adjective,b2,,ख़ास / अनोखा / अद्वितीय / विशिष्ट,k͟hās / anōkhā / advitīy / viśiṣṭa
"unique (one of a kind, sole)",adjective,b2,,अकेला / इकलौता / अद्वितीय / बेजोड़,akēlā / ikalautā / advitīy / bējōṛa
"unity (harmony, consensus)",noun,b2,,एकता (f) / मेल (m) / सामंजस्य (m) / एकरूपता (f),ēkatā (f) / mēl (m) / sāmaṁjasy (m) / ēkarūpatā (f)
universal,adjective,b2,,सार्वभौमिक / विश्वव्यापी / वैश्विक / आम,sārvabhaumik / viśvavyāpī / vaiśvik / ām
universe (cosmos),noun,b2,,ब्रह्मांड (m) / संसार (m) / विश्व (m) / कायनात (f),brahmāṁḍa (m) / saṁsār (m) / viśv (m) / kāyanāt (f)
universe (sphere of activity or domain),noun,b2,,दायरा (m) / क्षेत्र (m) / दुनिया (f) / जगत (m),dāyarā (m) / kṣētr (m) / duniyā (f) / jagat (m)
"unknown (undetermined, unidentified factor)",adjective,b2,,अज्ञात / अनिश्चित / अनपहचाना / गुमनाम,ajñāt / aniścit / anapahacānā / gumanām
"unknown (unfamiliar, not recognized)",adjective,b2,,अनजान / अपरिचित / अज्ञात / अनजाना,anajān / aparicit / ajñāt / anajānā
upper,adjective,b2,,ऊपरी / ऊपर का / उच्चतर / ऊँचा,ūparī / ūpar kā / uccatar / ūm̐cā
"upwards (exceeding, and more)",adverb,b2,,ऊपर की ओर / से अधिक / से ऊपर / ऊपर,ūpar kī ōr / sē adhik / sē ūpar / ūpar
urban,adjective,b2,,शहरी / नगरीय,śaharī / nagarīy
urgent,adjective,b2,,ज़रूरी / आवश्यक / अति आवश्यक,zarūrī / āvaśyak / ati āvaśyak
"usage (convention, custom)",noun,b2,,रिवाज़ (m) / प्रथा (f) / रीति (f) / चलन (m),rivāz (m) / prathā (f) / rīti (f) / calan (m)
"usage (the act of using, consumption)",noun,b2,,इस्तेमाल (m) / प्रयोग (m) / उपयोग (m),istēmāl (m) / prayōg (m) / upayōg (m)
"useless (in vain, futile)",adjective,b2,,बेकार / फ़िज़ूल / व्यर्थ / निरर्थक,bēkār / fizūl / vyarth / nirarthak
vacuum (appliance),noun,b2,,वैक्यूम क्लीनर (m),vaikyūm klīnar (m)
"valid (logical, sound)",adjective,b2,,सही / तर्कसंगत / युक्तिसंगत,sahī / tarkasaṁgat / yuktisaṁgat
"valid (official, legally acceptable)",adjective,b2,,वैध / मान्य / क़ानूनी,vaidh / māny / qānūnī
variation (change or difference),noun,b2,,बदलाव (m) / परिवर्तन (m) / भिन्नता (f),badalāv (m) / parivartan (m) / bhinnatā (f)
variation (version or variant),noun,b2,,प्रकार (m) / रूप (m) / रूपांतर (m),prakār (m) / rūp (m) / rūpāṁtar (m)
vast (immense scope or quantity),adjective,b2,,विशाल / व्यापक / असीमित / विस्तृत,viśāl / vyāpak / asīmit / vistr̥t
vast (spatial or physical extent),adjective,b2,,विशाल / विस्तृत / बहुत बड़ा / विशालकाय,viśāl / vistr̥t / bahut baṛā / viśālakāy
venue,noun,b2,,जगह (f) / स्थान (m) / स्थल (m) / आयोजन स्थल (m),jagah (f) / sthān (m) / sthal (m) / āyōjan sthal (m)
vertical,adjective,b2,,सीधा / खड़ा / ऊर्ध्वाधर,sīdhā / khaṛā / ūrdhvādhar
"very (formal, emphatic)",adjective,b2,,स्वयं / वही / ठीक,svayaṁ / vahī / ṭhīk
"very (negatively intense, severe)",adjective,b2,,गहरा / अत्यंत / परम,gaharā / atyaṁt / param
via,preposition,b2,,के ज़रिये / से होकर / के माध्यम से,kē zariyē / sē hōkar / kē mādhyam sē
victory,noun,b2,,जीत (f) / विजय (f) / फ़तह (f),jīt (f) / vijay (f) / fatah (f)
viewpoint (location),noun,b2,,देखने की जगह (f) / नज़ारागाह (f) / अवलोकन बिंदु (m),dēkhanē kī jagah (f) / nazārāgāh (f) / avalōkan biṁdu (m)
viewpoint (opinion),noun,b2,,नज़रिया (m) / राय (f) / दृष्टिकोण (m),nazariyā (m) / rāy (f) / dr̥ṣṭikōṇa (m)
violence,noun,b2,,हिंसा (f) / मार-पीट (f) / ज़ोर-ज़बरदस्ती (f),hiṁsā (f) / mār-pīṭa (f) / zōr-zabaradastī (f)
virtual (practical equivalent),adjective,b2,,लगभग / असल जैसा / वस्तुतः,lagabhag / asal jaisā / vastutaḥ
"virtual (simulated, computer-generated)",adjective,b2,,वर्चुअल / आभासी,varcual / ābhāsī
visa,noun,b2,,वीज़ा (m),vīzā (m)
"visible (formal, technical)",adjective,b2,,दृश्य / दिखाई देने वाला / गोचर,dr̥śy / dikhāī dēnē vālā / gōcar
vision (future plan),noun,b2,,दूरदृष्टि (f) / परिकल्पना (f) / नज़रिया (m),dūradr̥ṣṭi (f) / parikalpanā (f) / nazariyā (m)
vision (sight),noun,b2,,नज़र (f) / दृष्टि (f) / देखने की शक्ति (f),nazar (f) / dr̥ṣṭi (f) / dēkhanē kī śakti (f)
visual,adjective,b2,,दृश्य / चाक्षुष,dr̥śy / cākṣuṣa
"vital (crucial, essential)",adjective,b2,,अहम / ज़रूरी / महत्वपूर्ण / अनिवार्य,aham / zarūrī / mahatvapūrṇa / anivāry
vital (relating to life or living things),adjective,b2,,जैविक / प्राणिक / जीवन संबंधी,jaivik / prāṇik / jīvan saṁbaṁdhī
vitamin,noun,b2,,विटामिन (m) / पोषक तत्व (m),viṭāmin (m) / pōṣak tatv (m)
volume (book),noun,b2,,जिल्द (f) / खंड (m) / भाग (m),jild (f) / khaṁḍa (m) / bhāg (m)
"volume (capacity, size)",noun,b2,,आयतन (m) / मात्रा (f) / क्षमता (f),āyatan (m) / mātrā (f) / kṣamatā (f)
"voluntary (unpaid service, organization)",adjective,b2,,स्वैच्छिक / ऐच्छिक / स्वयंसेवी,svaicchik / aicchik / svayaṁsēvī
voting,noun,b2,,मतदान (m) / वोटिंग (f),matadān (m) / vōṭiṁg (f)
warming,noun,b2,,गरमाहट (f) / तापन (m),garamāhaṭa (f) / tāpan (m)
way,adverb,b2,,बहुत / काफ़ी / अत्यधिक,bahut / kāfī / atyadhik
weakness (fondness or indulgence),noun,b2,,कमज़ोरी (f) / शौक़ (m) / लगाव (m),kamazōrī (f) / śauq (m) / lagāv (m)
"weakness (fondness, liking)",noun,b2,,कमज़ोरी (f) / पसंद (f) / शौक़ (m),kamazōrī (f) / pasaṁd (f) / śauq (m)
weakness (lack of strength),noun,b2,,कमज़ोरी (f) / दुर्बलता (f) / निर्बलता (f),kamazōrī (f) / durbalatā (f) / nirbalatā (f)
"wealth (abundance of resources, information)",noun,b2,,दौलत (f) / संपन्नता (f) / प्रचुरता (f),daulat (f) / saṁpannatā (f) / pracuratā (f)
"wealth (opulence, prosperity)",noun,b2,,दौलत (f) / धन (m) / संपत्ति (f) / समृद्धि (f),daulat (f) / dhan (m) / saṁpatti (f) / samr̥ddhi (f)
"wealthy (affluent, opulent)",adjective,b2,,अमीर / धनी / धनवान / संपन्न,amīr / dhanī / dhanavān / saṁpann
weekly (adverb),adjective,b2,,साप्ताहिक / हफ़्तेवार / हर हफ़्ते,sāptāhik / haftēvār / har haftē
"weird (eerie, unsettling)",adjective,b2,,अजीब / डरावना / भयावह / रहस्यमय,ajīb / ḍarāvanā / bhayāvah / rahasyamay
"weird (strange, unusual)",adjective,b2,,अजीब / अनोखा / विचित्र / असामान्य,ajīb / anōkhā / vicitr / asāmāny
"welfare (social services, aid)",noun,b2,,कल्याण (m) / सहायता (f) / जन कल्याण (m) / सामाजिक सेवाएँ (f),kalyāṇa (m) / sahāyatā (f) / jan kalyāṇa (m) / sāmājik sēvāēm̐ (f)
welfare (well-being),noun,b2,,भलाई (f) / कल्याण (m) / कुशल (f) / मंगल (m),bhalāī (f) / kalyāṇa (m) / kuśal (f) / maṁgal (m)
wheat flour,noun,b2,,आटा (m) / गेहूँ का आटा (m),āṭā (m) / gēhūm̐ kā āṭā (m)
wherever (in all places that),conjunction,b2,,जहाँ कहीं भी / जहाँ भी / जिस जगह भी,jahām̐ kahīṁ bhī / jahām̐ bhī / jis jagah bhī
whisper (rumor),noun,b2,,अफ़वाह (f) / जनश्रुति (f),afavāh (f) / janaśruti (f)
whisper (secret info),noun,b2,,कानाफूसी (f) / गुप्त सूचना (f),kānāphūsī (f) / gupt sūcanā (f)
whisper (soft word),noun,b2,,फुसफुसाहट (f) / कानाफूसी (f),phusaphusāhaṭa (f) / kānāphūsī (f)
whisper (sound),noun,b2,,फुसफुसाहट (f) / मंद ध्वनि (f),phusaphusāhaṭa (f) / maṁd dhvani (f)
whoever,pronoun,b2,,जो कोई / जो भी,jō kōī / jō bhī
whoever (formal),pronoun,b2,,जो कोई भी / जिस किसी ने भी,jō kōī bhī / jis kisī nē bhī
whom (objective),pronoun,b2,,जिसे / जिसको,jisē / jisakō
"widely (significantly, to a great extent)",adverb,b2,,बड़े पैमाने पर / व्यापक रूप से,baṛē paimānē par / vyāpak rūp sē
widespread,adjective,b2,,फैला हुआ / व्यापक,phailā huā / vyāpak
wildlife,noun,b2,,वन्यजीव (m) / वन्य जीवन (m),vanyajīv (m) / vany jīvan (m)
"willing (having the desire, volition)",adjective,b2,,इच्छुक / राजी / तत्पर,icchuk / rājī / tatpar
willing (ready to agree or act),adjective,b2,,तैयार / राजी / सहमत / तत्पर,taiyār / rājī / sahamat / tatpar
wire,noun,b2,,तार (m) / केबल (m),tār (m) / kēbal (m)
"wisdom (prudence, good judgment)",noun,b2,,समझदारी (f) / अक़्लमंदी (f) / विवेक (m) / प्रज्ञा (f),samajhadārī (f) / aqlamaṁdī (f) / vivēk (m) / prajñā (f)
wise (judicious),adjective,b2,,समझदार / अक़्लमंद / विवेकी,samajhadār / aqlamaṁd / vivēkī
wise (sage-like),adjective,b2,,बुद्धिमान / ज्ञानी / ऋषि-तुल्य,buddhimān / jñānī / r̥ṣi-tuly
witness,noun,b2,,गवाह (m/f) / साक्षी (m/f),gavāh (m/f) / sākṣī (m/f)
workforce,noun,b2,,कार्यबल (m) / कर्मचारी वर्ग (m) / श्रम शक्ति (f),kāryabal (m) / karmacārī varg (m) / śram śakti (f)
workplace,noun,b2,,काम करने की जगह (f) / कार्यस्थल (m),kām karanē kī jagah (f) / kāryasthal (m)
workshop (physical workplace),noun,b2,,वर्कशॉप (f) / कार्यशाला (f),varkaśôp (f) / kāryaśālā (f)
workshop (training session),noun,b2,,वर्कशॉप (f) / कार्यशाला (f),varkaśôp (f) / kāryaśālā (f)
worm (parasitic),noun,b2,,कीड़ा (m) / कृमि (m),kīṛā (m) / kr̥mi (m)
worse (more badly),adverb,b2,,और बुरा / बदतर,aur burā / badatar
worse (the worse thing/state),noun,b2,,बुराई (f) / बदतरी (f),burāī (f) / badatarī (f)
worst,noun,b2,,सबसे बुरा (m) / बदतरीन (m/f),sabasē burā (m) / badatarīn (m/f)
worst (the worst thing/state),noun,b2,,सबसे बुरी हालत (f) / बदतरीन (m/f),sabasē burī hālat (f) / badatarīn (m/f)
worth (financial value),noun,b2,,क़ीमत (f) / मूल्य (m),qīmat (f) / mūly (m)
worth (merit or importance),noun,b2,,अहमियत (f) / महत्व (m) / क़द्र (f),ahamiyat (f) / mahatv (m) / qadr (f)
wound (emotional trauma),noun,b2,,ज़ख़्म (m) / चोट (f) / मानसिक आघात (m),zak͟hm (m) / cōṭa (f) / mānasik āghāt (m)
wound (physical injury),noun,b2,,ज़ख़्म (m) / चोट (f) / घाव (m),zak͟hm (m) / cōṭa (f) / ghāv (m)
wrist,noun,b2,,कलाई (f),kalāī (f)
wrong (a mistake or injustice),adverb,b2,,ग़लत / अनुचित,ġalat / anucit
"wrong (a mistake, fault)",noun,b2,,ग़लती (f) / भूल (f) / त्रुटि (f),ġalatī (f) / bhūl (f) / truṭi (f)
"wrong (injustice, harm)",noun,b2,,अन्याय (m) / ग़लत काम (m) / ज़ुल्म (m),anyāy (m) / ġalat kām (m) / zulm (m)
yet (adverb: time),adverb,b2,,अभी तक / अब तक,abhī tak / ab tak
yet (conjunction: contrast),conjunction,b2,,फिर भी / तो भी / तथापि,phir bhī / tō bhī / tathāpi
zone,noun,b2,,क्षेत्र (m) / इलाक़ा (m) / मंडल (m),kṣētr (m) / ilāqā (m) / maṁḍal (m)
zone (state of focus),noun,b2,,एकाग्रता की स्थिति (f) / ध्यान की अवस्था (f),ēkāgratā kī sthiti (f) / dhyān kī avasthā (f)
a riot of color,noun,c1,,रंगों की बहार (f) / रंगों की छटा (f) / रंगों का दंगा (m),raṁgōṁ kī bahār (f) / raṁgōṁ kī chaṭā (f) / raṁgōṁ kā daṁgā (m)
abortion,noun,c1,,गर्भपात (m) / गर्भ गिराना (m),garbhapāt (m) / garbh girānā (m)
absence (lack or non-existence),noun,c1,,कमी (f) / अभाव (m) / अनुपस्थिति (f),kamī (f) / abhāv (m) / anupasthiti (f)
absent (distracted),adjective,c1,,खोया हुआ / बेख़बर / अन्यमनस्क,khōyā huā / bēk͟habar / anyamanask
absent (not present),adjective,c1,,अनुपस्थित / ग़ैर-हाज़िर,anupasthit / ġair-hāzir
absurd (philosophical),adjective,c1,,बेतुका / निरर्थक / बेमानी,bētukā / nirarthak / bēmānī
abundance (prosperity),noun,c1,,बहुतायत (f) / प्रचुरता (f) / समृद्धि (f),bahutāyat (f) / pracuratā (f) / samr̥ddhi (f)
abuse (maltreatment),noun,c1,,दुर्व्यवहार (m) / बुरा बर्ताव (m) / उत्पीड़न (m),durvyavahār (m) / burā bartāv (m) / utpīṛan (m)
abuse (misuse),noun,c1,,दुरुपयोग (m) / ग़लत इस्तेमाल (m),durupayōg (m) / ġalat istēmāl (m)
academy,noun,c1,,अकादमी (f) / विद्यापीठ (m) / शिक्षण संस्थान (m),akādamī (f) / vidyāpīṭh (m) / śikṣaṇa saṁsthān (m)
acceptance (social integration or recognition),noun,c1,,स्वीकार्यता (f) / मान्यता (f) / स्वीकृति (f),svīkāryatā (f) / mānyatā (f) / svīkr̥ti (f)
accessible (able to be reached or obtained),adjective,c1,,सुलभ / पहुँच योग्य / प्राप्य,sulabh / pahum̐c yōgy / prāpy
accessible (easy to understand or approach),adjective,c1,,सुलभ / पहुँच योग्य / बोधगम्य,sulabh / pahum̐c yōgy / bōdhagamy
accomplishment (achievement),noun,c1,,उपलब्धि (f) / कामयाबी (f) / सिद्धि (f),upalabdhi (f) / kāmayābī (f) / siddhi (f)
accomplishment (skill or social grace),noun,c1,,हुनर (m) / योग्यता (f) / कला (f),hunar (m) / yōgyatā (f) / kalā (f)
accordance,noun,c1,,अनुरूपता (f) / सामंजस्य (m) / मेल (m),anurūpatā (f) / sāmaṁjasy (m) / mēl (m)
accordingly (consequently),adverb,c1,,इसलिए / अतः / फलस्वरूप,isaliē / ataḥ / phalasvarūp
accordingly (suitably),adverb,c1,,तदनुसार / उचित रूप से / यथोचित,tadanusār / ucit rūp sē / yathōcit
accountability,noun,c1,,जवाबदेही (f) / उत्तरदायित्व (m),javābadēhī (f) / uttaradāyitv (m)
accountable,adjective,c1,,जवाबदेह / उत्तरदायी,javābadēh / uttaradāyī
accumulation,noun,c1,,जमाव (m) / संचय (m) / संग्रह (m),jamāv (m) / saṁcay (m) / saṁgrah (m)
accusation (formal imputation),noun,c1,,आरोप (m) / इल्ज़ाम (m) / अभियोग (m),ārōp (m) / ilzām (m) / abhiyōg (m)
accused,noun,c1,,मुलज़िम (m) / अभियुक्त (m),mulazim (m) / abhiyukt (m)
acid (caustic or sarcastic),adjective,c1,,तीखा / कड़वा / कटु,tīkhā / kaṛavā / kaṭu
acid (taste or chemical property),adjective,c1,,खट्टा / अम्लीय,khaṭṭā / amlīy
"acquisition (act of obtaining, gaining)",noun,c1,,प्राप्ति (f) / अर्जन (m) / अधिग्रहण (m),prāpti (f) / arjan (m) / adhigrahaṇa (m)
acquisition (corporate takeover),noun,c1,,अधिग्रहण (m) / टेकओवर (m),adhigrahaṇa (m) / ṭēkaōvar (m)
acre,noun,c1,,एकड़ (m),ēkaṛa (m)
activation,noun,c1,,सक्रियण (m) / सक्रियता (f),sakriyaṇa (m) / sakriyatā (f)
activist,noun,c1,,कार्यकर्ता (m/f) / सक्रिय कार्यकर्ता (m/f) / आंदोलनकारी (m/f),kāryakartā (m/f) / sakriy kāryakartā (m/f) / āṁdōlanakārī (m/f)
"acute (keen, shrewd)",adjective,c1,,तेज़ / तीक्ष्ण / पैना,tēz / tīkṣṇa / painā
"acute (medical, severe)",adjective,c1,,तीव्र / गंभीर,tīvr / gaṁbhīr
"adaptation (of a work, e.g., book to film)",noun,c1,,रूपांतरण (m) / अनुकूलन (m),rūpāṁtaraṇa (m) / anukūlan (m)
adaptation (process of adjusting),noun,c1,,अनुकूलन (m) / सामंजस्य (m),anukūlan (m) / sāmaṁjasy (m)
adjacent (geometric or technical),adjective,c1,,आसन्न / संलग्न,āsann / saṁlagn
adjacent (physically located),adjective,c1,,पास वाला / बगल वाला / सटा हुआ,pās vālā / bagal vālā / saṭā huā
"adjacent (touching, contiguous)",adjective,c1,,सटा हुआ / लगा हुआ / संलग्न,saṭā huā / lagā huā / saṁlagn
adjustment (adaptation),noun,c1,,तालमेल (m) / अनुकूलन (m) / सामंजस्य (m),tālamēl (m) / anukūlan (m) / sāmaṁjasy (m)
adjustment (modification),noun,c1,,बदलाव (m) / संशोधन (m) / सुधार (m),badalāv (m) / saṁśōdhan (m) / sudhār (m)
administrative,adjective,c1,,प्रशासनिक / प्रबंधकीय,praśāsanik / prabaṁdhakīy
administrator (IT context),noun,c1,,एडमिनिस्ट्रेटर (m) / प्रशासक (m) / व्यवस्थापक (m),ēḍaminisṭrēṭar (m) / praśāsak (m) / vyavasthāpak (m)
"admission (of guilt, mistake)",noun,c1,,इक़बाल (m) / कबूलनामा (m) / स्वीकारोक्ति (f),iqabāl (m) / kabūlanāmā (m) / svīkārōkti (f)
"admission (of guilt, truth)",noun,c1,,इक़बाल (m) / कबूलनामा (m) / स्वीकारोक्ति (f),iqabāl (m) / kabūlanāmā (m) / svīkārōkti (f)
"admission (to an institution, place)",noun,c1,,दाख़िला (m) / प्रवेश (m),dāk͟hilā (m) / pravēśa (m)
adolescent,noun,c1,,किशोर (m) / किशोरी (f) / युवा (m/f),kiśōr (m) / kiśōrī (f) / yuvā (m/f)
adoption (of a child),noun,c1,,गोद लेना (m) / दत्तक ग्रहण (m),gōd lēnā (m) / dattak grahaṇa (m)
adoption (of a method or technology),noun,c1,,अपनाना (m) / अंगीकरण (m) / ग्रहण (m),apanānā (m) / aṁgīkaraṇa (m) / grahaṇa (m)
adverse,adjective,c1,,प्रतिकूल / विपरीत / हानिकारक,pratikūl / viparīt / hānikārak
advocate (lawyer),noun,c1,,वकील (m) / अधिवक्ता (m),vakīl (m) / adhivaktā (m)
advocate (supporter of a cause),noun,c1,,समर्थक (m) / हिमायती (m) / पक्षधर (m),samarthak (m) / himāyatī (m) / pakṣadhar (m)
aesthetic,adjective,c1,,सौंदर्यपरक / कलात्मक,sauṁdaryaparak / kalātmak
"affection (familial, cherishing)",noun,c1,,प्यार (m) / स्नेह (m) / ममता (f) / दुलार (m),pyār (m) / snēh (m) / mamatā (f) / dulār (m)
"affluence, wealth",noun,c1,,दौलत (f) / संपन्नता (f) / समृद्धि (f) / ऐश्वर्य (m),daulat (f) / saṁpannatā (f) / samr̥ddhi (f) / aiśvary (m)
aftermath (serious consequences),noun,c1,,नतीजे (m) / परिणाम (m) / दुष्परिणाम (m),natījē (m) / pariṇām (m) / duṣpariṇām (m)
"aggression (state, military action)",noun,c1,,हमला (m) / आक्रमण (m) / आक्रामकता (f),hamalā (m) / ākramaṇa (m) / ākrāmakatā (f)
agricultural,adjective,c1,,खेती-बाड़ी संबंधी / कृषि संबंधी / कृषिगत,khētī-bāṛī saṁbaṁdhī / kr̥ṣi saṁbaṁdhī / kr̥ṣigat
aide (personal attendant),noun,c1,,सहायक (m) / निजी सहायक (m) / परिचर (m),sahāyak (m) / nijī sahāyak (m) / paricar (m)
aide (political assistant),noun,c1,,सलाहकार (m) / राजनीतिक सहायक (m),salāhakār (m) / rājanītik sahāyak (m)
albeit,conjunction,c1,,हालाँकि / यद्यपि / भले ही,hālām̐ki / yadyapi / bhalē hī
alert (quick-witted),adjective,c1,,चौकस / होशियार / सतर्क,caukas / hōśiyār / satark
alert (vigilant),noun,c1,,चेतावनी (f) / सतर्कता (f) / सूचना (f),cētāvanī (f) / satarkatā (f) / sūcanā (f)
"alert (watchful, vigilant)",adjective,c1,,चौकन्ना / सतर्क / सावधान,caukannā / satark / sāvadhān
alertness (vigilance),noun,c1,,चौकसी (f) / सतर्कता (f) / जागरूकता (f),caukasī (f) / satarkatā (f) / jāgarūkatā (f)
alien (extraterrestrial),adjective,c1,,परग्रहीय / बाह्य अंतरिक्षीय,paragrahīy / bāhy aṁtarikṣīy
alignment (agreement or alliance),noun,c1,,सहमति (f) / गठबंधन (m) / तालमेल (m),sahamati (f) / gaṭhabaṁdhan (m) / tālamēl (m)
alignment (physical arrangement),noun,c1,,सीध (f) / संरेखण (m) / क्रमबद्धता (f),sīdh (f) / saṁrēkhaṇa (m) / kramabaddhatā (f)
alike (both X and Y),adverb,c1,,एक समान / एक जैसे ही / उसी तरह से,ēk samān / ēk jaisē hī / usī tarah sē
alike (in the same way),adverb,c1,,एक ही तरह से / उसी प्रकार से / समान रूप से,ēk hī tarah sē / usī prakār sē / samān rūp sē
allegation,noun,c1,,आरोप (m) / इल्ज़ाम (m) / अभियोग (m),ārōp (m) / ilzām (m) / abhiyōg (m)
allegedly,adverb,c1,,कथित तौर पर / कहा जाता है कि / आरोप के अनुसार,kathit taur par / kahā jātā hai ki / ārōp kē anusār
alliance (union or consortium),noun,c1,,गठबंधन (m) / संघ (m) / मैत्री (f),gaṭhabaṁdhan (m) / saṁgh (m) / maitrī (f)
allied nation,noun,c1,,मित्र राष्ट्र (m) / सहयोगी राष्ट्र (m),mitr rāṣṭr (m) / sahayōgī rāṣṭr (m)
allocation (share or quota received),noun,c1,,हिस्सा (m) / कोटा (m) / आबंटन (m) / नियतन (m),hissā (m) / kōṭā (m) / ābaṁṭan (m) / niyatan (m)
allowance (financial stipend),noun,c1,,भत्ता (m) / वज़ीफ़ा (m) / निर्वाह भत्ता (m),bhattā (m) / vazīfā (m) / nirvāh bhattā (m)
allowance (limit or permitted quota),noun,c1,,छूट (f) / सीमा (f) / अनुमति (f),chūṭa (f) / sīmā (f) / anumati (f)
"ally (nation, political partner)",noun,c1,,सहयोगी (m) / मित्र (m) / साथी (m) / इत्तिहादी (m),sahayōgī (m) / mitr (m) / sāthī (m) / ittihādī (m)
ally (supporter of marginalized group),noun,c1,,समर्थक (m) / सहयोगी (m) / हमदर्द (m),samarthak (m) / sahayōgī (m) / hamadard (m)
aluminium,noun,c1,,एल्यूमीनियम (m) / ऐल्युमिनियम (m),ēlyūmīniyam (m) / ailyuminiyam (m)
amateur (incompetent person),noun,c1,,नौसिखिया (m) / अनाड़ी (m) / अपटु (m),nausikhiyā (m) / anāṛī (m) / apaṭu (m)
amateur (non-professional),adjective,c1,,शौक़िया / ग़ैर-पेशेवर / अव्यावसायिक,śauqiyā / ġair-pēśēvar / avyāvasāyik
amateur (unskilled),adjective,c1,,अनाड़ी / अदक्ष / अप्रवीण,anāṛī / adakṣa / apravīṇa
"ambassador (brand, goodwill)",noun,c1,,ब्रांड एंबेसडर (f) / सद्भावना दूत (m) / प्रतिनिधि (m),brāṁḍa ēṁbēsaḍar (f) / sadbhāvanā dūt (m) / pratinidhi (m)
ambassador (diplomatic),noun,c1,,राजदूत (m) / एंबेसडर (m),rājadūt (m) / ēṁbēsaḍar (m)
ambassador (representative),noun,c1,,प्रतिनिधि (m) / नुमाइंदा (m) / दूत (m),pratinidhi (m) / numāiṁdā (m) / dūt (m)
amendment,noun,c1,,संशोधन (m) / सुधार (m),saṁśōdhan (m) / sudhār (m)
amid (during a condition or event),preposition,c1,,के बीच / के दौरान / के मध्य,kē bīc / kē daurān / kē madhy
analogy,noun,c1,,सादृश्य (m) / उपमा (f) / समानता (f),sādr̥śy (m) / upamā (f) / samānatā (f)
"anchor (broadcast, news presenter)",noun,c1,,एंकर (m/f) / समाचार प्रस्तुतकर्ता (m/f) / उद्घोषक (m),ēṁkar (m/f) / samācār prastutakartā (m/f) / udghōṣak (m)
angel (investor),noun,c1,,एंजेल निवेशक (m) / देवदूत निवेशक (m),ēṁjēl nivēśak (m) / dēvadūt nivēśak (m)
angel (kind person),noun,c1,,देवदूत (m) / फ़रिश्ता (m) / नेक इंसान (m),dēvadūt (m) / fariśtā (m) / nēk iṁsān (m)
anonymous,adjective,c1,,गुमनाम / बेनाम / अज्ञात,gumanām / bēnām / ajñāt
apparatus (equipment),noun,c1,,उपकरण (m) / यंत्र (m) / साज-सामान (m),upakaraṇa (m) / yaṁtr (m) / sāj-sāmān (m)
apparatus (system),noun,c1,,तंत्र (m) / प्रणाली (f) / व्यवस्था (f),taṁtr (m) / praṇālī (f) / vyavasthā (f)
appealing,adjective,c1,,आकर्षक / लुभावना / मनमोहक,ākarṣak / lubhāvanā / manamōhak
appetite (for food),noun,c1,,भूख (f) / रुचि (f) / क्षुधा (f),bhūkh (f) / ruci (f) / kṣudhā (f)
"appetite (strong desire, zest)",noun,c1,,इच्छा (f) / लालसा (f) / उमंग (f),icchā (f) / lālasā (f) / umaṁg (f)
applicable,adjective,c1,,लागू / प्रयोज्य / प्रासंगिक,lāgū / prayōjy / prāsaṁgik
appreciation (increase in financial value),noun,c1,,मूल्य वृद्धि (f) / बढ़ोतरी (f) / क़ीमत में इज़ाफ़ा (m),mūly vr̥ddhi (f) / baṛhōtarī (f) / qīmat mēṁ izāfā (m)
appreciation (understanding of value),noun,c1,,सराहना (f) / क़द्रदानी (f) / मूल्यांकन (m),sarāhanā (f) / qadradānī (f) / mūlyāṁkan (m)
arbitrary (of power or rule),adjective,c1,,मनमाना / स्वेच्छाचारी / निरंकुश,manamānā / svēcchācārī / niraṁkuśa
architectural,adjective,c1,,वास्तुशिल्प संबंधी / स्थापत्य संबंधी / वास्तुकला संबंधी,vāstuśilp saṁbaṁdhī / sthāpaty saṁbaṁdhī / vāstukalā saṁbaṁdhī
archive (digital file),noun,c1,,आर्काइव (m) / संग्रह (m) / अभिलेखागार (m),ārkāiv (m) / saṁgrah (m) / abhilēkhāgār (m)
arena (physical venue),noun,c1,,अखाड़ा (m) / मैदान (m) / रंगभूमि (f),akhāṛā (m) / maidān (m) / raṁgabhūmi (f)
arena (sphere of activity),noun,c1,,क्षेत्र (m) / दायरा (m) / कार्यक्षेत्र (m),kṣētr (m) / dāyarā (m) / kāryakṣētr (m)
arguably,adverb,c1,,शायद / संभवतः / तर्कसंगत रूप से,śāyad / saṁbhavataḥ / tarkasaṁgat rūp sē
array (collection),noun,c1,,संग्रह (m) / ढेर (m) / श्रृंखला (f),saṁgrah (m) / ḍhēr (m) / śrr̥ṁkhalā (f)
array (data structure),noun,c1,,ऐरे (m) / सारणी (f) / क्रमबद्ध सूची (f),airē (m) / sāraṇī (f) / kramabaddh sūcī (f)
as a courtesy,noun,c1,,शिष्टाचार के तौर पर / लिहाज़ के तौर पर / सौजन्यवश,śiṣṭācār kē taur par / lihāz kē taur par / saujanyavaśa
"ash (sacred, ritual powder)",noun,c1,,भस्म (f) / राख (f) / विभूति (f),bhasm (f) / rākh (f) / vibhūti (f)
