english_word,word_class,telugu_translation,transliteration,verb_transitivity,level
solely,adverb,కేవలం / మాత్రమే / ప్రత్యేకంగా,kēvalaṁ / mātramē / pratyēkaṁgā,,a2
solicitor (legal professional),noun,న్యాయవాది / సాలిసిటర్ / అటార్నీ,nyāyavādi / sālisiṭar / aṭārnī,,a2
"solicitor (one who requests funds, business)",noun,అభ్యర్థించేవాడు / నిధులు సేకరించేవారు,abhyarthiṁcēvāḍu / nidhulu sēkariṁcēvāru,,a2
"solidarity (formal, literary)",noun,సంఘీభావం / ఐకమత్యం / ఏకత్వం,saṁghībhāvaṁ / aikamatyaṁ / ēkatvaṁ,,a2
solo,adjective,ఒంటరి / ఏక / సోలో,oṁṭari / ēka / sōlō,,a2
solo (musical performance),noun,సోలో / ఏక ప్రదర్శన,sōlō / ēka pradarśana,,a2
"sound (deep, sleep)",adjective,గాఢమైన / మంచి,gāḍhamaina / maṁci,,a2
sound (logical),adjective,సరైన / తార్కికమైన / సమంజసమైన,saraina / tārkikamaina / samaṁjasamaina,,a2
sound (physically intact),adjective,చెక్కుచెదరని / పటిష్టమైన / మంచి స్థితిలో ఉన్న,cekkucedarani / paṭiṣṭamaina / maṁci sthitilō unna,,a2
sovereignty,noun,సార్వభౌమాధికారం / సార్వభౌమత్వం / స్వయంపాలన,sārvabhaumādhikāraṁ / sārvabhaumatvaṁ / svayaṁpālana,,a2
spam,noun,స్పామ్ / అనవసర మెసేజ్‌లు,spām / anavasara mesējlu,,a2
span (distance),noun,దూరం / వ్యాప్తి / పరిధి,dūraṁ / vyāpti / paridhi,,a2
span (duration),noun,కాలవ్యవధి / వ్యవధి / కాలం,kālavyavadhi / vyavadhi / kālaṁ,,a2
specialized,adjective,ప్రత్యేకమైన / నైపుణ్యం కలిగిన / విశేషమైన,pratyēkamaina / naipuṇyaṁ kaligina / viśēṣamaina,,a2
specification,noun,వివరణ / నిర్దేశం / స్పెసిఫికేషన్,vivaraṇa / nirdēśaṁ / spesiphikēṣan,,a2
specimen (representative instance),noun,నమూనా / ఉదాహరణ / ప్రతిరూపం,namūnā / udāharaṇa / pratirūpaṁ,,a2
specimen (scientific sample),noun,నమూనా / మాదిరి / ప్రయోగ నమూనా,namūnā / mādiri / prayōga namūnā,,a2
spectacle (embarrassing public scene),noun,అపహాస్యం / విడ్డూరం / తమాషా,apahāsyaṁ / viḍḍūraṁ / tamāṣā,,a2
spectacle (grand visual display),noun,ప్రదర్శన / దృశ్యం / కనుల పండుగ,pradarśana / dr̥śyaṁ / kanula paṁḍuga,,a2
spectacles (eyeglasses),noun,కళ్ళద్దాలు / అద్దాలు,kaḷḷaddālu / addālu,,a2
spectrum (range),noun,పరిధి / విస్తృతి / శ్రేణి,paridhi / vistr̥ti / śrēṇi,,a2
spectrum (scientific),noun,వర్ణపటము / స్పెక్ట్రమ్,varṇapaṭamu / spekṭram,,a2
spell (magic),noun,మంత్రం / మాయ / చిల్లంగి,maṁtraṁ / māya / cillaṁgi,,a2
spell (period of time),noun,కొంతకాలం / వ్యవధి / సమయం,koṁtakālaṁ / vyavadhi / samayaṁ,,a2
sphere (domain of influence),noun,పరిధి / రంగం / ప్రభావ క్షేత్రం,paridhi / raṁgaṁ / prabhāva kṣētraṁ,,a2
sphere (geometric shape),noun,గోళం / గుండ్రని ఆకారం,gōḷaṁ / guṁḍrani ākāraṁ,,a2
spin (bias or interpretation),noun,వక్రీకరణ / పక్షపాతం / వివరణ,vakrīkaraṇa / pakṣapātaṁ / vivaraṇa,,a2
spine (of a book),noun,పుస్తకం వెనుక భాగం / అట్ట వెనుక భాగం,pustakaṁ venuka bhāgaṁ / aṭṭa venuka bhāgaṁ,,a2
spine (sharp projection),noun,ముల్లు / కంటకం,mullu / kaṁṭakaṁ,,a2
"spotlight (attention, focus)",noun,దృష్టి / కేంద్రబిందువు / అందరి దృష్టి,dr̥ṣṭi / kēṁdrabiṁduvu / aṁdari dr̥ṣṭi,,a2
spotlight (physical lamp),noun,స్పాట్‌లైట్ / ప్రకాశ దీపం,spāṭlaiṭ / prakāśa dīpaṁ,,a2
spouse (husband),noun,భర్త / పతి / మొగుడు,bharta / pati / moguḍu,,a2
spouse (wife),noun,భార్య / సతి / పెళ్ళాం,bhārya / sati / peḷḷāṁ,,a2
spy,noun,గూఢచారి / వేగులవాడు / రహస్యచారి,gūḍhacāri / vēgulavāḍu / rahasyacāri,,a2
"squad (military, police unit)",noun,దళం / బృందం / పటాలం,daḷaṁ / br̥ṁdaṁ / paṭālaṁ,,a2
squad (sports team),noun,జట్టు / బృందం / స్క్వాడ్,jaṭṭu / br̥ṁdaṁ / skvāḍ,,a2
stability,noun,స్థిరత్వం / నిలకడ,sthiratvaṁ / nilakaḍa,,a2
stake (financial interest or share),noun,వాటా / పాలు / పెట్టుబడి,vāṭā / pālu / peṭṭubaḍi,,a2
stake (wooden post),noun,కొయ్య / మేకు,koyya / mēku,,a2
standing (permanent),adjective,శాశ్వతమైన / స్థిరమైన / నిరంతర,śāśvatamaina / sthiramaina / niraṁtara,,a2
standing timber,noun,నిలబడి ఉన్న కలప / అటవీ వృక్షాలు / అటవీ సంపద,nilabaḍi unna kalapa / aṭavī vr̥kṣālu / aṭavī saṁpada,,a2
"stark (absolute, harsh)",adjective,తీవ్రమైన / కఠినమైన / సంపూర్ణమైన,tīvramaina / kaṭhinamaina / saṁpūrṇamaina,,a2
"stark (bare, severely simple)",adjective,సాదా / నిరాడంబరమైన / అలంకరణ లేని,sādā / nirāḍaṁbaramaina / alaṁkaraṇa lēni,,a2
"stark (severely simple, unornamented)",adjective,అలంకరణ లేని / నిరాడంబరమైన / సాదా,alaṁkaraṇa lēni / nirāḍaṁbaramaina / sādā,,a2
"stark (unpleasantly clear, absolute truth)",adjective,స్పష్టమైన / నిర్మొహమాటమైన / వాస్తవమైన,spaṣṭamaina / nirmohamāṭamaina / vāstavamaina,,a2
statistical,adjective,గణాంకాలకు సంబంధించిన / గణాంక,gaṇāṁkālaku saṁbaṁdhiṁcina / gaṇāṁka,,a2
stem (linguistic root),noun,మూలపదం / ధాతువు / మూలం,mūlapadaṁ / dhātuvu / mūlaṁ,,a2
stem (plant part),noun,కాండం / బోదె / కొమ్మ,kāṁḍaṁ / bōde / komma,,a2
"stimulus (biological, psychological trigger)",noun,ప్రేరణ / ఉద్దీపన / కారకం,prēraṇa / uddīpana / kārakaṁ,,a2
"stimulus (economic incentive, boost)",noun,ప్రోత్సాహం / ఉద్దీపన / ఆర్థిక సహాయం,prōtsāhaṁ / uddīpana / ārthika sahāyaṁ,,a2
"storage (data, computer memory)",noun,నిల్వ / డేటా నిల్వ / మెమరీ,nilva / ḍēṭā nilva / memarī,,a2
"storage (location, warehouse)",noun,గోదాము / నిల్వ గది / భద్రపరచు ప్రదేశం,gōdāmu / nilva gadi / bhadraparacu pradēśaṁ,,a2
"straightforward (direct, frank)",adjective,సూటిగా / నిజాయితీగా / నిర్మొహమాటమైన,sūṭigā / nijāyitīgā / nirmohamāṭamaina,,a2
straightforward (uncomplicated),adjective,సులభమైన / సరళమైన / క్లిష్టత లేని,sulabhamaina / saraḷamaina / kliṣṭata lēni,,a2
strain (biological type),noun,రకం / జాతి / వంగడం,rakaṁ / jāti / vaṁgaḍaṁ,,a2
strain (muscle injury),noun,బెణుకు / కండరాల నొప్పి / కండరాల పీడనం,beṇuku / kaṁḍarāla noppi / kaṁḍarāla pīḍanaṁ,,a2
strain (stress or burden),noun,ఒత్తిడి / భారం / ఆయాసం,ottiḍi / bhāraṁ / āyāsaṁ,,a2
strand (component),noun,భాగం / అంశం / పోగు,bhāgaṁ / aṁśaṁ / pōgu,,a2
strand (thin length),noun,పోగు / పాయ / దారం,pōgu / pāya / dāraṁ,,a2
strategic,adjective,వ్యూహాత్మక / ఎత్తుగడలకు సంబంధించిన,vyūhātmaka / ettugaḍalaku saṁbaṁdhiṁcina,,a2
"striking (remarkable, significant)",adjective,చెప్పుకోదగిన / ముఖ్యమైన / విశేషమైన,ceppukōdagina / mukhyamaina / viśēṣamaina,,a2
striking (visually impressive),adjective,ఆకట్టుకునే / అద్భుతమైన / కనుల పండుగ,ākaṭṭukunē / adbhutamaina / kanula paṁḍuga,,a2
strip (commercial district),noun,వాణిజ్య ప్రాంతం / దుకాణాల వరుస / బజారు,vāṇijya prāṁtaṁ / dukāṇāla varusa / bajāru,,a2
"strip (long, narrow piece)",noun,పట్టీ / చీలిక / పొడవైన ముక్క,paṭṭī / cīlika / poḍavaina mukka,,a2
strip (team uniform),noun,యూనిఫాం / క్రీడా దుస్తులు / జట్టు దుస్తులు,yūniphāṁ / krīḍā dustulu / jaṭṭu dustulu,,a2
structural,adjective,నిర్మాణపరమైన / నిర్మాణాత్మకమైన,nirmāṇaparamaina / nirmāṇātmakamaina,,a2
submission (document),noun,సమర్పణ,samarpaṇa,,a2
submission (obedience),noun,విధేయత / లొంగుబాటు / అణకువ,vidhēyata / loṁgubāṭu / aṇakuva,,a2
subscriber,noun,చందాదారుడు / సబ్‌స్క్రైబర్,caṁdādāruḍu / sabskraibar,,a2
"subscription (financial contribution, pledge)",noun,చందా / సభ్యత్వం,caṁdā / sabhyatvaṁ,,a2
subsidy,noun,సబ్సిడీ / రాయితీ,sabsiḍī / rāyitī,,a2
substantial (large quantity or amount),adjective,గణనీయమైన / చెప్పుకోదగిన,gaṇanīyamaina / ceppukōdagina,,a2
substantial (solid or real),adjective,వాస్తవమైన / నిజమైన / పటిష్టమైన,vāstavamaina / nijamaina / paṭiṣṭamaina,,a2
substantially (in amount or degree),adverb,గణనీయంగా / చాలావరకు,gaṇanīyaṁgā / cālāvaraku,,a2
substantially (in essence),adverb,సారాంశంలో / ప్రధానంగా,sārāṁśaṁlō / pradhānaṁgā,,a2
"substitute (item, material)",noun,ప్రత్యామ్నాయం / బదులు,pratyāmnāyaṁ / badulu,,a2
"substitute (person, deputy)",noun,ప్రత్యామ్నాయం / ప్రతినిధి,pratyāmnāyaṁ / pratinidhi,,a2
substitution (formal replacement),noun,ప్రత్యామ్నాయం / మార్పిడి,pratyāmnāyaṁ / mārpiḍi,,a2
subtle (clever or indirect),adjective,సూక్ష్మమైన / పరోక్షమైన,sūkṣmamaina / parōkṣamaina,,a2
subtle (delicate or understated),adjective,సూక్ష్మమైన / సున్నితమైన,sūkṣmamaina / sunnitamaina,,a2
"suburban (conventional, unadventurous)",adjective,సంప్రదాయబద్ధమైన / సాదాసీదా,saṁpradāyabaddhamaina / sādāsīdā,,a2
suburban (geographical),adjective,శివారు ప్రాంతానికి చెందిన / శివారు,śivāru prāṁtāniki ceṁdina / śivāru,,a2
succession (sequence),noun,వరుస / క్రమం,varusa / kramaṁ,,a2
succession (to an office or title),noun,వారసత్వం / అధికారం స్వీకరణ,vārasatvaṁ / adhikāraṁ svīkaraṇa,,a2
successive,adjective,వరుస / నిరంతర,varusa / niraṁtara,,a2
successor,noun,వారసుడు / తదుపరి,vārasuḍu / tadupari,,a2
suicide,noun,ఆత్మహత్య,ātmahatya,,a2
suite (set of matching furniture),noun,ఫర్నిచర్ సెట్ / గది సామాగ్రి,pharnicar seṭ / gadi sāmāgri,,a2
suite (set of rooms),noun,సూట్ / గదుల సముదాయం,sūṭ / gadula samudāyaṁ,,a2
suite (software bundle),noun,సాఫ్ట్‌వేర్ సూట్ / సాఫ్ట్‌వేర్ ప్యాకేజీ,sāphṭvēr sūṭ / sāphṭvēr pyākējī,,a2
"summit (meeting, conference)",noun,సమావేశం / శిఖరాగ్ర సమావేశం / సమ్మిట్,samāvēśaṁ / śikharāgra samāvēśaṁ / sammiṭ,,a2
summit (mountain peak),noun,శిఖరం / అగ్రభాగం,śikharaṁ / agrabhāgaṁ,,a2
superb,adjective,అద్భుతమైన / అత్యుత్తమమైన / చాలా మంచి,adbhutamaina / atyuttamamaina / cālā maṁci,,a2
superior (higher rank),adjective,ఉన్నతమైన / శ్రేష్ఠమైన / అధికులైన,unnatamaina / śrēṣṭhamaina / adhikulaina,,a2
supervision (academic guidance),noun,పర్యవేక్షణ / మార్గదర్శకత్వం,paryavēkṣaṇa / mārgadarśakatvaṁ,,a2
supervisor (academic advisor),noun,పర్యవేక్షకుడు / మార్గదర్శి,paryavēkṣakuḍu / mārgadarśi,,a2
supervisor (administrative),noun,పర్యవేక్షకుడు / అధికారి,paryavēkṣakuḍu / adhikāri,,a2
supplement (addition),noun,అనుబంధం / చేర్పు,anubaṁdhaṁ / cērpu,,a2
supplement (publication insert),noun,అనుబంధం / సప్లిమెంట్,anubaṁdhaṁ / saplimeṁṭ,,a2
supportive (encouraging),adjective,ప్రోత్సాహకరమైన / అండగా ఉండే,prōtsāhakaramaina / aṁḍagā uṁḍē,,a2
supportive (providing structural stability),adjective,ఆధారాన్నిచ్చే / నిలబెట్టే,ādhārānniccē / nilabeṭṭē,,a2
"supposedly (according to rumor, belief)",adverb,అనుకున్నట్లుగా / పుకారు ప్రకారం / నమ్మకం ప్రకారం,anukunnaṭlugā / pukāru prakāraṁ / nammakaṁ prakāraṁ,,a2
"supposedly (allegedly, as claimed)",adverb,ఆరోపించినట్లుగా / చెప్పినట్లుగా,ārōpiṁcinaṭlugā / ceppinaṭlugā,,a2
"supreme (highest rank, authority)",adjective,అత్యున్నతమైన / సర్వోన్నతమైన,atyunnatamaina / sarvōnnatamaina,,a2
"supreme (utmost, greatest degree)",adjective,అత్యంత / అత్యధికమైన,atyaṁta / atyadhikamaina,,a2
surge (sudden increase or spike),noun,ఆకస్మిక పెరుగుదల / ఉప్పెన,ākasmika perugudala / uppena,,a2
surge (wave or rush of movement),noun,ఉప్పెన / ప్రవాహం,uppena / pravāhaṁ,,a2
"surgical (precise, targeted)",adjective,ఖచ్చితమైన / లక్షితమైన,khaccitamaina / lakṣitamaina,,a2
surgical (precise; targeted),adjective,ఖచ్చితమైన / లక్షితమైన,khaccitamaina / lakṣitamaina,,a2
surgical (related to surgery),adjective,శస్త్రచికిత్సా / శస్త్రచికిత్సకు సంబంధించిన,śastracikitsā / śastracikitsaku saṁbaṁdhiṁcina,,a2
"surplus (excess inventory, goods)",noun,మిగులు / అదనపు సరుకు,migulu / adanapu saruku,,a2
surveillance,noun,నిఘా / పర్యవేక్షణ,nighā / paryavēkṣaṇa,,a2
suspension (disciplinary action),noun,సస్పెన్షన్ / తాత్కాలిక తొలగింపు,saspenṣan / tātkālika tolagiṁpu,,a2
suspension (vehicle system),noun,సస్పెన్షన్,saspenṣan,,a2
suspicion (grounds for investigation),noun,అనుమానం / సందేహం,anumānaṁ / saṁdēhaṁ,,a2
suspicious (feeling doubt or wary),adjective,అనుమానంగా ఉన్న / సందేహించే / అనుమానపడే,anumānaṁgā unna / saṁdēhiṁcē / anumānapaḍē,,a2
"suspicious (of an object, action, or person causing doubt)",adjective,అనుమానాస్పదమైన / సందేహాస్పదమైన,anumānāspadamaina / saṁdēhāspadamaina,,a2
swing (in voting),noun,ఓట్ల మార్పు / ఓట్ల మళ్లింపు / ఓట్ల హెచ్చుతగ్గులు,ōṭla mārpu / ōṭla maḷliṁpu / ōṭla heccutaggulu,,a2
swing (playground equipment),noun,ఊయల,ūyala,,a2
"swing (political, economic shift)",noun,మార్పు / మలుపు / హెచ్చుతగ్గులు,mārpu / malupu / heccutaggulu,,a2
sword,noun,కత్తి,katti,,a2
sword (literary or historical context),noun,కత్తి / ఖడ్గం / అసి,katti / khaḍgaṁ / asi,,a2
symbolic,adjective,ప్రతీకాత్మకమైన / సంకేతాత్మకమైన,pratīkātmakamaina / saṁkētātmakamaina,,a2
syndrome (complex of behaviours),noun,లక్షణాల సముదాయం / సిండ్రోమ్,lakṣaṇāla samudāyaṁ / siṁḍrōm,,a2
syndrome (medical condition),noun,సిండ్రోమ్ / వ్యాధి లక్షణాల సముదాయం,siṁḍrōm / vyādhi lakṣaṇāla samudāyaṁ,,a2
synthesis (chemical),noun,సంశ్లేషణ / కలయిక,saṁślēṣaṇa / kalayika,,a2
systematic,adjective,క్రమబద్ధమైన / పద్ధతి ప్రకారం / వ్యవస్థీకృతమైన,kramabaddhamaina / paddhati prakāraṁ / vyavasthīkr̥tamaina,,a2
tackle (equipment),noun,పరికరాలు / సామగ్రి,parikarālu / sāmagri,,a2
tactic,noun,ఎత్తుగడ / యుక్తి / వ్యూహం,ettugaḍa / yukti / vyūhaṁ,,a2
tactical,adjective,ఎత్తుగడలకు సంబంధించిన / వ్యూహాత్మకమైన,ettugaḍalaku saṁbaṁdhiṁcina / vyūhātmakamaina,,a2
taxpayer,noun,పన్ను చెల్లింపుదారుడు / పన్నుదారుడు,pannu celliṁpudāruḍu / pannudāruḍu,,a2
tenant,noun,అద్దెదారుడు / కౌలుదారుడు,addedāruḍu / kauludāruḍu,,a2
"tender (food, soft)",adjective,మెత్తని / లేత,mettani / lēta,,a2
"tender (gentle, caring)",adjective,సున్నితమైన / దయగల / మృదువైన,sunnitamaina / dayagala / mr̥duvaina,,a2
"tender (sensitive, sore)",adjective,సున్నితమైన / నొప్పిగా ఉన్న,sunnitamaina / noppigā unna,,a2
"tension (physical strain, tightness)",noun,ఒత్తిడి / బిగుతు / ఉద్రిక్తత,ottiḍi / bigutu / udriktata,,a2
tenure (duration of holding office),noun,పదవీకాలం / సేవాకాలం,padavīkālaṁ / sēvākālaṁ,,a2
tenure (status of permanent employment),noun,శాశ్వత ఉద్యోగ హోదా / స్థిరత్వం,śāśvata udyōga hōdā / sthiratvaṁ,,a2
terminal (at the end),adjective,చివరి / అంతిమ,civari / aṁtima,,a2
"terminal (resulting in death, illness)",adjective,ప్రాణాంతకమైన / మరణకరమైన,prāṇāṁtakamaina / maraṇakaramaina,,a2
termination (of employment),noun,ఉద్యోగ తొలగింపు / సేవారద్దు / పదవీచ్యుతి,udyōga tolagiṁpu / sēvāraddu / padavīcyuti,,a2
terrain (area of activity),noun,కార్యరంగం / కార్యక్షేత్రం / పరిధి,kāryaraṁgaṁ / kāryakṣētraṁ / paridhi,,a2
terrific (excellent),adjective,అద్భుతమైన / గొప్ప / అమోఘమైన,adbhutamaina / goppa / amōghamaina,,a2
terrific (terrifying),adjective,భయంకరమైన / భీకరమైన / భయానకమైన,bhayaṁkaramaina / bhīkaramaina / bhayānakamaina,,a2
testimony (legal statement),noun,సాక్ష్యం / వాంగ్మూలం / నివేదన,sākṣyaṁ / vāṁgmūlaṁ / nivēdana,,a2
testimony (personal declaration),noun,ప్రకటన / నివేదన / వివరణ,prakaṭana / nivēdana / vivaraṇa,,a2
"texture (composition, structure, e.g., food, music, writing)",noun,కూర్పు / నిర్మాణం / స్వభావం,kūrpu / nirmāṇaṁ / svabhāvaṁ,,a2
"texture (physical feel, surface quality)",noun,ఆకృతి / స్పర్శ / ఉపరితల స్వభావం,ākr̥ti / sparśa / uparitala svabhāvaṁ,,a2
thankfully (in a grateful manner),adverb,కృతజ్ఞతగా / ధన్యవాదపూర్వకంగా,kr̥tajñatagā / dhanyavādapūrvakaṁgā,,a2
thankfully (indicating relief),adverb,అదృష్టవశాత్తు / ఊరటగా,adr̥ṣṭavaśāttu / ūraṭagā,,a2
"theatrical (overly dramatic, showy)",adjective,నాటకీయమైన / ఆర్భాటమైన / అతిశయమైన,nāṭakīyamaina / ārbhāṭamaina / atiśayamaina,,a2
"theatrical (relating to drama, stage)",adjective,నాటక సంబంధిత / రంగస్థల / నాటకీయ,nāṭaka saṁbaṁdhita / raṁgasthala / nāṭakīya,,a2
theology,noun,వేదాంతశాస్త్రం / మతశాస్త్రం,vēdāṁtaśāstraṁ / mataśāstraṁ,,a2
theoretical (hypothetical),adjective,ఊహాజనితమైన / సిద్ధాంతపరమైన,ūhājanitamaina / siddhāṁtaparamaina,,a2
theoretical (relating to academic theory),adjective,సిద్ధాంతపరమైన / శాస్త్రీయ,siddhāṁtaparamaina / śāstrīya,,a2
thereafter (formal),adverb,ఆ తర్వాత / తదనంతరం / పిమ్మట,ā tarvāta / tadanaṁtaraṁ / pimmaṭa,,a2
thereby,adverb,దాని ద్వారా / అందువల్ల / ఆ విధంగా,dāni dvārā / aṁduvalla / ā vidhaṁgā,,a2
thought-provoking,adjective,ఆలోచనాత్మకమైన / ఆలోచన రేకెత్తించే,ālōcanātmakamaina / ālōcana rēkettiṁcē,,a2
thoughtful (considerate),adjective,ఆలోచనాపరుడైన / శ్రద్ధగల / దయగల,ālōcanāparuḍaina / śraddhagala / dayagala,,a2
thoughtful (reflective),adjective,ఆలోచనాత్మకమైన / ధ్యానమయమైన,ālōcanātmakamaina / dhyānamayamaina,,a2
"thread (screw, bolt)",noun,మర,mara,,a2
"thread (theme, idea)",noun,మూలసూత్రం / ఇతివృత్తం / ప్రధానాంశం,mūlasūtraṁ / itivr̥ttaṁ / pradhānāṁśaṁ,,a2
threshold (doorway base),noun,గడప / ద్వారబంధం,gaḍapa / dvārabaṁdhaṁ,,a2
"threshold (limit, onset point)",noun,పరిమితి / ప్రారంభ బిందువు / గరిష్ఠ స్థాయి,parimiti / prāraṁbha biṁduvu / gariṣṭha sthāyi,,a2
thrilled,adjective,ఉద్వేగభరితమైన / ఆనందంతో నిండిన / పులకించిపోయిన,udvēgabharitamaina / ānaṁdaṁtō niṁḍina / pulakiṁcipōyina,,a2
tide (sea phenomenon),noun,పోటు / పాటు / సముద్రపు అలల గమనం,pōṭu / pāṭu / samudrapu alala gamanaṁ,,a2
tide (trend or current),noun,పోకడ / ధోరణి / ప్రవాహం / గమనం,pōkaḍa / dhōraṇi / pravāhaṁ / gamanaṁ,,a2
timber (processed wood),noun,కలప / చెక్క / దారువు,kalapa / cekka / dāruvu,,a2
timber (standing trees),noun,కలప చెట్లు / మాను / వృక్ష సంపద,kalapa ceṭlu / mānu / vr̥kṣa saṁpada,,a2
timely (prompt),adjective,సమయోచితమైన / వేళకు తగిన / సకాలంలో జరిగే,samayōcitamaina / vēḷaku tagina / sakālaṁlō jarigē,,a2
to abolish (to eradicate completely),verb,రద్దు చేయు / తొలగించు / అంతం చేయు / నిర్మూలించు,raddu cēyu / tolagiṁcu / aṁtaṁ cēyu / nirmūliṁcu,transitive,a2
"to abuse (to misuse or exploit power, trust)",verb,దుర్వినియోగం చేయు / చెడుగా వాడు / దుర్వినియోగించు,durviniyōgaṁ cēyu / ceḍugā vāḍu / durviniyōgiṁcu,transitive,a2
to abuse (to physically harm or mistreat),verb,హింసించు / బాధించు / వేధించు,hiṁsiṁcu / bādhiṁcu / vēdhiṁcu,transitive,a2
"to abuse (verbally, to insult)",verb,తిట్టు / దుర్భాషలాడు / అవమానించు / నిందించు,tiṭṭu / durbhāṣalāḍu / avamāniṁcu / niṁdiṁcu,transitive,a2
to accelerate (a process),verb,వేగవంతం చేయు / త్వరపెట్టు / వేగం పెంచు / త్వరితపరచు,vēgavaṁtaṁ cēyu / tvarapeṭṭu / vēgaṁ peṁcu / tvaritaparacu,transitive,a2
to accumulate (gather generally),verb,పోగు చేయు / సేకరించు / చేర్చు / సమీకరించు,pōgu cēyu / sēkariṁcu / cērcu / samīkariṁcu,transitive,a2
to accumulate (savings or wealth),verb,కూడబెట్టు / పోగు చేయు / సంపాదించు / సమకూర్చు,kūḍabeṭṭu / pōgu cēyu / saṁpādiṁcu / samakūrcu,transitive,a2
"to adhere (to follow regulations, principles)",verb,పాటించు / అనుసరించు / కట్టుబడు,pāṭiṁcu / anusariṁcu / kaṭṭubaḍu,transitive,a2
to adhere (to stick physically),verb,అంటుకొను / అతుక్కొను / అంటిపెట్టుకొను,aṁṭukonu / atukkonu / aṁṭipeṭṭukonu,intransitive,a2
to administer (an oath),verb,ప్రమాణం చేయించు / ఒట్టు వేయించు,pramāṇaṁ cēyiṁcu / oṭṭu vēyiṁcu,transitive,a2
"to administer (justice, an oath)",verb,న్యాయం చేయు / న్యాయం అమలు చేయు / న్యాయం నిర్వహించు,nyāyaṁ cēyu / nyāyaṁ amalu cēyu / nyāyaṁ nirvahiṁcu,transitive,a2
"to administer (justice, law)",verb,చట్టాన్ని అమలు చేయు / చట్టాన్ని నిర్వహించు / చట్టాన్ని పాలించు,caṭṭānni amalu cēyu / caṭṭānni nirvahiṁcu / caṭṭānni pāliṁcu,transitive,a2
"to administer (medicine, a dose)",verb,మందు ఇవ్వు / మందు వేయు / ఔషధం ఇవ్వు,maṁdu ivvu / maṁdu vēyu / auṣadhaṁ ivvu,transitive,a2
"to administer (to manage, govern)",verb,నిర్వహించు / నడుపు / పాలించు / పరిపాలించు,nirvahiṁcu / naḍupu / pāliṁcu / paripāliṁcu,transitive,a2
"to advocate (for a cause, policy)",verb,మద్దతు ఇవ్వు / సమర్థించు / ప్రోత్సహించు / వాదించు,maddatu ivvu / samarthiṁcu / prōtsahiṁcu / vādiṁcu,transitive,a2
to advocate (to plead on behalf of someone),verb,తరఫున వాదించు / పక్షాన నిలబడు / మద్దతు ఇవ్వు,taraphuna vādiṁcu / pakṣāna nilabaḍu / maddatu ivvu,transitive,a2
to alert (notify),verb,హెచ్చరించు / తెలియజేయు / సమాచారం ఇవ్వు / అప్రమత్తం చేయు,heccariṁcu / teliyajēyu / samācāraṁ ivvu / apramattaṁ cēyu,transitive,a2
"to align (goals, strategy, or values)",verb,ఒకతాటిపైకి తెచ్చు / సరిపోల్చు / ఏకీకృతం చేయు / సమలేఖనం చేయు,okatāṭipaiki teccu / saripōlcu / ēkīkr̥taṁ cēyu / samalēkhanaṁ cēyu,transitive,a2
to align (intr.),verb,ఒకతాటిపైకి వచ్చు / సరిపోలు / సమలేఖనం అగు / ఏకీకృతం అగు,okatāṭipaiki vaccu / saripōlu / samalēkhanaṁ agu / ēkīkr̥taṁ agu,intransitive,a2
to align (intransitive),verb,ఒకతాటిపైకి వచ్చు / సరిపోలు / సమలేఖనం అగు / ఏకీకృతం అగు,okatāṭipaiki vaccu / saripōlu / samalēkhanaṁ agu / ēkīkr̥taṁ agu,intransitive,a2
to allege,verb,ఆరోపించు / నిందించు / నేరారోపణ చేయు,ārōpiṁcu / niṁdiṁcu / nērārōpaṇa cēyu,transitive,a2
to allocate,verb,కేటాయించు / పంచు / విభజించు,kēṭāyiṁcu / paṁcu / vibhajiṁcu,transitive,a2
"to amend (law, constitution)",verb,సవరించు / మార్చు,savariṁcu / mārcu,transitive,a2
to amend (make changes),verb,మార్చు / సవరించు / మార్పులు చేయు,mārcu / savariṁcu / mārpulu cēyu,transitive,a2
"to amend (revise text, plan)",verb,సవరించు / మార్చు / మెరుగుపరచు,savariṁcu / mārcu / meruguparacu,transitive,a2
to applaud (to laud or commend),verb,ప్రశంసించు / మెచ్చుకో / అభినందించు,praśaṁsiṁcu / meccukō / abhinaṁdiṁcu,transitive,a2
"to appoint (to set a time, place)",verb,నిర్ణయించు / ఏర్పాటు చేయు / ఖరారు చేయు,nirṇayiṁcu / ērpāṭu cēyu / kharāru cēyu,transitive,a2
"to arm (a device, system)",verb,సిద్ధం చేయు / ఆక్టివేట్ చేయు / అమర్చు,siddhaṁ cēyu / ākṭivēṭ cēyu / amarcu,transitive,a2
to arm (with weapons),verb,ఆయుధాలు సమకూర్చు / సాయుధం చేయు / ఆయుధాలు ఇవ్వు,āyudhālu samakūrcu / sāyudhaṁ cēyu / āyudhālu ivvu,transitive,a2
to articulate (to express clearly),verb,స్పష్టంగా వ్యక్తపరచు / వివరించు / తెలియజేయు,spaṣṭaṁgā vyaktaparacu / vivariṁcu / teliyajēyu,transitive,a2
to articulate (to form a joint),verb,కలుపు / సంధించు / అనుసంధానించు,kalupu / saṁdhiṁcu / anusaṁdhāniṁcu,,a2
to aspire,verb,ఆశించు / ఆకాంక్షించు / కోరుకో,āśiṁcu / ākāṁkṣiṁcu / kōrukō,intransitive,a2
