english_word,word_class,level,verb_transitivity,translation,transliteration
alike (in the same way),adverb,a2,,एक ही तरह से / उसी प्रकार से / समान रूप से,ēk hī tarah sē / usī prakār sē / samān rūp sē
allegation,noun,a2,,आरोप (m) / इल्ज़ाम (m) / अभियोग (m),ārōp (m) / ilzām (m) / abhiyōg (m)
allegedly,adverb,a2,,कथित तौर पर / कहा जाता है कि / आरोप के अनुसार,kathit taur par / kahā jātā hai ki / ārōp kē anusār
alliance (union or consortium),noun,a2,,गठबंधन (m) / संघ (m) / मैत्री (f),gaṭhabaṁdhan (m) / saṁgh (m) / maitrī (f)
allied nation,noun,a2,,मित्र राष्ट्र (m) / सहयोगी राष्ट्र (m),mitr rāṣṭr (m) / sahayōgī rāṣṭr (m)
allocation (share or quota received),noun,a2,,हिस्सा (m) / कोटा (m) / आबंटन (m) / नियतन (m),hissā (m) / kōṭā (m) / ābaṁṭan (m) / niyatan (m)
allowance (financial stipend),noun,a2,,भत्ता (m) / वज़ीफ़ा (m) / निर्वाह भत्ता (m),bhattā (m) / vazīfā (m) / nirvāh bhattā (m)
allowance (limit or permitted quota),noun,a2,,छूट (f) / सीमा (f) / अनुमति (f),chūṭa (f) / sīmā (f) / anumati (f)
"ally (nation, political partner)",noun,a2,,सहयोगी (m) / मित्र (m) / साथी (m) / इत्तिहादी (m),sahayōgī (m) / mitr (m) / sāthī (m) / ittihādī (m)
ally (supporter of marginalized group),noun,a2,,समर्थक (m) / सहयोगी (m) / हमदर्द (m),samarthak (m) / sahayōgī (m) / hamadard (m)
aluminium,noun,a2,,एल्यूमीनियम (m) / ऐल्युमिनियम (m),ēlyūmīniyam (m) / ailyuminiyam (m)
amateur (incompetent person),noun,a2,,नौसिखिया (m) / अनाड़ी (m) / अपटु (m),nausikhiyā (m) / anāṛī (m) / apaṭu (m)
amateur (non-professional),adjective,a2,,शौक़िया / ग़ैर-पेशेवर / अव्यावसायिक,śauqiyā / ġair-pēśēvar / avyāvasāyik
amateur (unskilled),adjective,a2,,अनाड़ी / अदक्ष / अप्रवीण,anāṛī / adakṣa / apravīṇa
"ambassador (brand, goodwill)",noun,a2,,ब्रांड एंबेसडर (f) / सद्भावना दूत (m) / प्रतिनिधि (m),brāṁḍa ēṁbēsaḍar (f) / sadbhāvanā dūt (m) / pratinidhi (m)
ambassador (diplomatic),noun,a2,,राजदूत (m) / एंबेसडर (m),rājadūt (m) / ēṁbēsaḍar (m)
ambassador (representative),noun,a2,,प्रतिनिधि (m) / नुमाइंदा (m) / दूत (m),pratinidhi (m) / numāiṁdā (m) / dūt (m)
amendment,noun,a2,,संशोधन (m) / सुधार (m),saṁśōdhan (m) / sudhār (m)
amid (during a condition or event),preposition,a2,,के बीच / के दौरान / के मध्य,kē bīc / kē daurān / kē madhy
analogy,noun,a2,,सादृश्य (m) / उपमा (f) / समानता (f),sādr̥śy (m) / upamā (f) / samānatā (f)
"anchor (broadcast, news presenter)",noun,a2,,एंकर (m/f) / समाचार प्रस्तुतकर्ता (m/f) / उद्घोषक (m),ēṁkar (m/f) / samācār prastutakartā (m/f) / udghōṣak (m)
angel (investor),noun,a2,,एंजेल निवेशक (m) / देवदूत निवेशक (m),ēṁjēl nivēśak (m) / dēvadūt nivēśak (m)
angel (kind person),noun,a2,,देवदूत (m) / फ़रिश्ता (m) / नेक इंसान (m),dēvadūt (m) / fariśtā (m) / nēk iṁsān (m)
anonymous,adjective,a2,,गुमनाम / बेनाम / अज्ञात,gumanām / bēnām / ajñāt
apparatus (equipment),noun,a2,,उपकरण (m) / यंत्र (m) / साज-सामान (m),upakaraṇa (m) / yaṁtr (m) / sāj-sāmān (m)
apparatus (system),noun,a2,,तंत्र (m) / प्रणाली (f) / व्यवस्था (f),taṁtr (m) / praṇālī (f) / vyavasthā (f)
appealing,adjective,a2,,आकर्षक / लुभावना / मनमोहक,ākarṣak / lubhāvanā / manamōhak
appetite (for food),noun,a2,,भूख (f) / रुचि (f) / क्षुधा (f),bhūkh (f) / ruci (f) / kṣudhā (f)
"appetite (strong desire, zest)",noun,a2,,इच्छा (f) / लालसा (f) / उमंग (f),icchā (f) / lālasā (f) / umaṁg (f)
applicable,adjective,a2,,लागू / प्रयोज्य / प्रासंगिक,lāgū / prayōjy / prāsaṁgik
appreciation (increase in financial value),noun,a2,,मूल्य वृद्धि (f) / बढ़ोतरी (f) / क़ीमत में इज़ाफ़ा (m),mūly vr̥ddhi (f) / baṛhōtarī (f) / qīmat mēṁ izāfā (m)
appreciation (understanding of value),noun,a2,,सराहना (f) / क़द्रदानी (f) / मूल्यांकन (m),sarāhanā (f) / qadradānī (f) / mūlyāṁkan (m)
arbitrary (of power or rule),adjective,a2,,मनमाना / स्वेच्छाचारी / निरंकुश,manamānā / svēcchācārī / niraṁkuśa
architectural,adjective,a2,,वास्तुशिल्प संबंधी / स्थापत्य संबंधी / वास्तुकला संबंधी,vāstuśilp saṁbaṁdhī / sthāpaty saṁbaṁdhī / vāstukalā saṁbaṁdhī
archive (digital file),noun,a2,,आर्काइव (m) / संग्रह (m) / अभिलेखागार (m),ārkāiv (m) / saṁgrah (m) / abhilēkhāgār (m)
arena (physical venue),noun,a2,,अखाड़ा (m) / मैदान (m) / रंगभूमि (f),akhāṛā (m) / maidān (m) / raṁgabhūmi (f)
arena (sphere of activity),noun,a2,,क्षेत्र (m) / दायरा (m) / कार्यक्षेत्र (m),kṣētr (m) / dāyarā (m) / kāryakṣētr (m)
arguably,adverb,a2,,शायद / संभवतः / तर्कसंगत रूप से,śāyad / saṁbhavataḥ / tarkasaṁgat rūp sē
array (collection),noun,a2,,संग्रह (m) / ढेर (m) / श्रृंखला (f),saṁgrah (m) / ḍhēr (m) / śrr̥ṁkhalā (f)
array (data structure),noun,a2,,ऐरे (m) / सारणी (f) / क्रमबद्ध सूची (f),airē (m) / sāraṇī (f) / kramabaddh sūcī (f)
as a courtesy,noun,a2,,शिष्टाचार के तौर पर / लिहाज़ के तौर पर / सौजन्यवश,śiṣṭācār kē taur par / lihāz kē taur par / saujanyavaśa
"ash (sacred, ritual powder)",noun,a2,,भस्म (f) / राख (f) / विभूति (f),bhasm (f) / rākh (f) / vibhūti (f)
"aspiration (medical, breathing)",noun,a2,,एस्पिरेशन (m) / अंतःश्वसन (m) / श्वास लेना (m),ēspirēśan (m) / aṁtaḥśvasan (m) / śvās lēnā (m)
assassination,noun,a2,,हत्या (f) / क़त्ल (m) / राजनीतिक हत्या (f),hatyā (f) / qatl (m) / rājanītik hatyā (f)
assault (military offensive),noun,a2,,हमला (m) / चढ़ाई (f) / आक्रमण (m),hamalā (m) / caṛhāī (f) / ākramaṇa (m)
assembly (act of joining parts),noun,a2,,जोड़ (m) / संयोजन (m) / संकलन (m),jōṛa (m) / saṁyōjan (m) / saṁkalan (m)
assembly (legislative body),noun,a2,,असेंबली (f) / विधानसभा (f) / सभा (f),asēṁbalī (f) / vidhānasabhā (f) / sabhā (f)
assertion (of rights or authority),noun,a2,,दावा (m) / दृढ़ता (f) / प्रतिपादन (m),dāvā (m) / dr̥ṛhatā (f) / pratipādan (m)
assertion (statement or claim),noun,a2,,दावा (m) / बयान (m) / कथन (m),dāvā (m) / bayān (m) / kathan (m)
"assurance (guarantee, promise)",noun,a2,,भरोसा (m) / गारंटी (f) / आश्वासन (m),bharōsā (m) / gāraṁṭī (f) / āśvāsan (m)
assurance (self-confidence),noun,a2,,आत्मविश्वास (m) / भरोसा (m) / यक़ीन (m),ātmaviśvās (m) / bharōsā (m) / yaqīn (m)
"asylum (institution, hospital)",noun,a2,,पागलख़ाना (m) / अस्पताल (m) / शरणालय (m),pāgalak͟hānā (m) / aspatāl (m) / śaraṇālay (m)
asylum (political refuge),noun,a2,,पनाह (f) / शरण (f) / आश्रय (m),panāh (f) / śaraṇa (f) / āśray (m)
at your disposal (idiomatic usage),noun,a2,,उपलब्धता (f) / सेवा (f) / हाज़िरी (f),upalabdhatā (f) / sēvā (f) / hāzirī (f)
atrocity,noun,a2,,ज़ुल्म (m) / अत्याचार (m) / क्रूरता (f) / नृशंसता (f),zulm (m) / atyācār (m) / krūratā (f) / nr̥śaṁsatā (f)
"attendance (record, register)",noun,a2,,हाज़िरी (f) / उपस्थिति (f) / हाज़िरी रजिस्टर (m),hāzirī (f) / upasthiti (f) / hāzirī rajisṭar (m)
"attorney (legal agent, power of attorney)",noun,a2,,वकील (m) / मुख़्तार (m) / प्रतिनिधि (m),vakīl (m) / muk͟htār (m) / pratinidhi (m)
attribute (quality),noun,a2,,ख़ासियत (f) / गुण (m) / विशेषता (f) / लक्षण (m),k͟hāsiyat (f) / guṇa (m) / viśēṣatā (f) / lakṣaṇa (m)
"attribute (symbol, iconography)",noun,a2,,प्रतीक (m) / चिह्न (m) / लक्षण (m),pratīk (m) / cihn (m) / lakṣaṇa (m)
audit,noun,a2,,ऑडिट (m) / लेखा-परीक्षा (f) / जाँच (f),ôḍiṭa (m) / lēkhā-parīkṣā (f) / jām̐c (f)
authentic (genuine object),adjective,a2,,असली / प्रामाणिक / वास्तविक / सच्चा,asalī / prāmāṇik / vāstavik / saccā
"authentic (sincere, true nature)",adjective,a2,,सच्चा / वास्तविक / खरा / ईमानदार,saccā / vāstavik / kharā / īmānadār
"auto (autorickshaw, complete name)",noun,a2,,ऑटो (m) / ऑटो-रिक्शा (m),ôṭō (m) / ôṭō-rikśā (m)
autobiography,noun,a2,,आत्मकथा (f) / आत्मचरित (m),ātmakathā (f) / ātmacarit (m)
autonomy (personal freedom),noun,a2,,आज़ादी (f) / स्वतंत्रता (f) / स्वायत्तता (f),āzādī (f) / svataṁtratā (f) / svāyattatā (f)
"autonomy (political, institutional)",noun,a2,,स्वायत्तता (f) / स्वशासन (m) / स्वराज (m),svāyattatā (f) / svaśāsan (m) / svarāj (m)
"availability (of resources, stock)",noun,a2,,उपलब्धता (f) / मौजूदगी (f) / प्राप्यता (f),upalabdhatā (f) / maujūdagī (f) / prāpyatā (f)
"availability (of time, person)",noun,a2,,उपलब्धता (f) / मौजूदगी (f),upalabdhatā (f) / maujūdagī (f)
back and forth,adverb,a2,,इधर-उधर / आगे-पीछे / आना-जाना,idhar-udhar / āgē-pīchē / ānā-jānā
backdrop (context),noun,a2,,पृष्ठभूमि (f) / संदर्भ (m) / माहौल (m),pr̥ṣṭhabhūmi (f) / saṁdarbh (m) / māhaul (m)
backdrop (scenery),noun,a2,,पृष्ठभूमि (f) / पर्दा (m) / दृश्य (m),pr̥ṣṭhabhūmi (f) / pardā (m) / dr̥śy (m)
backing (lining),noun,a2,,अस्तर (m) / पिछला हिस्सा (m),astar (m) / pichalā hissā (m)
backing (support),noun,a2,,समर्थन (m) / सहारा (m) / पुष्टि (f) / हिमायत (f),samarthan (m) / sahārā (m) / puṣṭi (f) / himāyat (f)
backup (data copy),noun,a2,,बैकअप (m) / प्रतिलिपि (f) / सुरक्षित प्रति (f),baikaap (m) / pratilipi (f) / surakṣit prati (f)
"backup (support, reinforcement)",noun,a2,,सहारा (m) / मदद (f) / सहायता (f) / समर्थन (m),sahārā (m) / madad (f) / sahāyatā (f) / samarthan (m)
bail,noun,a2,,ज़मानत (f),zamānat (f)
"ballot (the process, vote)",noun,a2,,मतदान (m) / वोट (m) / चुनाव (m),matadān (m) / vōṭa (m) / cunāv (m)
ballot (voting paper),noun,a2,,मतपत्र (m) / वोट-पत्र (m),matapatr (m) / vōṭa-patr (m)
banner (flag or standard),noun,a2,,झंडा (m) / पताका (f) / ध्वज (m),jhaṁḍā (m) / patākā (f) / dhvaj (m)
banner (web advertisement),noun,a2,,बैनर (m) / विज्ञापन-पट्टी (f),bainar (m) / vijñāpan-paṭṭī (f)
bare (minimal amount),adjective,a2,,न्यूनतम / कम-से-कम / सिर्फ़,nyūnatam / kam-sē-kam / sirf
barrel (container),noun,a2,,पीपा (m) / बैरल (m) / ड्रम (m),pīpā (m) / bairal (m) / ḍram (m)
barrel (of a gun),noun,a2,,नली (f) / नाल (f),nalī (f) / nāl (f)
bass (fish),noun,a2,,बास मछली (f),bās machalī (f)
bass (instrument),noun,a2,,बास (m) / बेस (m) / निचले सुर का वाद्य (m),bās (m) / bēs (m) / nicalē sur kā vādy (m)
bass (sound frequency),noun,a2,,बास (f) / बेस (f) / भारी ध्वनि (f) / निम्न आवृत्ति (f),bās (f) / bēs (f) / bhārī dhvani (f) / nimn āvr̥tti (f)
battlefield (metaphorical),noun,a2,,रणभूमि (f) / युद्धक्षेत्र (m) / संघर्ष-क्षेत्र (m) / अखाड़ा (m),raṇabhūmi (f) / yuddhakṣētr (m) / saṁgharṣa-kṣētr (m) / akhāṛā (m)
bay (designated area),noun,a2,,जगह (f) / स्थान (m) / खंड (m) / डिब्बा (m),jagah (f) / sthān (m) / khaṁḍa (m) / ḍibbā (m)
bay (geographical feature),noun,a2,,खाड़ी (f),khāṛī (f)
beam (ray of light),noun,a2,,किरण (f) / प्रकाश-पुंज (m) / रश्मि (f),kiraṇa (f) / prakāśa-puṁj (m) / raśmi (f)
beam (structural support),noun,a2,,शहतीर (m) / धरन (f) / बीम (f),śahatīr (m) / dharan (f) / bīm (f)
beast (cruel person),noun,a2,,हैवान (m) / दरिंदा (m) / क्रूर व्यक्ति (m) / राक्षस (m),haivān (m) / dariṁdā (m) / krūr vyakti (m) / rākṣas (m)
beast (wild animal),noun,a2,,जानवर (m) / पशु (m) / जंगली जानवर (m) / वन्य पशु (m),jānavar (m) / paśu (m) / jaṁgalī jānavar (m) / vany paśu (m)
behalf,noun,a2,,हित (m) / पक्ष (m) / समर्थन (m) / प्रतिनिधित्व (m),hit (m) / pakṣa (m) / samarthan (m) / pratinidhitv (m)
beloved (person),noun,a2,,महबूब (m/f) / प्रिय (m/f) / प्यारा (m/f),mahabūb (m/f) / priy (m/f) / pyārā (m/f)
"bench (judiciary, court)",noun,a2,,बेंच (f) / पीठ (f) / न्यायपीठ (f),bēṁc (f) / pīṭh (f) / nyāyapīṭh (f)
bench (sports reserves),noun,a2,,बेंच (f) / आरक्षित खिलाड़ी (m),bēṁc (f) / ārakṣit khilāṛī (m)
benchmark,noun,a2,,मानदंड (m) / मानक (m) / कसौटी (f),mānadaṁḍa (m) / mānak (m) / kasauṭī (f)
"beneath (unworthy of, lower status)",adjective,a2,,अयोग्य / कमतर / नीचा,ayōgy / kamatar / nīcā
beneficiary,noun,a2,,लाभार्थी (m/f) / हितग्राही (m/f),lābhārthī (m/f) / hitagrāhī (m/f)
bishop (chess piece),noun,a2,,ऊँट (m) / फ़ील (m),ūm̐ṭa (m) / fīl (m)
bishop (religious official),noun,a2,,बिशप (m) / धर्माध्यक्ष (m),biśap (m) / dharmādhyakṣa (m)
bizarre,adjective,a2,,अजीब / विचित्र / अनोखा,ajīb / vicitr / anōkhā
blade (cutting edge of a knife or razor),noun,a2,,धार (f) / पत्ती (f) / फल (m),dhār (f) / pattī (f) / phal (m)
blade (flat part of a leaf),noun,a2,,पत्ती (f) / पर्णफलक (m),pattī (f) / parṇaphalak (m)
blade (vane of a fan or propeller),noun,a2,,पंखुड़ी (f) / ब्लेड (m) / फलक (m),paṁkhuṛī (f) / blēḍa (m) / phalak (m)
blast (enjoyable time),noun,a2,,मज़ा (m) / आनंद (m),mazā (m) / ānaṁd (m)
blast (explosion),noun,a2,,धमाका (m) / विस्फोट (m),dhamākā (m) / visphōṭa (m)
blend,noun,a2,,मेल (m) / मिश्रण (m),mēl (m) / miśraṇa (m)
"blessing (boon, great advantage)",noun,a2,,वरदान (m) / आशीर्वाद (m) / कृपा (f),varadān (m) / āśīrvād (m) / kr̥pā (f)
bonus,noun,a2,,बोनस (m) / अधिलाभ (m),bōnas (m) / adhilābh (m)
boom (economic growth),noun,a2,,तेज़ी (f) / उछाल (m) / समृद्धि (f),tēzī (f) / uchāl (m) / samr̥ddhi (f)
boom (sound),noun,a2,,गड़गड़ाहट (f) / गर्जना (f) / धमाका (m),gaṛagaṛāhaṭa (f) / garjanā (f) / dhamākā (m)
"boundary (limit, scope)",noun,a2,,हद (f) / सीमा (f) / दायरा (m),had (f) / sīmā (f) / dāyarā (m)
bow (of a ship),noun,a2,,जहाज़ का अगला हिस्सा (m) / अग्रभाग (m) / पोताग्र (m),jahāz kā agalā hissā (m) / agrabhāg (m) / pōtāgr (m)
breach (physical gap),noun,a2,,दरार (f) / छेद (m) / भंग (m) / विदर (m),darār (f) / chēd (m) / bhaṁg (m) / vidar (m)
breach (violation),noun,a2,,उल्लंघन (m) / भंग (m) / अवहेलना (f) / अतिक्रमण (m),ullaṁghan (m) / bhaṁg (m) / avahēlanā (f) / atikramaṇa (m)
breakdown (detailed analysis),noun,a2,,विस्तृत विश्लेषण (m) / वर्गीकरण (m) / ब्यौरा (m),vistr̥t viślēṣaṇa (m) / vargīkaraṇa (m) / byaurā (m)
breakdown (emotional collapse),noun,a2,,मानसिक आघात (m) / भावनात्मक पतन (m) / सदमा (m),mānasik āghāt (m) / bhāvanātmak patan (m) / sadamā (m)
breakdown (mechanical failure),noun,a2,,ख़राबी (f) / यंत्र-दोष (m) / यांत्रिक विफलता (f),k͟harābī (f) / yaṁtr-dōṣa (m) / yāṁtrik viphalatā (f)
"breakthrough (discovery, major advance)",noun,a2,,बड़ी सफलता (f) / खोज (f) / प्रगति (f) / उपलब्धि (f),baṛī saphalatā (f) / khōj (f) / pragati (f) / upalabdhi (f)
"breakthrough (military, strategic success)",noun,a2,,सेंध (f) / मोर्चाबंदी तोड़ना (m) / निर्णायक सफलता (f),sēṁdh (f) / mōrcābaṁdī tōṛanā (m) / nirṇāyak saphalatā (f)
broadband,noun,a2,,ब्रॉडबैंड (m) / विस्तृत बैंड (m),brôḍabaiṁḍa (m) / vistr̥t baiṁḍa (m)
browser,noun,a2,,ब्राउज़र (m) / संदर्शक (m),brāuzar (m) / saṁdarśak (m)
brutal (cruel and violent),adjective,a2,,क्रूर / निर्मम / बर्बर,krūr / nirmam / barbar
brutal (harsh or severe),adjective,a2,,कठोर / सख़्त / भीषण,kaṭhōr / sak͟ht / bhīṣaṇa
buck (dollar),noun,a2,,डॉलर (m) / अमरीकी डॉलर (m),ḍôlar (m) / amarīkī ḍôlar (m)
buck (male animal),noun,a2,,नर हिरण (m) / बकरा (m) / नर पशु (m),nar hiraṇa (m) / bakarā (m) / nar paśu (m)
"buddy (close friend, associate)",noun,a2,,दोस्त (m) / यार (m) / साथी (m) / मित्र (m),dōst (m) / yār (m) / sāthī (m) / mitr (m)
buffer (computer memory),noun,a2,,बफ़र (m) / संचयिका (f) / स्मृति बफ़र (m),bafar (m) / saṁcayikā (f) / smr̥ti bafar (m)
buffer (protective barrier),noun,a2,,अवरोधक (m) / बचाव (m) / सुरक्षा कवच (m),avarōdhak (m) / bacāv (m) / surakṣā kavac (m)
"buffer (reserve, cushion)",noun,a2,,आरक्षित निधि (f) / सहारा (m) / गद्दी (f),ārakṣit nidhi (f) / sahārā (m) / gaddī (f)
bulk (majority or main part),noun,a2,,अधिकांश (m) / ज़्यादातर हिस्सा (m) / मुख्य भाग (m),adhikāṁśa (m) / zyādātar hissā (m) / mukhy bhāg (m)
bulk (size or mass),noun,a2,,आकार (m) / मात्रा (f) / आयतन (m),ākār (m) / mātrā (f) / āyatan (m)
burden,noun,a2,,बोझ (m) / भार (m),bōjh (m) / bhār (m)
bureaucracy (administration),noun,a2,,नौकरशाही (f) / प्रशासन तंत्र (m),naukaraśāhī (f) / praśāsan taṁtr (m)
"bureaucracy (excessive red tape, slowness)",noun,a2,,लालफ़ीताशाही (f) / काग़ज़ी कार्यवाही (f) / अफ़सरशाही (f),lālafītāśāhī (f) / kāġazī kāryavāhī (f) / afasaraśāhī (f)
bureaucracy (red tape),noun,a2,,लालफ़ीताशाही (f) / काग़ज़ी कार्यवाही (f),lālafītāśāhī (f) / kāġazī kāryavāhī (f)
bureaucracy (system of administration),noun,a2,,नौकरशाही (f) / प्रशासन तंत्र (m),naukaraśāhī (f) / praśāsan taṁtr (m)
burial (funeral ceremony),noun,a2,,दफ़न (m) / अंतिम संस्कार (m) / अंत्येष्टि (f),dafan (m) / aṁtim saṁskār (m) / aṁtyēṣṭi (f)
burial (physical interment),noun,a2,,दफ़न (m) / समाधि (f),dafan (m) / samādhi (f)
"business scheme, plan",noun,a2,,व्यापार योजना (f) / व्यावसायिक योजना (f) / स्कीम (f),vyāpār yōjanā (f) / vyāvasāyik yōjanā (f) / skīm (f)
cabinet (political body),noun,a2,,मंत्रिमंडल (m) / कैबिनेट (f),maṁtrimaṁḍal (m) / kaibinēṭa (f)
cabinet (storage unit),noun,a2,,अलमारी (f) / कैबिनेट (f) / संदूक़ (m),alamārī (f) / kaibinēṭa (f) / saṁdūq (m)
calculation (strategic planning),noun,a2,,योजना (f) / रणनीति (f) / आकलन (m),yōjanā (f) / raṇanīti (f) / ākalan (m)
"canvas (for painting, art)",noun,a2,,कैनवस (m) / चित्रपट (m),kainavas (m) / citrapaṭa (m)
"canvas (metaphorical framework, scope)",noun,a2,,दायरा (m) / क्षेत्र (m) / परिधि (f),dāyarā (m) / kṣētr (m) / paridhi (f)
capability (strategic resource or function),noun,a2,,क्षमता (f) / सामर्थ्य (m) / योग्यता (f),kṣamatā (f) / sāmarthy (m) / yōgyatā (f)
capitalism,noun,a2,,पूँजीवाद (m),pūm̐jīvād (m)
capitalist,adjective,a2,,पूँजीवादी,pūm̐jīvādī
cargo,noun,a2,,माल (m) / सामान (m) / खेप (f),māl (m) / sāmān (m) / khēp (f)
carriage (bearing or posture),noun,a2,,चाल (f) / ढंग (m) / मुद्रा (f),cāl (f) / ḍhaṁg (m) / mudrā (f)
carriage (train coach),noun,a2,,डिब्बा (m) / बोगी (f),ḍibbā (m) / bōgī (f)
casino,noun,a2,,कसीनो (m) / जुआघर (m),kasīnō (m) / juāghar (m)
casualty (loss or damage),noun,a2,,नुक़सान (m) / क्षति (f) / हानि (f),nuqasān (m) / kṣati (f) / hāni (f)
casualty (person injured or killed),noun,a2,,हताहत (m) / पीड़ित (m) / शिकार (m),hatāhat (m) / pīṛit (m) / śikār (m)
cattle,noun,a2,,मवेशी (m) / पशु (m) / ढोर (m),mavēśī (m) / paśu (m) / ḍhōr (m)
caution (warning),noun,a2,,चेतावनी (f) / सावधानी (f) / एहतियात (f),cētāvanī (f) / sāvadhānī (f) / ēhatiyāt (f)
cautious (prudent or discerning),adjective,a2,,सावधान / सतर्क / चौकस / विवेकपूर्ण,sāvadhān / satark / caukas / vivēkapūrṇa
cautious (wary or suspicious),adjective,a2,,चौकन्ना / संदेही / शंकालु,caukannā / saṁdēhī / śaṁkālu
cemetery (cremation ground),noun,a2,,श्मशान (m) / दाह-संस्कार स्थल (m),śmaśān (m) / dāh-saṁskār sthal (m)
cemetery (graveyard),noun,a2,,क़ब्रिस्तान (m) / समाधि स्थल (m),qabristān (m) / samādhi sthal (m)
chamber (formal room),noun,a2,,कमरा (m) / कक्ष (m) / दालान (m),kamarā (m) / kakṣa (m) / dālān (m)
chamber (internal cavity),noun,a2,,कक्ष (m) / कोष्ठ (m) / गुहा (f),kakṣa (m) / kōṣṭh (m) / guhā (f)
chamber (legislative assembly),noun,a2,,सभा (f) / सदन (m) / कक्ष (m),sabhā (f) / sadan (m) / kakṣa (m)
chaos (anarchy),noun,a2,,अफ़रा-तफ़री (f) / अराजकता (f) / अव्यवस्था (f),afarā-tafarī (f) / arājakatā (f) / avyavasthā (f)
"charm (appeal, attractiveness)",noun,a2,,आकर्षण (m) / दिलकशी (f) / मोह (m),ākarṣaṇa (m) / dilakaśī (f) / mōh (m)
charm (good luck amulet),noun,a2,,तावीज़ (m) / कवच (m) / टोटका (m),tāvīz (m) / kavac (m) / ṭōṭakā (m)
"charter (document, constitution)",noun,a2,,घोषणा-पत्र (m) / अधिकार-पत्र (m) / संविधान (m),ghōṣaṇā-patr (m) / adhikār-patr (m) / saṁvidhān (m)
"charter (lease, hiring agreement)",noun,a2,,पट्टा (m) / किराया-नामा (m) / ठेका (m),paṭṭā (m) / kirāyā-nāmā (m) / ṭhēkā (m)
"chronic (habitual, inveterate)",adjective,a2,,पुराना / आदी / चिरकालिक,purānā / ādī / cirakālik
chronic (illness or condition),adjective,a2,,पुराना / दीर्घकालिक / असाध्य,purānā / dīrghakālik / asādhy
"chunk (large amount, portion)",noun,a2,,बड़ा हिस्सा (m) / टुकड़ा (m) / ढेर (m),baṛā hissā (m) / ṭukaṛā (m) / ḍhēr (m)
chunk (piece of material),noun,a2,,टुकड़ा (m) / खंड (m) / ढेला (m),ṭukaṛā (m) / khaṁḍa (m) / ḍhēlā (m)
circulation (blood/fluid movement),noun,a2,,रक्त संचार (m) / परिसंचरण (m),rakt saṁcār (m) / parisaṁcaraṇa (m)
"circulation (movement, flow)",noun,a2,,बहाव (m) / संचार (m) / परिसंचरण (m),bahāv (m) / saṁcār (m) / parisaṁcaraṇa (m)
circulation (publication count),noun,a2,,प्रसार संख्या (f) / वितरण (m),prasār saṁkhyā (f) / vitaraṇa (m)
citizenship,noun,a2,,नागरिकता (f),nāgarikatā (f)
civic (relating to citizen duty),adjective,a2,,नागरिक,nāgarik
civic (relating to city administration),adjective,a2,,नगर / नागरिक,nagar / nāgarik
civilian,noun,a2,,नागरिक (m) / असैनिक (m),nāgarik (m) / asainik (m)
civilian (person),adjective,a2,,नागरिक / असैनिक,nāgarik / asainik
clarity,noun,a2,,सफ़ाई (f) / स्पष्टता (f) / पारदर्शिता (f),safāī (f) / spaṣṭatā (f) / pāradarśitā (f)
clash (of colors or styles),noun,a2,,बेमेल (m) / टकराव (m) / असंगति (f),bēmēl (m) / ṭakarāv (m) / asaṁgati (f)
clash (scheduling conflict),noun,a2,,टकराव (m) / समय का टकराव (m) / कार्यक्रम का टकराव (m),ṭakarāv (m) / samay kā ṭakarāv (m) / kāryakram kā ṭakarāv (m)
clash (violent confrontation),noun,a2,,झड़प (f) / टकराव (m) / संघर्ष (m) / मुठभेड़ (f),jhaṛap (f) / ṭakarāv (m) / saṁgharṣa (m) / muṭhabhēṛa (f)
classification,noun,a2,,वर्गीकरण (m) / श्रेणीकरण (m) / वर्ग-विभाजन (m),vargīkaraṇa (m) / śrēṇīkaraṇa (m) / varg-vibhājan (m)
clinical (detached),adjective,a2,,तटस्थ / निष्पक्ष / वस्तुनिष्ठ,taṭasth / niṣpakṣa / vastuniṣṭh
clinical (medical),adjective,a2,,नैदानिक / क्लिनिकल,naidānik / klinikal
closure (emotional resolution),noun,a2,,समाधान (m) / भावनात्मक समापन (m) / संतुष्टि (f),samādhān (m) / bhāvanātmak samāpan (m) / saṁtuṣṭi (f)
closure (physical closing),noun,a2,,बंद होना (m) / समापन (m) / बंदी (f),baṁd hōnā (m) / samāpan (m) / baṁdī (f)
"cluster (abstract, technical)",noun,a2,,समूह (m) / गुच्छा (m) / पुंज (m),samūh (m) / gucchā (m) / puṁj (m)
coalition,noun,a2,,गठबंधन (m) / मोर्चा (m) / संघ (m),gaṭhabaṁdhan (m) / mōrcā (m) / saṁgh (m)
coastal,adjective,a2,,तटीय / समुद्री तट का,taṭīy / samudrī taṭa kā
cocktail (mixed drink),noun,a2,,कॉकटेल (m) / मिश्रित पेय (m),kôkaṭēl (m) / miśrit pēy (m)
"cocktail (party, event)",noun,a2,,कॉकटेल पार्टी (f) / मिलन समारोह (m),kôkaṭēl pārṭī (f) / milan samārōh (m)
cognitive,adjective,a2,,संज्ञानात्मक / बोधात्मक,saṁjñānātmak / bōdhātmak
"collaboration (teamwork, partnership)",noun,a2,,सहयोग (m) / साझेदारी (f) / सहभागिता (f),sahayōg (m) / sājhēdārī (f) / sahabhāgitā (f)
