english_word,word_class,level,verb_transitivity,translation,transliteration
to resemble,verb,a1,transitive,جَیسَا دِکھَنَا / مُشَابیہَ ہونَا / مِلَنَا-جُلَنَا,jaisā dikhanā / muśābēh hōnā / milanā-julanā
to reside (be located or vested in),verb,a1,intransitive,نِہِتَ ہونَا / سْتھِتَ ہونَا / مُزْمَرَ ہونَا,nihit hōnā / sthit hōnā / muzmar hōnā
to reside (live in a place),verb,a1,intransitive,رَہَنَا / قَیَامَ کَرَنَا / بَسَنَا / سُکُونَتَ اِخْتِیَارَ کَرَنَا,rahanā / qayām karanā / basanā / sukūnat ik͟htiyār karanā
to resume,verb,a1,transitive,پھِرَ سے شُرُو کَرَنَا / دوبَارَا شُرُو کَرَنَا / بَہَالَ کَرَنَا / جَارِی رَکھَنَا,phir sē śurū karanā / dōbārā śurū karanā / bahāl karanā / jārī rakhanā
to retreat (military or tactical),verb,a1,intransitive,پِیچھے ہَٹَنَا / پَسَپَا ہونَا / وَاپَسِی کَرَنَا,pīchē haṭanā / pasapā hōnā / vāpasī karanā
to retreat (to a private place),verb,a1,intransitive,ایکَان٘تَ میں جَانَا / تَنَہَائِی اِخْتِیَارَ کَرَنَا / گوشَا-نَشِینَ ہونَا,ēkāṁt mēṁ jānā / tanahāī ik͟htiyār karanā / gōśā-naśīn hōnā
to retrieve (recall memory),verb,a1,transitive,یَادَ کَرَنَا / یَادَ دِلَانَا / اِسْتَرْدَادَ کَرَنَا,yād karanā / yād dilānā / istardād karanā
to reverse (a decision or policy),verb,a1,transitive,پَلَٹَنَا / بَدَلَنَا / مَن٘سُوخَ کَرَنَا / اُلَٹَ دینَا,palaṭanā / badalanā / maṁsūk͟h karanā / ulaṭa dēnā
to reverse (a decision),verb,a1,transitive,پَلَٹَنَا / بَدَلَنَا / مَن٘سُوخَ کَرَنَا / اُلَٹَ دینَا,palaṭanā / badalanā / maṁsūk͟h karanā / ulaṭa dēnā
to reverse (a ruling or decision),verb,a1,transitive,پَلَٹَنَا / رَدَّ کَرَنَا / مَن٘سُوخَ کَرَنَا / اُلَٹَ دینَا,palaṭanā / radd karanā / maṁsūk͟h karanā / ulaṭa dēnā
to reverse (a vehicle),verb,a1,transitive,پِیچھے کَرَنَا / بَیکَ کَرَنَا / اُلَٹَانَا,pīchē karanā / baik karanā / ulaṭānā
to reverse (direction or physical process),verb,a1,transitive,اُلَٹَنَا / پَلَٹَنَا / بَرَءاَکْسَ کَرَنَا,ulaṭanā / palaṭanā / baraaks karanā
"to revive (a person, medically)",verb,a1,transitive,ہوشَ میں لَانَا / جَانَ ڈَالَنَا / زِن٘دَا کَرَنَا,hōśa mēṁ lānā / jān ḍālanā / ziṁdā karanā
to revive (intransitive),verb,a1,intransitive,جَانَ آ جَانَا / پھِرَ سے زِن٘دَا ہونَا / دوبَارَا جِی اُٹھَنَا / بَہَالَ ہونَا,jān ā jānā / phir sē ziṁdā hōnā / dōbārā jī uṭhanā / bahāl hōnā
to rip (copy digital media),verb,a1,transitive,رِپَ کَرَنَا / کَاپِی کَرَنَا / نَقَلَ اُتَارَنَا,rip karanā / kôpī karanā / naqal utāranā
"to rip (media, data copying)",verb,a1,transitive,رِپَ کَرَنَا / کَاپِی کَرَنَا / نَقَلَ اُتَارَنَا,rip karanā / kôpī karanā / naqal utāranā
to rip (to criticize harshly),verb,a1,transitive,دھَجِّیَاں اُڑَانَا / سَخْتَ تَنَقِیدَ کَرَنَا / لَتَاڑَنَا,dhajjiyām̐ uṛānā / sak͟ht tanaqīd karanā / latāṛanā
to rival,verb,a1,transitive,مُقَابَلَا کَرَنَا / رَقَابَتَ کَرَنَا / ہَمَسَرِی کَرَنَا,muqābalā karanā / raqābat karanā / hamasarī karanā
to rival (to match or be equal to),verb,a1,intransitive,بَرَابَرِی کَرَنَا / ٹَکَّرَ لینَا / ہَمَسَرَ ہونَا,barābarī karanā / ṭakkar lēnā / hamasar hōnā
to rock (shake violently),verb,a1,transitive,ہِلَانَا / جھَکَجھورَنَا / لَرَزَانَا,hilānā / jhakajhōranā / larazānā
"to rock (to be excellent, impressive)",verb,a1,intransitive,کَمَالَ کَرَنَا / دھُومَ مَچَانَا / چھَا جَانَا,kamāl karanā / dhūm macānā / chā jānā
to rotate (alternate use),verb,a1,transitive,بَارِی-بَارِی سے اِسْتیمَالَ کَرَنَا / پھیرَبَدَلَ کَرَنَا / گَرْدِشَ دینَا,bārī-bārī sē istēmāl karanā / phērabadal karanā / gardiśa dēnā
to rotate (self-turn),verb,a1,intransitive,گھُومَنَا / چَکَّرَ لَگَانَا / گَرْدِشَ کَرَنَا,ghūmanā / cakkar lagānā / gardiśa karanā
to rotate (turn something),verb,a1,transitive,گھُمَانَا / پھیرَنَا / گَرْدِشَ دینَا,ghumānā / phēranā / gardiśa dēnā
to sack (a city),verb,a1,transitive,لُوٹَنَا / تَبَاہَ کَرَنَا / بَرْبَادَ کَرَنَا / پَامَالَ کَرَنَا,lūṭanā / tabāh karanā / barbād karanā / pāmāl karanā
"to sack (a city, pillage)",verb,a1,transitive,لُوٹَنَا / پَامَالَ کَرَنَا / تَبَاہَ کَرَنَا,lūṭanā / pāmāl karanā / tabāh karanā
to sack (from employment),verb,a1,transitive,نَوکَرِی سے نِکَالَنَا / بَرْکھَاسْتَ کَرَنَا / مُلَازَمَتَ سے فَارِغَ کَرَنَا,naukarī sē nikālanā / barkhāst karanā / mulāzamat sē fāriġa karanā
to sacrifice (to give up something),verb,a1,transitive,قُرْبَانَ کَرَنَا / تْیَاگَ کَرَنَا / نِچھَاوَرَ کَرَنَا,qurbān karanā / tyāg karanā / nichāvar karanā
to sacrifice (to offer ritually),verb,a1,transitive,قُرْبَانِی دینَا / بَلِ دینَا / نَزْرَ کَرَنَا,qurbānī dēnā / bali dēnā / nazr karanā
"to scrape off (paint, finish)",verb,a1,transitive,کھُرَچَنَا / چھِیلَنَا / رَگَڑَ کَرَ ہَٹَانَا,khuracanā / chīlanā / ragaṛa kar haṭānā
"to screw (cheat, exploit)",verb,a1,transitive,ٹھَگَنَا / دھوکھَا دینَا / اِسْتیہَسَالَ کَرَنَا,ṭhaganā / dhōkhā dēnā / istēhasāl karanā
to screw (fasten),verb,a1,transitive,کَسَنَا / پین٘چَ کَسَنَا,kasanā / pēṁc kasanā
to screw (vulgar),verb,a1,,چودَنَا / ہَمَبِسْتَرِی کَرَنَا / سَن٘بھوگَ کَرَنَا,cōdanā / hamabistarī karanā / saṁbhōg karanā
to screw up (make a mistake),verb,a1,,گَڑَبَڑَ کَرَنَا / غَلَتِی کَرَنَا / خَرَابَ کَرَنَا,gaṛabaṛa karanā / ġalatī karanā / k͟harāb karanā
"to screw up (make a mistake, fail)",verb,a1,intransitive,گَڑَبَڑَ کَرَنَا / نَاکَامَ ہونَا / غَلَتِی کَرَنَا,gaṛabaṛa karanā / nākām hōnā / ġalatī karanā
"to seal (a container, envelope)",verb,a1,transitive,بَن٘دَ کَرَنَا / سِیلَ کَرَنَا / مُہَرَ لَگَانَا,baṁd karanā / sīl karanā / muhar lagānā
"to seal (a deal, fate)",verb,a1,transitive,پَکَّا کَرَنَا / تَیَ کَرَنَا / مُہَرَ لَگَانَا / اَن٘جَامَ دینَا,pakkā karanā / tay karanā / muhar lagānā / aṁjām dēnā
to seize (an opportunity),verb,a1,transitive,فَایَدَا اُٹھَانَا / لَپَکَ لینَا / مَوقَا کَا فَایَدَا اُٹھَانَا,fāyadā uṭhānā / lapak lēnā / mauqā kā fāyadā uṭhānā
"to seize (confiscate property, goods)",verb,a1,transitive,زَبْتَ کَرَنَا / قَبْزے میں لینَا / مُسْتَقِلَ کَرَنَا,zabt karanā / qabzē mēṁ lēnā / mustaqil karanā
to seize (grab suddenly),verb,a1,transitive,پَکَڑَ لینَا / جھَپَٹَ لینَا / دَبوچَ لینَا,pakaṛa lēnā / jhapaṭa lēnā / dabōc lēnā
"to seize (grab suddenly, violently)",verb,a1,transitive,جھَپَٹَ لینَا / چھِینَ لینَا / زَبَرَدَسْتِی پَکَڑَنَا,jhapaṭa lēnā / chīn lēnā / zabaradastī pakaṛanā
to shatter (a record),verb,a1,transitive,رِکَارْڈَ توڑَنَا / رِکَارْڈَ شِکَسْتَ کَرَنَا,rikôrḍa tōṛanā / rikôrḍa śikast karanā
"to shatter (hopes, dreams, a record)",verb,a1,transitive,توڑَنَا / چَکَنَاچُورَ کَرَنَا / پَامَالَ کَرَنَا / شِکَسْتَ دینَا,tōṛanā / cakanācūr karanā / pāmāl karanā / śikast dēnā
"to shatter (physical object, breaking into pieces)",verb,a1,transitive,توڑَنَا / چَکَنَاچُورَ کَرَنَا / ریزَا-ریزَا کَرَنَا,tōṛanā / cakanācūr karanā / rēzā-rēzā karanā
"to shed (a load, burden)",verb,a1,transitive,اُتَارَنَا / چھوڑَنَا / تَرْکَ کَرَنَا,utāranā / chōṛanā / tark karanā
to shed (clothing or load),verb,a1,transitive,اُتَارَنَا / تَرْکَ کَرَنَا,utāranā / tark karanā
to shed (light or tears),verb,a1,transitive,بَہَانَا / ڈَالَنَا / پھَیلَانَا / ٹَپَکَانَا,bahānā / ḍālanā / phailānā / ṭapakānā
to shed (light),verb,a1,transitive,ڈَالَنَا / پھَیلَانَا / بِکھیرَنَا,ḍālanā / phailānā / bikhēranā
"to shed (skin, leaves, hair)",verb,a1,transitive,گِرَانَا / اُتَارَنَا / تَرْکَ کَرَنَا,girānā / utāranā / tark karanā
to shrink (from fear or responsibility),verb,a1,intransitive,کَتَرَانَا / پِیچھے ہَٹَنَا / بَچَنَا / ہِچَکِچَانَا,katarānā / pīchē haṭanā / bacanā / hicakicānā
to shrink (in size or volume),verb,a1,intransitive,سِکُڑَنَا / چھوٹَا ہونَا / گھَٹَنَا / کَمَ ہونَا,sikuṛanā / chōṭā hōnā / ghaṭanā / kam hōnā
to shrug off (to dismiss),verb,a1,transitive,ٹَالَنَا / اَنَدیکھَا کَرَنَا / خَارِجَ کَرَنَا / نَزَرَءاَن٘دَازَ کَرَنَا,ṭālanā / anadēkhā karanā / k͟hārij karanā / nazaraaṁdāz karanā
to sigh,verb,a1,intransitive,آہَ بھَرَنَا / سَان٘سَ لینَا / ٹھَن٘ڈِی سَان٘سَ لینَا,āh bharanā / sām̐s lēnā / ṭhaṁḍī sām̐s lēnā
to simulate (feign or pretend),verb,a1,transitive,دِکھَاوَا کَرَنَا / ڈھون٘گَ کَرَنَا / بَہَانَا کَرَنَا / تَمَاشَا کَرَنَا,dikhāvā karanā / ḍhōṁg karanā / bahānā karanā / tamāśā karanā
to simulate (model or represent),verb,a1,transitive,نَقَلَ کَرَنَا / مُشَابَہَتَ پَیدَا کَرَنَا / تَشَبِیہَ دینَا,naqal karanā / muśābahat paidā karanā / taśabīh dēnā
to skip (to hop lightly),verb,a1,intransitive,پھُدَکَنَا / اُچھَلَنَا / کُودَنَا,phudakanā / uchalanā / kūdanā
to skip (to omit or bypass),verb,a1,transitive,چھوڑَنَا / نَزَرَ-اَن٘دَازَ کَرَنَا / دَرَگُزَرَ کَرَنَا,chōṛanā / nazar-aṁdāz karanā / daraguzar karanā
to skip rope,verb,a1,intransitive,رَسِّی کُودَنَا,rassī kūdanā
to slam (a door or object),verb,a1,transitive,زورَ سے بَن٘دَ کَرَنَا / پَٹَکَنَا / دھَڑَامَ سے مَارَنَا,zōr sē baṁd karanā / paṭakanā / dhaṛām sē māranā
to slam (to criticize severely),verb,a1,transitive,کَڑِی آلوچَنَا کَرَنَا / سَخْتَ تَنْقِیدَ کَرَنَا / مَلَامَتَ کَرَنَا,kaṛī ālōcanā karanā / sak͟ht tanqīd karanā / malāmat karanā
to slap (impose a fine or penalty),verb,a1,transitive,جُرْمَانَا لَگَانَا / سَزَا دینَا / تَاوَانَ آئِدَ کَرَنَا,jurmānā lagānā / sazā dēnā / tāvān āid karanā
to slap (place quickly or roughly),verb,a1,transitive,پَٹَکَ دینَا / رَکھَ دینَا / مَارَنَا,paṭak dēnā / rakh dēnā / māranā
to slash (to cut violently),verb,a1,transitive,چِیرَنَا / پھَاڑَنَا / کَاٹَنَا / زَخْمِی کَرَنَا,cīranā / phāṛanā / kāṭanā / zak͟hmī karanā
to slash (to reduce drastically),verb,a1,transitive,بَہُتَ کَمَ کَرَنَا / بھَارِی کَٹَوتِی کَرَنَا / گھَٹَانَا / کَمِی کَرَنَا,bahut kam karanā / bhārī kaṭautī karanā / ghaṭānā / kamī karanā
to smash (to break violently),verb,a1,transitive,توڑَنَا / چَکَنَاچُورَ کَرَنَا / چُورَ-چُورَ کَرَنَا / تَبَاہَ کَرَنَا,tōṛanā / cakanācūr karanā / cūr-cūr karanā / tabāh karanā
to smash (to hit powerfully),verb,a1,transitive,زورَ سے مَارَنَا / دے مَارَنَا / ہَمَلَا کَرَنَا / زَرَبَ لَگَانَا,zōr sē māranā / dē māranā / hamalā karanā / zarab lagānā
to snap (break suddenly),verb,a1,intransitive,ٹُوٹَ جَانَا / چَٹَکَ جَانَا / ٹُوٹَ پَڑَنَا / مُنَقَتَا ہونَا,ṭūṭa jānā / caṭak jānā / ṭūṭa paṛanā / munaqatā hōnā
to snap (speak sharply or angrily),verb,a1,intransitive,جھَلَّاکَرَ بولَنَا / تیزِی سے بولَنَا / تَلْخِی سے بولَنَا / غُسّے سے بولَنَا,jhallākar bōlanā / tēzī sē bōlanā / talk͟hī sē bōlanā / ġussē sē bōlanā
to snap (take a quick photo),verb,a1,transitive,فوٹو کھِین٘چَنَا / تَسْوِیرَ لینَا / اَکْسَ لینَا,fōṭō khīṁcanā / tasvīr lēnā / aks lēnā
"to soak (absorb atmosphere, experience)",verb,a1,transitive,مَاہَولَ میں گھُلَنَا / اَنُبھَوَ لینَا / جَزْبَ کَرَنَا / سَرَشَارَ ہونَا,māhaul mēṁ ghulanā / anubhav lēnā / jazb karanā / saraśār hōnā
to soak (absorb figuratively),verb,a1,transitive,سوکھَنَا / جَزْبَ کَرَنَا / ہَزْمَ کَرَنَا / مُتَاسِّرَ ہونَا,sōkhanā / jazb karanā / hazm karanā / mutāssir hōnā
to soak (become saturated),verb,a1,intransitive,بھِیگَنَا / تَرَ ہونَا / سَرَابورَ ہونَا / مُکَمَّلَ تَورَ پَرَ بھِیگَنَا,bhīganā / tar hōnā / sarābōr hōnā / mukammal taur par bhīganā
to soar (fly high),verb,a1,intransitive,اُون٘چَا اُڑَنَا / پَرَوَازَ کَرَنَا / بُلَن٘دَ ہونَا / اُرُوجَ پَرَ ہونَا,ūm̐cā uṛanā / paravāz karanā / bulaṁd hōnā / urūj par hōnā
to soar (increase rapidly),verb,a1,intransitive,تیزِی سے بَڑھَنَا / اُچھَالَ لینَا / پَرَوَازَ کَرَنَا,tēzī sē baṛhanā / uchāl lēnā / paravāz karanā
to span (a period of time),verb,a1,transitive,تَکَ پھَیلَا ہونَا / تَکَ مُہِیتَ ہونَا / تَکَ کَا وَقْتَ لینَا,tak phailā hōnā / tak muhīt hōnā / tak kā vaqt lēnā
to span (distance or space),verb,a1,transitive,پھَیلَا ہونَا / مُہِیتَ ہونَا / پَارَ کَرَنَا,phailā hōnā / muhīt hōnā / pār karanā
to spare (have available to give),verb,a1,transitive,دینَا / اُپَلَبْدھَ کَرَانَا / بَخْشَنَا,dēnā / upalabdh karānā / bak͟hśanā
"to spare (refrain from harming, punishing)",verb,a1,transitive,چھوڑَ دینَا / مَافَ کَرَنَا / بَخْشَ دینَا,chōṛa dēnā / māf karanā / bak͟hśa dēnā
"to spare (save resources, effort)",verb,a1,transitive,بَچَانَا / کَمِی کَرَنَا / خَرْچَ نَ کَرَنَا,bacānā / kamī karanā / k͟harc n karanā
to spark (to emit sparks),verb,a1,intransitive,چِن٘گَارِی نِکَلَنَا / چِنَگَارِیَاں چھوڑَنَا,ciṁgārī nikalanā / cinagāriyām̐ chōṛanā
to spark (to initiate or cause),verb,a1,transitive,پَیدَا کَرَنَا / شُرُو کَرَنَا / بھَڑَکَانَا,paidā karanā / śurū karanā / bhaṛakānā
to spin (information),verb,a1,transitive,توڑَ-مَروڑَ کَرَ پیشَ کَرَنَا / گھُمَا-پھِرَا کَرَ بَتَانَا / ہیرَپھیرَ کَرَنَا,tōṛa-marōṛa kar pēśa karanā / ghumā-phirā kar batānā / hēraphēr karanā
"to spin (thread, rope)",verb,a1,transitive,سُوتَ کَاتَنَا / دھَاگَا بَنَانَا / رَسِّی بَنَانَا,sūt kātanā / dhāgā banānā / rassī banānā
to spin (yarn or thread),verb,a1,transitive,سُوتَ کَاتَنَا / چَرَخَا چَلَانَا,sūt kātanā / carak͟hā calānā
to spy (catch sight of),verb,a1,transitive,دیکھَ لینَا / نَزَرَ پَڑَنَا / بھَان٘پَ لینَا,dēkh lēnā / nazar paṛanā / bhāṁp lēnā
to squeeze (to embrace tightly),verb,a1,transitive,کَسَکَرَ گَلے لَگَانَا / بھِین٘چَنَا,kasakar galē lagānā / bhīṁcanā
"to squeeze (to extract juice, liquid)",verb,a1,transitive,نِچوڑَنَا / رَسَ نِکَالَنَا,nicōṛanā / ras nikālanā
to squeeze (to fit tightly into a space),verb,a1,transitive,ٹھُون٘سَنَا / زَبَرَدَسْتِی گھُسَانَا / اَٹَانَا,ṭhūṁsanā / zabaradastī ghusānā / aṭānā
to stab (of pain),verb,a1,intransitive,چُبھَنَا / ٹِیسَ مَارَنَا / کَسَکَنَا,cubhanā / ṭīs māranā / kasakanā
to stabilize (to become steady),verb,a1,intransitive,سْتھِرَ ہونَا / مَزَبُوتَ ہونَا / قَایَمَ ہونَا,sthir hōnā / mazabūt hōnā / qāyam hōnā
to stabilize (to make steady or firm),verb,a1,transitive,سْتھِرَ کَرَنَا / مَزَبُوتَ کَرَنَا / قَایَمَ کَرَنَا,sthir karanā / mazabūt karanā / qāyam karanā
to starve (deprive of funds),verb,a1,transitive,دھَنَ سے وَن٘چِتَ کَرَنَا / مَالِی تَورَ پَرَ کَمَزورَ کَرَنَا / فَن٘ڈَ سے مَہَرُومَ کَرَنَا,dhan sē vaṁcit karanā / mālī taur par kamazōr karanā / faṁḍa sē maharūm karanā
to starve (figurative: deprive of resources),verb,a1,transitive,سَن٘سَادھَنوں سے وَن٘چِتَ کَرَنَا / وَسَائِلَ سے مَہَرُومَ کَرَنَا / اَبھَاوَگْرَسْتَ کَرَنَا,saṁsādhanōṁ sē vaṁcit karanā / vasāil sē maharūm karanā / abhāvagrast karanā
to steer (guide abstractly),verb,a1,transitive,رَہَنُمَائِی کَرَنَا / ہِدَایَتَ دینَا / رَہَبَرِی کَرَنَا,rahanumāī karanā / hidāyat dēnā / rahabarī karanā
"to steer (vehicle, vessel)",verb,a1,transitive,چَلَانَا / ہَان٘کَنَا / رَہَنُمَائِی کَرَنَا,calānā / hām̐kanā / rahanumāī karanā
to stem (to originate from),verb,a1,intransitive,سے نِکَلَنَا / سے پَیدَا ہونَا / سے مَاخُوزَ ہونَا,sē nikalanā / sē paidā hōnā / sē māk͟hūz hōnā
"to stem (to stop the flow, advance)",verb,a1,transitive,روکَنَا / تھَامَنَا / بَازَ رَکھَنَا,rōkanā / thāmanā / bāz rakhanā
to stereotype,verb,a1,transitive,رُوڑھَ بَنَانَا / رُوڑھِبَدھَّ کَرَنَا / ایکَ سَان٘چے میں ڈھَالَنَا,rūṛh banānā / rūṛhibaddh karanā / ēk sām̐cē mēṁ ḍhālanā
"to stir (arouse feelings, action)",verb,a1,transitive,اُکَسَانَا / بھَڑَکَانَا / تَہَرِیکَ دینَا,ukasānā / bhaṛakānā / taharīk dēnā
"to stir (mix food, liquid)",verb,a1,transitive,گھولَنَا / مِلَانَا / ہِلَانَا,ghōlanā / milānā / hilānā
to strip (to remove paint or wax),verb,a1,transitive,اُتَارَنَا / ہَٹَانَا / پَرَتَ اُتَارَنَا,utāranā / haṭānā / parat utāranā
to strip (to undress or remove covering),verb,a1,transitive,کَپَڑے اُتَارَنَا / نَن٘گَا کَرَنَا / پَرْدَا اُٹھَانَا,kapaṛē utāranā / naṁgā karanā / pardā uṭhānā
"to strive (intensely, competing)",verb,a1,intransitive,جَدّوجَہَدَ کَرَنَا / کوشِشَ کَرَنَا / مُقَابَلَا کَرَنَا,jaddōjahad karanā / kōśiśa karanā / muqābalā karanā
to stumble (make an error; hesitate),verb,a1,intransitive,غَلَتِی کَرَنَا / ہِچَکِچَانَا / چُوکَ جَانَا,ġalatī karanā / hicakicānā / cūk jānā
to stumble (physically trip),verb,a1,intransitive,ٹھوکَرَ کھَانَا / لَڑَکھَڑَانَا / گِرَ پَڑَنَا,ṭhōkar khānā / laṛakhaṛānā / gir paṛanā
"to stun (to astonish, amaze)",verb,a1,transitive,ہَیرَانَ کَرَنَا / چَکِتَ کَرَنَا / دَن٘گَ کَرَنَا,hairān karanā / cakit karanā / daṁg karanā
"to stun (to daze, knock out)",verb,a1,transitive,سُنَّ کَرَنَا / اَچیتَ کَرَنَا / بیہوشَ کَرَنَا,sunn karanā / acēt karanā / bēhōśa karanā
to substitute (to act as a stand-in for a person),verb,a1,transitive,جَگَہَ لینَا / قَایَمَ-مُقَامَ ہونَا / نُمَائِن٘دَگِی کَرَنَا,jagah lēnā / qāyam-muqām hōnā / numāiṁdagī karanā
to substitute (to replace one item with another),verb,a1,transitive,بَدَلَنَا / کِی جَگَہَ اِسْتیمَالَ کَرَنَا / مُتَبَادِلَ کَرَنَا,badalanā / kī jagah istēmāl karanā / mutabādil karanā
"to suck (be terrible, inferior)",verb,a1,intransitive,بیکَارَ ہونَا / گھَٹِیَا ہونَا / بُرَا ہونَا,bēkār hōnā / ghaṭiyā hōnā / burā hōnā
"to suck (draw into the mouth, nurse)",verb,a1,transitive,چُوسَنَا / دُودھَ پِینَا / کھِین٘چَنَا,cūsanā / dūdh pīnā / khīṁcanā
to sue (for peace or mercy),verb,a1,intransitive,اِلْتِجَا کَرَنَا / دَرَخْوَاسْتَ کَرَنَا / گُہَارَ لَگَانَا,iltijā karanā / darak͟hvāst karanā / guhār lagānā
to supervise (academics),verb,a1,transitive,نِگَرَانِی کَرَنَا / دیکھَریکھَ کَرَنَا / پَرْیَویکْشَنَ کَرَنَا,nigarānī karanā / dēkharēkh karanā / paryavēkṣaṇa karanā
to supplement (income or resources),verb,a1,transitive,بَڑھَانَا / اِزَافَا کَرَنَا / تَکَمِیلَ کَرَنَا,baṛhānā / izāfā karanā / takamīl karanā
"to suppress (a rebellion, protest)",verb,a1,transitive,دَبَانَا / کُچَلَنَا / فْرو کَرَنَا / دَمَنَ کَرَنَا,dabānā / kucalanā / frō karanā / daman karanā
"to suppress (feelings, memories)",verb,a1,transitive,دَبَانَا / روکَنَا / جَزْبَ کَرَنَا / دَمَنَ کَرَنَا,dabānā / rōkanā / jazb karanā / daman karanā
to surge (emotionally),verb,a1,intransitive,اُمَڑَنَا / اُٹھَنَا / جوشَ مَارَنَا / پْرَبَلَ ہونَا,umaṛanā / uṭhanā / jōśa māranā / prabal hōnā
"to surge (forward, emotionally)",verb,a1,intransitive,اُمَڑَنَا / آگے بَڑھَنَا / جوشَ مَارَنَا / تیزِی سے بَڑھَنَا,umaṛanā / āgē baṛhanā / jōśa māranā / tēzī sē baṛhanā
"to surge (prices, numbers)",verb,a1,intransitive,تیزِی سے بَڑھَنَا / اُچھَالَ آنَا / اِزَافَا ہونَا,tēzī sē baṛhanā / uchāl ānā / izāfā hōnā
to surrender (to authority),verb,a1,intransitive,آتْمَسَمَرْپَنَ کَرَنَا / ہَارَ مَانَنَا / ہَتھِیَارَ ڈَالَنَا / تَسْلِیمَ کَرَنَا,ātmasamarpaṇa karanā / hār mānanā / hathiyār ḍālanā / taslīm karanā
to surrender (to give up a right),verb,a1,transitive,تْیَاگَنَا / چھوڑَنَا / دَسْتَبَرَدَارَ ہونَا / ہَقَ چھوڑَنَا,tyāganā / chōṛanā / dastabaradār hōnā / haq chōṛanā
"to sustain (maintain, continue)",verb,a1,transitive,بَنَائے رَکھَنَا / جَارِی رَکھَنَا / کَایَمَ رَکھَنَا / بَرَقَرَارَ رَکھَنَا,banāē rakhanā / jārī rakhanā / kāyam rakhanā / baraqarār rakhanā
"to sustain (provide support, nourish)",verb,a1,transitive,سَہَارَا دینَا / پوشَنَ کَرَنَا / پَرَوَرِشَ کَرَنَا / تَقَوِیَتَ دینَا,sahārā dēnā / pōṣaṇa karanā / paravariśa karanā / taqaviyat dēnā
"to sustain (suffer an injury, loss)",verb,a1,transitive,جھیلَنَا / اُٹھَانَا / سَہَنَا / بھُگَتَنَا,jhēlanā / uṭhānā / sahanā / bhugatanā
"to swing (a bat, arm, or object)",verb,a1,transitive,گھُمَانَا / چَلَانَا / جھُولَنَا,ghumānā / calānā / jhūlanā
"to swing (an election, a decision)",verb,a1,transitive,پَلَٹَنَا / بَدَلَنَا / مُتَاسِّرَ کَرَنَا / رُخَ بَدَلَنَا,palaṭanā / badalanā / mutāssir karanā / ruk͟h badalanā
to swing (back and forth movement),verb,a1,intransitive,جھُولَنَا / ہِلَنَا-ڈُلَنَا / ڈولَنَا,jhūlanā / hilanā-ḍulanā / ḍōlanā
to tap (to intercept communication),verb,a1,transitive,ٹَیپَ کَرَنَا / سُنَنَا / نِگَرَانِی کَرَنَا,ṭaip karanā / sunanā / nigarānī karanā
to tempt (to provoke risk),verb,a1,transitive,لَلَچَانَا / اُکَسَانَا / پھُسَلَانَا / تَرَغِیبَ دینَا,lalacānā / ukasānā / phusalānā / taraġīb dēnā
"to terminate (a contract, agreement)",verb,a1,transitive,خَتْمَ کَرَنَا / سَمَاپْتَ کَرَنَا / رَدَّ کَرَنَا / بھَن٘گَ کَرَنَا,k͟hatm karanā / samāpt karanā / radd karanā / bhaṁg karanā
to terminate (employment),verb,a1,transitive,نَوکَرِی سے نِکَالَنَا / بَرْخَاسْتَ کَرَنَا / مُلَازَمَتَ خَتْمَ کَرَنَا,naukarī sē nikālanā / bark͟hāst karanā / mulāzamat k͟hatm karanā
to testify (in court),verb,a1,transitive,گَوَاہِی دینَا / بَیَانَ دینَا / شَہَادَتَ دینَا,gavāhī dēnā / bayān dēnā / śahādat dēnā
to testify (to confirm),verb,a1,transitive,پُشْٹِ کَرَنَا / گَوَاہِی دینَا / تَسْدِیقَ کَرَنَا,puṣṭi karanā / gavāhī dēnā / tasdīq karanā
to thrive (to grow robustly),verb,a1,intransitive,پھَلَنَا-پھُولَنَا / پَنَپَنَا / پَرَوَانَ چَڑھَنَا / نَشونُمَا پَانَا,phalanā-phūlanā / panapanā / paravān caṛhanā / naśōnumā pānā
to thrive (to prosper or succeed),verb,a1,intransitive,کَامَیَابَ ہونَا / تَرَقِّی کَرَنَا / خُشَہَالَ ہونَا / فَارِغُلَ-بَالَ ہونَا,kāmayāb hōnā / taraqqī karanā / k͟huśahāl hōnā / fāriġul-bāl hōnā
to tighten (physically),verb,a1,transitive,کَسَنَا / مَزَبُوتَ کَرَنَا / سَخْتَ کَرَنَا / تَن٘گَ کَرَنَا,kasanā / mazabūt karanā / sak͟ht karanā / taṁg karanā
to tighten (rules or control),verb,a1,transitive,سَخْتَ کَرَنَا / کَڑَا کَرَنَا / مَزَبُوتَ کَرَنَا / تَن٘گَ کَرَنَا,sak͟ht karanā / kaṛā karanā / mazabūt karanā / taṁg karanā
to tighten (to become tense),verb,a1,intransitive,کَسَنَا / تَنَاوَپُورْنَ ہونَا / کھِن٘چَنَا / سَخْتَ ہونَا,kasanā / tanāvapūrṇa hōnā / khiṁcanā / sak͟ht hōnā
to tolerate (to endure hardship or pain),verb,a1,transitive,سَہَنَا / بَرْدَاشْتَ کَرَنَا / جھیلَنَا / سَبْرَ کَرَنَا,sahanā / bardāśt karanā / jhēlanā / sabr karanā
