id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
7573,arguably,adverb,c1,nan,వాదించదగినదిగా / బహుశా / చెప్పాలంటే,vādiṁcadaginadigā / bahuśā / ceppālaṁṭē
7574,array (collection),noun,c1,nan,సమూహం / శ్రేణి / వరుస,samūhaṁ / śrēṇi / varusa
7575,array (data structure),noun,c1,nan,అరే / శ్రేణి / వరుస,arē / śrēṇi / varusa
7576,as a courtesy,noun,c1,nan,మర్యాద / గౌరవం,maryāda / gauravaṁ
7577,"ash (sacred, ritual powder)",noun,c1,nan,విభూది / భస్మం / బూడిద,vibhūdi / bhasmaṁ / būḍida
7578,"aspiration (medical, breathing)",noun,c1,nan,ఆస్పిరేషన్ / పీల్చడం,āspirēṣan / pīlcaḍaṁ
7579,assassination,noun,c1,nan,హత్య / రాజకీయ హత్య / ఖూనీ,hatya / rājakīya hatya / khūnī
7580,assault (military offensive),noun,c1,nan,దాడి / ముట్టడి / ఆక్రమణ,dāḍi / muṭṭaḍi / ākramaṇa
7581,assembly (act of joining parts),noun,c1,nan,జోడింపు / అమరిక / అసెంబ్లీ,jōḍiṁpu / amarika / aseṁblī
7582,assembly (legislative body),noun,c1,nan,అసెంబ్లీ / శాసనసభ / సభ,aseṁblī / śāsanasabha / sabha
7583,assertion (of rights or authority),noun,c1,nan,స్థాపన / నిరూపణ / నొక్కిచెప్పడం,sthāpana / nirūpaṇa / nokkiceppaḍaṁ
7584,assertion (statement or claim),noun,c1,nan,ప్రకటన / వాదన / నిర్ధారణ,prakaṭana / vādana / nirdhāraṇa
7585,"assurance (guarantee, promise)",noun,c1,nan,హామీ / భరోసా / వాగ్దానం,hāmī / bharōsā / vāgdānaṁ
7586,assurance (self-confidence),noun,c1,nan,ఆత్మవిశ్వాసం / ధైర్యం / నమ్మకం,ātmaviśvāsaṁ / dhairyaṁ / nammakaṁ
7587,"asylum (institution, hospital)",noun,c1,nan,మానసిక ఆసుపత్రి / ఆశ్రయం,mānasika āsupatri / āśrayaṁ
7588,asylum (political refuge),noun,c1,nan,ఆశ్రయం / రాజకీయ ఆశ్రయం / శరణు,āśrayaṁ / rājakīya āśrayaṁ / śaraṇu
7589,at your disposal (idiomatic usage),noun,c1,nan,అందుబాటు / అధీనం,aṁdubāṭu / adhīnaṁ
7590,atrocity,noun,c1,nan,ఘోరం / దారుణం / క్రూరత్వం,ghōraṁ / dāruṇaṁ / krūratvaṁ
7591,"attendance (record, register)",noun,c1,nan,హాజరు / హాజరు పట్టిక / నమోదు,hājaru / hājaru paṭṭika / namōdu
7592,"attorney (legal agent, power of attorney)",noun,c1,nan,అటార్నీ / న్యాయవాది / ప్రతినిధి,aṭārnī / nyāyavādi / pratinidhi
7593,attribute (quality),noun,c1,nan,గుణం / లక్షణం / విశేషం,guṇaṁ / lakṣaṇaṁ / viśēṣaṁ
7594,"attribute (symbol, iconography)",noun,c1,nan,చిహ్నం / గుర్తు / లక్షణం,cihnaṁ / gurtu / lakṣaṇaṁ
7595,audit,noun,c1,nan,ఆడిట్ / లెక్కల తనిఖీ / తనిఖీ,āḍiṭ / lekkala tanikhī / tanikhī
7596,authentic (genuine object),adjective,c1,nan,అసలైన / నిజమైన / ప్రామాణికమైన,asalaina / nijamaina / prāmāṇikamaina
7597,"authentic (sincere, true nature)",adjective,c1,nan,నిజమైన / యథార్థమైన / నిజాయితీగల,nijamaina / yathārthamaina / nijāyitīgala
7598,"auto (autorickshaw, complete name)",noun,c1,nan,ఆటో / ఆటోరిక్షా,āṭō / āṭōrikṣā
7599,autobiography,noun,c1,nan,ఆత్మకథ / స్వీయచరిత్ర,ātmakatha / svīyacaritra
7600,autonomy (personal freedom),noun,c1,nan,స్వేచ్ఛ / స్వయంప్రతిపత్తి / స్వతంత్రత,svēccha / svayaṁpratipatti / svataṁtrata
7601,"autonomy (political, institutional)",noun,c1,nan,స్వయంప్రతిపత్తి / స్వపరిపాలన / స్వతంత్రత,svayaṁpratipatti / svaparipālana / svataṁtrata
7602,"availability (of resources, stock)",noun,c1,nan,అందుబాటు / లభ్యత,aṁdubāṭu / labhyata
7603,"availability (of time, person)",noun,c1,nan,అందుబాటు / తీరిక / ఖాళీ,aṁdubāṭu / tīrika / khāḷī
7604,back and forth,adverb,c1,nan,అటూ ఇటూ / ముందుకు వెనుకకు / రాకపోకలు,aṭū iṭū / muṁduku venukaku / rākapōkalu
7605,backdrop (context),noun,c1,nan,నేపథ్యం / సందర్భం,nēpathyaṁ / saṁdarbhaṁ
7606,backdrop (scenery),noun,c1,nan,నేపథ్య దృశ్యం / దృశ్యం,nēpathya dr̥śyaṁ / dr̥śyaṁ
7607,backing (lining),noun,c1,nan,అడుగు భాగం / వెనుక భాగం / లైనింగ్,aḍugu bhāgaṁ / venuka bhāgaṁ / lainiṁg
7608,backing (support),noun,c1,nan,మద్దతు / అండ / తోడ్పాటు,maddatu / aṁḍa / tōḍpāṭu
7609,backup (data copy),noun,c1,nan,బ్యాకప్ / నకలు / ప్రతి,byākap / nakalu / prati
7610,"backup (support, reinforcement)",noun,c1,nan,సహాయం / మద్దతు / బ్యాకప్,sahāyaṁ / maddatu / byākap
7611,bail,noun,c1,nan,బెయిల్ / పూచీకత్తు,beyil / pūcīkattu
7612,"ballot (the process, vote)",noun,c1,nan,ఓటింగ్ / పోలింగ్,ōṭiṁg / pōliṁg
7613,ballot (voting paper),noun,c1,nan,బ్యాలెట్ పేపర్ / ఓటు పత్రం,byāleṭ pēpar / ōṭu patraṁ
7614,banner (flag or standard),noun,c1,nan,బ్యానర్ / జెండా / పతాకం,byānar / jeṁḍā / patākaṁ
7615,banner (web advertisement),noun,c1,nan,బ్యానర్ / ప్రకటన,byānar / prakaṭana
7616,bare (minimal amount),adjective,c1,nan,కనీస / తక్కువ / స్వల్ప,kanīsa / takkuva / svalpa
7617,barrel (container),noun,c1,nan,బ్యారెల్ / పీపా,byārel / pīpā
7618,barrel (of a gun),noun,c1,nan,గన్ బ్యారెల్ / తుపాకీ గొట్టం,gan byārel / tupākī goṭṭaṁ
7619,bass (fish),noun,c1,nan,బాస్ చేప,bās cēpa
7620,bass (instrument),noun,c1,nan,బాస్,bās
7621,bass (sound frequency),noun,c1,nan,బాస్ / తక్కువ పౌనఃపున్యం,bās / takkuva paunaḥpunyaṁ
7622,battlefield (metaphorical),noun,c1,nan,యుద్ధరంగం / పోరాట క్షేత్రం / పోటీ రంగం,yuddharaṁgaṁ / pōrāṭa kṣētraṁ / pōṭī raṁgaṁ
7623,bay (designated area),noun,c1,nan,ప్రాంతం / విభాగం / బే,prāṁtaṁ / vibhāgaṁ / bē
7624,bay (geographical feature),noun,c1,nan,సింధుశాఖ / అఖాతం,siṁdhuśākha / akhātaṁ
7625,beam (ray of light),noun,c1,nan,కిరణం / కాంతిపుంజం / కాంతిరేఖ,kiraṇaṁ / kāṁtipuṁjaṁ / kāṁtirēkha
7626,beam (structural support),noun,c1,nan,దూలం / కమ్మీ / బీమ్,dūlaṁ / kammī / bīm
7627,beast (cruel person),noun,c1,nan,క్రూరుడు / మృగం / రాక్షసుడు,krūruḍu / mr̥gaṁ / rākṣasuḍu
7628,beast (wild animal),noun,c1,nan,జంతువు / మృగం / వన్యప్రాణి,jaṁtuvu / mr̥gaṁ / vanyaprāṇi
7629,behalf,noun,c1,nan,తరపున / పక్షాన,tarapuna / pakṣāna
7630,beloved (person),noun,c1,nan,ప్రియుడు / ప్రియురాలు / ప్రేమికుడు / ప్రేయసి,priyuḍu / priyurālu / prēmikuḍu / prēyasi
7631,"bench (judiciary, court)",noun,c1,nan,ధర్మాసనం / న్యాయపీఠం / బెంచ్,dharmāsanaṁ / nyāyapīṭhaṁ / beṁc
7632,bench (sports reserves),noun,c1,nan,రిజర్వ్ బెంచ్ / ప్రత్యామ్నాయ క్రీడాకారులు,rijarv beṁc / pratyāmnāya krīḍākārulu
7633,benchmark,noun,c1,nan,ప్రమాణం / కొలమానం / బెంచ్‌మార్క్,pramāṇaṁ / kolamānaṁ / beṁcmārk
7634,"beneath (unworthy of, lower status)",adjective,c1,nan,తక్కువ / దిగువ / అగౌరవకరమైన,takkuva / diguva / agauravakaramaina
7635,beneficiary,noun,c1,nan,లబ్ధిదారుడు / ప్రయోజనం పొందేవాడు,labdhidāruḍu / prayōjanaṁ poṁdēvāḍu
7636,bishop (chess piece),noun,c1,nan,ఏనుగు / బిషప్,ēnugu / biṣap
7637,bishop (religious official),noun,c1,nan,బిషప్ / మతాధికారి,biṣap / matādhikāri
7638,bizarre,adjective,c1,nan,వింతైన / విచిత్రమైన / అసాధారణమైన,viṁtaina / vicitramaina / asādhāraṇamaina
7639,blade (cutting edge of a knife or razor),noun,c1,nan,పదును / అంచు / బ్లేడ్,padunu / aṁcu / blēḍ
7640,blade (flat part of a leaf),noun,c1,nan,ఆకు / పత్రం,āku / patraṁ
7641,blade (vane of a fan or propeller),noun,c1,nan,రెక్క / బ్లేడ్,rekka / blēḍ
7642,blast (enjoyable time),noun,c1,nan,సరదా / ఆనందం / గొప్ప సమయం,saradā / ānaṁdaṁ / goppa samayaṁ
7643,blast (explosion),noun,c1,nan,పేలుడు / విస్ఫోటనం / బ్లాస్ట్,pēluḍu / visphōṭanaṁ / blāsṭ
7644,blend,noun,c1,nan,మిశ్రమం / కలయిక / సమ్మేళనం,miśramaṁ / kalayika / sammēḷanaṁ
7645,"blessing (boon, great advantage)",noun,c1,nan,వరం / ఆశీర్వాదం / అదృష్టం,varaṁ / āśīrvādaṁ / adr̥ṣṭaṁ
7646,bonus,noun,c1,nan,బోనస్ / అదనపు ప్రోత్సాహం,bōnas / adanapu prōtsāhaṁ
7647,boom (economic growth),noun,c1,nan,వృద్ధి / ఆర్థికాభివృద్ధి / బూమ్,vr̥ddhi / ārthikābhivr̥ddhi / būm
7648,boom (sound),noun,c1,nan,పెద్ద శబ్దం / గర్జన / బూమ్,pedda śabdaṁ / garjana / būm
7649,"boundary (limit, scope)",noun,c1,nan,హద్దు / పరిమితి / సరిహద్దు,haddu / parimiti / sarihaddu
7650,bow (of a ship),noun,c1,nan,ఓడ ముందరి భాగం / ఓడ ముక్కు / అగ్రభాగం,ōḍa muṁdari bhāgaṁ / ōḍa mukku / agrabhāgaṁ
7651,breach (physical gap),noun,c1,nan,పగులు / చీలిక / రంధ్రం,pagulu / cīlika / raṁdhraṁ
7652,breach (violation),noun,c1,nan,ఉల్లంఘన / అతిక్రమణ / భంగం,ullaṁghana / atikramaṇa / bhaṁgaṁ
7653,breakdown (detailed analysis),noun,c1,nan,విశ్లేషణ / వివరణ,viślēṣaṇa / vivaraṇa
7654,breakdown (emotional collapse),noun,c1,nan,మానసిక కుంగుబాటు / భావోద్వేగ పతనం,mānasika kuṁgubāṭu / bhāvōdvēga patanaṁ
7655,breakdown (mechanical failure),noun,c1,nan,యంత్రాల మొరాయింపు / పనిచేయకపోవడం,yaṁtrāla morāyiṁpu / panicēyakapōvaḍaṁ
7656,"breakthrough (discovery, major advance)",noun,c1,nan,ముందడుగు / పురోగతి / గొప్ప ఆవిష్కరణ,muṁdaḍugu / purōgati / goppa āviṣkaraṇa
7657,"breakthrough (military, strategic success)",noun,c1,nan,వ్యూహాత్మక విజయం / శత్రువుల రక్షణను ఛేదించడం,vyūhātmaka vijayaṁ / śatruvula rakṣaṇanu chēdiṁcaḍaṁ
7658,broadband,noun,c1,nan,బ్రాడ్‌బ్యాండ్,brāḍbyāṁḍ
7659,browser,noun,c1,nan,బ్రౌజర్,braujar
7660,brutal (cruel and violent),adjective,c1,nan,క్రూరమైన / కిరాతకమైన / పాశవికమైన,krūramaina / kirātakamaina / pāśavikamaina
7661,brutal (harsh or severe),adjective,c1,nan,కఠినమైన / తీవ్రమైన / కఠోరమైన,kaṭhinamaina / tīvramaina / kaṭhōramaina
7662,buck (dollar),noun,c1,nan,డాలర్,ḍālar
7663,buck (male animal),noun,c1,nan,మగ జింక / మగ మేక / మగ కుందేలు,maga jiṁka / maga mēka / maga kuṁdēlu
7664,"buddy (close friend, associate)",noun,c1,nan,స్నేహితుడు / దోస్త్ / మిత్రుడు,snēhituḍu / dōst / mitruḍu
7665,buffer (computer memory),noun,c1,nan,బఫర్ / తాత్కాలిక నిల్వ,baphar / tātkālika nilva
7666,buffer (protective barrier),noun,c1,nan,రక్షణ కవచం / అడ్డుకట్ట,rakṣaṇa kavacaṁ / aḍḍukaṭṭa
7667,"buffer (reserve, cushion)",noun,c1,nan,నిల్వ / రిజర్వ్ / ఆసరా,nilva / rijarv / āsarā
7668,bulk (majority or main part),noun,c1,nan,ఎక్కువ భాగం / మెజారిటీ / ప్రధాన భాగం,ekkuva bhāgaṁ / mejāriṭī / pradhāna bhāgaṁ
7669,bulk (size or mass),noun,c1,nan,పరిమాణం / బరువు / స్థూలత్వం,parimāṇaṁ / baruvu / sthūlatvaṁ
7670,burden,noun,c1,nan,భారం / బరువు / బాధ్యత,bhāraṁ / baruvu / bādhyata
7671,bureaucracy (administration),noun,c1,nan,పాలనా వ్యవస్థ / పరిపాలన,pālanā vyavastha / paripālana
7672,"bureaucracy (excessive red tape, slowness)",noun,c1,nan,జాప్యం / అధికారిక జాప్యం / బ్యూరోక్రసీ,jāpyaṁ / adhikārika jāpyaṁ / byūrōkrasī
7673,bureaucracy (red tape),noun,c1,nan,నిబంధనల చిక్కులు / రెడ్ టేప్,nibaṁdhanala cikkulu / reḍ ṭēp
7674,bureaucracy (system of administration),noun,c1,nan,పాలనా వ్యవస్థ / పరిపాలన,pālanā vyavastha / paripālana
7675,burial (funeral ceremony),noun,c1,nan,అంత్యక్రియలు / ఖననం / సమాధి కార్యక్రమం,aṁtyakriyalu / khananaṁ / samādhi kāryakramaṁ
7676,burial (physical interment),noun,c1,nan,ఖననం / పూడ్చిపెట్టడం / సమాధి చేయడం,khananaṁ / pūḍcipeṭṭaḍaṁ / samādhi cēyaḍaṁ
7677,"business scheme, plan",noun,c1,nan,వ్యాపార ప్రణాళిక / వ్యాపార పథకం / వ్యాపార వ్యూహం,vyāpāra praṇāḷika / vyāpāra pathakaṁ / vyāpāra vyūhaṁ
7678,cabinet (political body),noun,c1,nan,మంత్రివర్గం / క్యాబినెట్,maṁtrivargaṁ / kyābineṭ
7679,cabinet (storage unit),noun,c1,nan,బీరువా / అల్మారా / క్యాబినెట్,bīruvā / almārā / kyābineṭ
7680,calculation (strategic planning),noun,c1,nan,వ్యూహాత్మక ప్రణాళిక / లెక్క / అంచనా,vyūhātmaka praṇāḷika / lekka / aṁcanā
7681,"canvas (for painting, art)",noun,c1,nan,కాన్వాస్ / చిత్రపట వస్త్రం,kānvās / citrapaṭa vastraṁ
7682,"canvas (metaphorical framework, scope)",noun,c1,nan,పరిధి / నేపథ్యం / విస్తృతి,paridhi / nēpathyaṁ / vistr̥ti
7683,capability (strategic resource or function),noun,c1,nan,సామర్థ్యం / శక్తి / నైపుణ్యం,sāmarthyaṁ / śakti / naipuṇyaṁ
7684,capitalism,noun,c1,nan,పెట్టుబడిదారీ విధానం / పెట్టుబడిదారీత్వం,peṭṭubaḍidārī vidhānaṁ / peṭṭubaḍidārītvaṁ
7685,capitalist,adjective,c1,nan,పెట్టుబడిదారీ / పెట్టుబడిదారీ వ్యవస్థకు సంబంధించిన,peṭṭubaḍidārī / peṭṭubaḍidārī vyavasthaku saṁbaṁdhiṁcina
7686,cargo,noun,c1,nan,సరుకు / కార్గో,saruku / kārgō
7687,carriage (bearing or posture),noun,c1,nan,నడక / నిలబడే తీరు / దేహధారణ,naḍaka / nilabaḍē tīru / dēhadhāraṇa
7688,carriage (train coach),noun,c1,nan,బోగీ / రైలు పెట్టె,bōgī / railu peṭṭe
7689,casino,noun,c1,nan,క్యాసినో / జూదగృహం,kyāsinō / jūdagr̥haṁ
7690,casualty (loss or damage),noun,c1,nan,నష్టం / ప్రమాదం,naṣṭaṁ / pramādaṁ
7691,casualty (person injured or killed),noun,c1,nan,మృతులు / గాయపడిన వ్యక్తి / బాధితుడు,mr̥tulu / gāyapaḍina vyakti / bādhituḍu
7692,cattle,noun,c1,nan,పశువులు / గోవులు,paśuvulu / gōvulu
7693,caution (warning),noun,c1,nan,హెచ్చరిక / జాగ్రత్త / సూచన,heccarika / jāgratta / sūcana
7694,cautious (prudent or discerning),adjective,c1,nan,జాగ్రత్తగల / వివేకవంతమైన / ఆచితూచి వ్యవహరించే,jāgrattagala / vivēkavaṁtamaina / ācitūci vyavahariṁcē
7695,cautious (wary or suspicious),adjective,c1,nan,అనుమానంగా ఉండే / అప్రమత్తమైన / జాగ్రత్తగా ఉండే,anumānaṁgā uṁḍē / apramattamaina / jāgrattagā uṁḍē
7696,cemetery (cremation ground),noun,c1,nan,శ్మశానం / దహనవాటిక,śmaśānaṁ / dahanavāṭika
7697,cemetery (graveyard),noun,c1,nan,స్మశానం / సమాధుల తోట / ఖనన భూమి,smaśānaṁ / samādhula tōṭa / khanana bhūmi
7698,chamber (formal room),noun,c1,nan,సభామందిరం / మందిరం / గది,sabhāmaṁdiraṁ / maṁdiraṁ / gadi
7699,chamber (internal cavity),noun,c1,nan,కుహరం / గది / లోపలి భాగం,kuharaṁ / gadi / lōpali bhāgaṁ
7700,chamber (legislative assembly),noun,c1,nan,సభ / మందిరం,sabha / maṁdiraṁ
7701,chaos (anarchy),noun,c1,nan,అరాచకం / గందరగోళం / అల్లకల్లోలం,arācakaṁ / gaṁdaragōḷaṁ / allakallōlaṁ
7702,"charm (appeal, attractiveness)",noun,c1,nan,ఆకర్షణ / అందం / మోహం,ākarṣaṇa / aṁdaṁ / mōhaṁ
7703,charm (good luck amulet),noun,c1,nan,తాయెత్తు / రక్ష,tāyettu / rakṣa
7704,"charter (document, constitution)",noun,c1,nan,శాసనం / రాజ్యాంగం / ఒప్పందం,śāsanaṁ / rājyāṁgaṁ / oppaṁdaṁ
7705,"charter (lease, hiring agreement)",noun,c1,nan,అద్దె ఒప్పందం / లీజు,adde oppaṁdaṁ / līju
7706,"chronic (habitual, inveterate)",adjective,c1,nan,దీర్ఘకాలిక / అలవాటైన / నిరంతర,dīrghakālika / alavāṭaina / niraṁtara
7707,chronic (illness or condition),adjective,c1,nan,దీర్ఘకాలిక / నిరంతర,dīrghakālika / niraṁtara
7708,"chunk (large amount, portion)",noun,c1,nan,పెద్ద భాగం / ముద్ద / ముక్క,pedda bhāgaṁ / mudda / mukka
7709,chunk (piece of material),noun,c1,nan,ముక్క / ముద్ద / ఖండం,mukka / mudda / khaṁḍaṁ
7710,circulation (blood/fluid movement),noun,c1,nan,ప్రసరణ,prasaraṇa
7711,"circulation (movement, flow)",noun,c1,nan,ప్రసరణ / సంచారం / చలనం,prasaraṇa / saṁcāraṁ / calanaṁ
7712,circulation (publication count),noun,c1,nan,సర్క్యులేషన్ / పంపిణీ,sarkyulēṣan / paṁpiṇī
7713,citizenship,noun,c1,nan,పౌరసత్వం / పౌరత్వం,paurasatvaṁ / pauratvaṁ
7714,civic (relating to citizen duty),adjective,c1,nan,పౌర,paura
7715,civic (relating to city administration),adjective,c1,nan,నగర / పౌర,nagara / paura
7716,civilian,noun,c1,nan,పౌరుడు / పౌరురాలు,pauruḍu / paururālu
7717,civilian (person),adjective,c1,nan,పౌర / సైనికేతర,paura / sainikētara
7718,clarity,noun,c1,nan,స్పష్టత / తేటదనం / నిర్మలత్వం,spaṣṭata / tēṭadanaṁ / nirmalatvaṁ
7719,clash (of colors or styles),noun,c1,nan,పొంతన లేకపోవడం / సరిపోకపోవడం / వైరుధ్యం,poṁtana lēkapōvaḍaṁ / saripōkapōvaḍaṁ / vairudhyaṁ
7720,clash (scheduling conflict),noun,c1,nan,సమయ విభేదం / షెడ్యూల్ సమస్య,samaya vibhēdaṁ / ṣeḍyūl samasya
7721,clash (violent confrontation),noun,c1,nan,ఘర్షణ / పోరాటం / కొట్లాట,gharṣaṇa / pōrāṭaṁ / koṭlāṭa
7722,classification,noun,c1,nan,వర్గీకరణ / విభజన,vargīkaraṇa / vibhajana
7723,clinical (detached),adjective,c1,nan,నిర్లిప్త / నిష్పక్షపాత / భావరహిత,nirlipta / niṣpakṣapāta / bhāvarahita
7724,clinical (medical),adjective,c1,nan,క్లినికల్ / వైద్య / చికిత్సా సంబంధిత,klinikal / vaidya / cikitsā saṁbaṁdhita
7725,closure (emotional resolution),noun,c1,nan,ముగింపు / పరిష్కారం / ఉపశమనం,mugiṁpu / pariṣkāraṁ / upaśamanaṁ
7726,closure (physical closing),noun,c1,nan,మూసివేత / బంధనం,mūsivēta / baṁdhanaṁ
7727,"cluster (abstract, technical)",noun,c1,nan,సమూహం / సముదాయం / గుంపు,samūhaṁ / samudāyaṁ / guṁpu
7728,coalition,noun,c1,nan,కూటమి / సంకీర్ణం / పొత్తు,kūṭami / saṁkīrṇaṁ / pottu
7729,coastal,adjective,c1,nan,తీరప్రాంత / సముద్రతీర,tīraprāṁta / samudratīra
7730,cocktail (mixed drink),noun,c1,nan,కాక్‌టెయిల్,kākṭeyil
7731,"cocktail (party, event)",noun,c1,nan,కాక్‌టెయిల్ పార్టీ / విందు,kākṭeyil pārṭī / viṁdu
7732,cognitive,adjective,c1,nan,అభిజ్ఞాన / జ్ఞాన సంబంధిత,abhijñāna / jñāna saṁbaṁdhita
7733,"collaboration (teamwork, partnership)",noun,c1,nan,సహకారం / భాగస్వామ్యం / సమన్వయం,sahakāraṁ / bhāgasvāmyaṁ / samanvayaṁ
7734,"collaboration (with the enemy, collusion)",noun,c1,nan,కుమ్మక్కు / ద్రోహం / శత్రు సహకారం,kummakku / drōhaṁ / śatru sahakāraṁ
7735,collective,adjective,c1,nan,సామూహిక / సమిష్టి,sāmūhika / samiṣṭi
7736,"collision (clash of interests, ideas)",noun,c1,nan,ఘర్షణ / వైరుధ్యం / అభిప్రాయ భేదం,gharṣaṇa / vairudhyaṁ / abhiprāya bhēdaṁ
7737,collision (physical impact),noun,c1,nan,ఢీకొనడం / గుద్దుకోవడం / ప్రమాదం,ḍhīkonaḍaṁ / guddukōvaḍaṁ / pramādaṁ
7738,collusion,noun,c1,nan,కుమ్మక్కు / రహస్య ఒప్పందం / కుట్ర,kummakku / rahasya oppaṁdaṁ / kuṭra
7739,colonial,adjective,c1,nan,వలసవాద / వలస,valasavāda / valasa
7740,columnist,noun,c1,nan,కాలమిస్ట్ / శీర్షికా రచయిత,kālamisṭ / śīrṣikā racayita
7741,combat,noun,c1,nan,పోరాటం / యుద్ధం / సమరం,pōrāṭaṁ / yuddhaṁ / samaraṁ
7742,"commentary (live broadcast, narration)",noun,c1,nan,వ్యాఖ్యానం / వివరణ,vyākhyānaṁ / vivaraṇa
7743,commentary (written analysis),noun,c1,nan,వ్యాఖ్యానం / విశ్లేషణ / వివరణ,vyākhyānaṁ / viślēṣaṇa / vivaraṇa
7744,"commentator (academic, textual analyst)",noun,c1,nan,వ్యాఖ్యాత / విశ్లేషకుడు / పండితుడు,vyākhyāta / viślēṣakuḍu / paṁḍituḍu
7745,commerce,noun,c1,nan,వాణిజ్యం / వ్యాపారం,vāṇijyaṁ / vyāpāraṁ
7746,commissioner,noun,c1,nan,కమిషనర్ / ఆయుక్త / అధికారి,kamiṣanar / āyukta / adhikāri
7747,commodity,noun,c1,nan,సరుకు / వస్తువు,saruku / vastuvu
7748,communist (person),adjective,c1,nan,కమ్యూనిస్ట్ / సామ్యవాద,kamyūnisṭ / sāmyavāda
7749,companion (associate or partner in activity),noun,c1,nan,సహచరుడు / తోడు / స్నేహితుడు,sahacaruḍu / tōḍu / snēhituḍu
7750,companion (life partner),noun,c1,nan,జీవిత భాగస్వామి / తోడు / సహచరుడు / సహచరి,jīvita bhāgasvāmi / tōḍu / sahacaruḍu / sahacari
7751,comparable (equivalent),adjective,c1,nan,పోల్చదగిన / సమానమైన / తుల్యమైన,pōlcadagina / samānamaina / tulyamaina
7752,"compassion (profound, deep)",noun,c1,nan,కరుణ / దయ / అనుకంప,karuṇa / daya / anukaṁpa
7753,"compelling (attractive, interesting)",adjective,c1,nan,ఆకర్షణీయమైన / ఆసక్తికరమైన / మనోహరమైన,ākarṣaṇīyamaina / āsaktikaramaina / manōharamaina
7754,compelling (fascinating),adjective,c1,nan,మంత్రముగ్ధులను చేసే / ఆకర్షణీయమైన / అద్భుతమైన,maṁtramugdhulanu cēsē / ākarṣaṇīyamaina / adbhutamaina
7755,"compelling (irrefutable, necessary)",adjective,c1,nan,తిరుగులేని / అనివార్యమైన / తప్పనిసరి,tirugulēni / anivāryamaina / tappanisari
7756,compelling (necessary),adjective,c1,nan,తప్పనిసరి / అనివార్యమైన / అవసరమైన,tappanisari / anivāryamaina / avasaramaina
7757,"compensation (general, for loss)",noun,c1,nan,నష్టపరిహారం / పరిహారం / భర్తీ,naṣṭaparihāraṁ / parihāraṁ / bhartī
7758,"compensation (salary, remuneration)",noun,c1,nan,వేతనం / జీతం / పారితోషికం,vētanaṁ / jītaṁ / pāritōṣikaṁ
7759,competence,noun,c1,nan,సామర్థ్యం / నైపుణ్యం / ప్రజ్ఞ,sāmarthyaṁ / naipuṇyaṁ / prajña
7760,competent (legally),adjective,c1,nan,న్యాయబద్ధంగా సమర్థమైన / అర్హత కలిగిన / సమర్థవంతమైన,nyāyabaddhaṁgā samarthamaina / arhata kaligina / samarthavaṁtamaina
7761,complexity,noun,c1,nan,సంక్లిష్టత / క్లిష్టత,saṁkliṣṭata / kliṣṭata
7762,compliance (adherence to rules),noun,c1,nan,పాటించడం / అనుగుణ్యత / నిబంధనల పాటింపు,pāṭiṁcaḍaṁ / anuguṇyata / nibaṁdhanala pāṭiṁpu
7763,compliance (patient adherence),noun,c1,nan,రోగి సహకారం / చికిత్స పాటింపు / సూచనల పాటింపు,rōgi sahakāraṁ / cikitsa pāṭiṁpu / sūcanala pāṭiṁpu
7764,complication (medical),noun,c1,nan,సమస్య / ఉపద్రవం / క్లిష్టత,samasya / upadravaṁ / kliṣṭata
7765,"composition (makeup, structure)",noun,c1,nan,కూర్పు / నిర్మాణం / సంఘటన,kūrpu / nirmāṇaṁ / saṁghaṭana
7766,composition (written essay),noun,c1,nan,వ్యాసం / రచన / వ్యాస రచన,vyāsaṁ / racana / vyāsa racana
7767,"composition (written essay, artwork)",noun,c1,nan,రచన / కూర్పు / వ్యాసం,racana / kūrpu / vyāsaṁ
7768,compromise (damage to security or integrity),noun,c1,nan,భద్రతకు భంగం / సమగ్రతకు లోపం,bhadrataku bhaṁgaṁ / samagrataku lōpaṁ
7769,compromise (damage to security),noun,c1,nan,భద్రతకు భంగం / భద్రతా ఉల్లంఘన,bhadrataku bhaṁgaṁ / bhadratā ullaṁghana
7770,conception (biological),noun,c1,nan,గర్భధారణ / పిండం ఏర్పడటం,garbhadhāraṇa / piṁḍaṁ ērpaḍaṭaṁ
7771,"conception (idea, understanding)",noun,c1,nan,భావన / అవగాహన / ఆలోచన,bhāvana / avagāhana / ālōcana
7772,concession (act of yielding),noun,c1,nan,అంగీకారం / ఒప్పుకోవడం / రాజీ,aṁgīkāraṁ / oppukōvaḍaṁ / rājī
7773,concession (admission of truth),noun,c1,nan,ఒప్పుకోలు / సత్యాన్ని అంగీకరించడం,oppukōlu / satyānni aṁgīkariṁcaḍaṁ
7774,"concession (discount, grant)",noun,c1,nan,రాయితీ / తగ్గింపు / మినహాయింపు,rāyitī / taggiṁpu / minahāyiṁpu
7775,concession (special right),noun,c1,nan,రాయితీ / ప్రత్యేక హక్కు / అనుమతి,rāyitī / pratyēka hakku / anumati
7776,confession,noun,c1,nan,ఒప్పుకోలు / అంగీకారం / నేరాంగీకారం,oppukōlu / aṁgīkāraṁ / nērāṁgīkāraṁ
7777,configuration (system settings),noun,c1,nan,కాన్ఫిగరేషన్ / అమరిక / ఆకృతీకరణ,kānphigarēṣan / amarika / ākr̥tīkaraṇa
