id,english_word,word_class,level,verb_transitivity,target_translation,transliteration
9199,to correspond (to be in agreement),verb,c1,intransitive,ஒத்துப்போ / ஒத்திரு / இணங்கு,ottuppō / ottiru / iṇaṅku
9200,to correspond (to exchange letters),verb,c1,intransitive,கடிதம் எழுது / கடிதப் போக்குவரத்து செய்,kaṭitam eḻutu / kaṭitap pōkkuvarattu cey
9201,to counter (an argument or proposal),verb,c1,transitive,மறு / எதிர்க்க / எதிர்வாதம் செய்,maṟu / etirkka / etirvātam cey
9202,to counter (to retaliate or strike back),verb,c1,transitive,பதிலடி கொடு / திருப்பித் தாக்கு,patilaṭi koṭu / tiruppit tākku
9203,to craft (an argument or policy),verb,c1,transitive,உருவாக்கு / வடிவமை / வகு,uruvākku / vaṭivamai / vaku
9204,to craft (physical object),verb,c1,transitive,செய் / உருவாக்கு / வனை,cey / uruvākku / vaṉai
9205,"to crawl (creep slowly, like insects or traffic)",verb,c1,intransitive,ஊர் / தவழ்,ūr / tavaḻ
9206,"to crawl (of feeling, to feel repulsion or dread)",verb,c1,intransitive,கூசு / சிலிர்க்கச் செய்,kūcu / cilirkkac cey
9207,to crawl (traffic),verb,c1,intransitive,மெதுவாக நகர் / ஊர்ந்து செல்,metuvāka nakar / ūrntu cel
9208,to creep (increase gradually),verb,c1,intransitive,மெதுவாக அதிகரி / படிப்படியாக உயர்,metuvāka atikari / paṭippaṭiyāka uyar
9209,to creep (of plants or vines),verb,c1,intransitive,படர் / ஊர்,paṭar / ūr
9210,to crush (defeat or demoralize),verb,c1,transitive,தோற்கடி / நசுக்கு / மனமுடை,tōṟkaṭi / nacukku / maṉamuṭai
9211,to crush (physically destroy or pulverize),verb,c1,transitive,நசுக்கு / நொறுக்கு / பொடியாக்கு,nacukku / noṟukku / poṭiyākku
9212,to cultivate (land),verb,c1,transitive,பயிரிடு / சாகுபடி செய் / உழு,payiriṭu / cākupaṭi cey / uḻu
9213,"to cultivate (land, crops)",verb,c1,transitive,பயிரிடு / சாகுபடி செய் / விளைவி,payiriṭu / cākupaṭi cey / viḷaivi
9214,"to cultivate (skills, habits)",verb,c1,transitive,வளர்த்துக்கொள் / மேம்படுத்து / பயில்,vaḷarttukkoḷ / mēmpaṭuttu / payil
9215,"to cultivate (skills, habits, relationships)",verb,c1,transitive,வளர்த்துக்கொள் / மேம்படுத்து / பேணு,vaḷarttukkoḷ / mēmpaṭuttu / pēṇu
9216,to deem,verb,c1,transitive,கருது / எண்ணு / மதிப்பிடு,karutu / eṇṇu / matippiṭu
9217,to defect,verb,c1,intransitive,கட்சி மாறு / அணி மாறு / விலகு,kaṭci māṟu / aṇi māṟu / vilaku
9218,to defy (to challenge limits or possibility),verb,c1,transitive,மீறு / சவால் விடு / எதிர்த்து நில்,mīṟu / cavāl viṭu / etirttu nil
9219,to delegate (responsibility),verb,c1,transitive,ஒப்படை / பொறுப்பை வழங்கு,oppaṭai / poṟuppai vaḻaṅku
9220,to denounce (officially condemn),verb,c1,transitive,கண்டனம் தெரிவி / குற்றம் சாட்டு / பழித்துரை,kaṇṭaṉam terivi / kuṟṟam cāṭṭu / paḻitturai
9221,"to depict (describe, portray)",verb,c1,transitive,விவரி / சித்தரி / எடுத்துரை,vivari / cittari / eṭutturai
9222,"to depict (visually, in art)",verb,c1,transitive,சித்தரி / வரை / காட்சிப்படுத்து,cittari / varai / kāṭcippaṭuttu
9223,"to deploy (skills, arguments)",verb,c1,transitive,பயன்படுத்து / செயல்படுத்து / பிரயோகி,payaṉpaṭuttu / ceyalpaṭuttu / pirayōki
9224,"to deploy (software, systems)",verb,c1,transitive,நிறுவு / செயல்படுத்து / பயன்படுத்து,niṟuvu / ceyalpaṭuttu / payaṉpaṭuttu
9225,"to deploy (troops, forces)",verb,c1,transitive,பயன்படுத்து / அணிதிரட்டு / நிலைநிறுத்து,payaṉpaṭuttu / aṇitiraṭṭu / nilainiṟuttu
9226,to deposit (money in bank),verb,c1,transitive,பணம் செலுத்து / வைப்பு செய் / சேமி,paṇam celuttu / vaippu cey / cēmi
9227,"to deposit (sediment, layer)",verb,c1,transitive,படிய வை / படிமமாக்கு / சேர்,paṭiya vai / paṭimamākku / cēr
9228,to deprive (of fundamental rights or property),verb,c1,transitive,பறி / இழக்கச்செய் / மறு,paṟi / iḻakkaccey / maṟu
9229,"to deprive (to deny essential resources, opportunities)",verb,c1,transitive,மறு / இழக்கச்செய் / வழங்காமலிரு,maṟu / iḻakkaccey / vaḻaṅkāmaliru
9230,"to descend (lineage, inheritance)",verb,c1,intransitive,வழிவரு / பரம்பரை வழியில் வா,vaḻivaru / paramparai vaḻiyil vā
9231,to descend (to attack suddenly),verb,c1,intransitive,தாக்கு / படையெடு / திடீரெனப் பாய்,tākku / paṭaiyeṭu / tiṭīreṉap pāy
9232,to designate (to appoint to a role),verb,c1,transitive,நியமி / பதவி அளி,niyami / patavi aḷi
9233,to designate (to specify or mark for use),verb,c1,transitive,குறிப்பிடு / சுட்டிக்காட்டு / அடையாளமிடு,kuṟippiṭu / cuṭṭikkāṭṭu / aṭaiyāḷamiṭu
9234,"to detain (in custody, legally)",verb,c1,transitive,தடுத்து வை / கைது செய் / சிறைப்பிடி,taṭuttu vai / kaitu cey / ciṟaippiṭi
9235,"to detain (to hold someone back, delay)",verb,c1,transitive,தாமதப்படுத்து / தடுத்து நிறுத்து / பிடித்து வை,tāmatappaṭuttu / taṭuttu niṟuttu / piṭittu vai
9236,to deteriorate,verb,c1,intransitive,மோசமடை / சீர்கெடு / பழுதடை,mōcamaṭai / cīrkeṭu / paḻutaṭai
9237,"to devastate (emotionally, to shock deeply)",verb,c1,transitive,மனதை உலுக்கு / பேரதிர்ச்சி அளி / துயரத்தில் ஆழ்த்து,maṉatai ulukku / pēratircci aḷi / tuyarattil āḻttu
9238,"to devastate (physical destruction, ruin)",verb,c1,transitive,அழி / சீரழி / நாசமாக்கு,aḻi / cīraḻi / nācamākku
9239,to devise,verb,c1,transitive,திட்டமிடு / உருவாக்கு / கண்டுபிடி,tiṭṭamiṭu / uruvākku / kaṇṭupiṭi
9240,to diagnose,verb,c1,transitive,கண்டறி / நோய் கண்டறி / நிர்ணயி,kaṇṭaṟi / nōy kaṇṭaṟi / nirṇayi
9241,to dictate (for transcription),verb,c1,transitive,சொல்லி எழுது / உரை,colli eḻutu / urai
9242,"to dictate (terms, policy)",verb,c1,transitive,கட்டளையிடு / நிர்ணயி / வற்புறுத்து,kaṭṭaḷaiyiṭu / nirṇayi / vaṟpuṟuttu
9243,"to differentiate (in calculus, maths)",verb,c1,transitive,வகையிடு,vakaiyiṭu
9244,to differentiate (to make distinct or specialized),verb,c1,transitive,வேறுபடுத்து / பிரித்தறி / சிறப்புப்படுத்து,vēṟupaṭuttu / pirittaṟi / ciṟappuppaṭuttu
9245,to diminish (to become less),verb,c1,intransitive,குறை / மறை / தேய்,kuṟai / maṟai / tēy
9246,to diminish (to make less),verb,c1,transitive,குறை / குறைத்துக்காட்டு / சிறுமைப்படுத்து,kuṟai / kuṟaittukkāṭṭu / ciṟumaippaṭuttu
9247,to dip (to decrease suddenly),verb,c1,intransitive,திடீரெனக் குறை / குறைந்து போ / சறுக்கு,tiṭīreṉak kuṟai / kuṟaintu pō / caṟukku
9248,to dip (to lower physically),verb,c1,transitive,முக்கு / தாழ்த்து / அமிழ்த்து,mukku / tāḻttu / amiḻttu
9249,"to discard (reject an idea, plan)",verb,c1,transitive,நிராகரி / கைவிடு / தள்ளிவிடு,nirākari / kaiviṭu / taḷḷiviṭu
9250,to discharge (a battery),verb,c1,intransitive,மின்சக்தி தீர்ந்து போ / மின்னிறங்கு,miṉcakti tīrntu pō / miṉṉiṟaṅku
9251,to discharge (fire a weapon),verb,c1,transitive,சுடு / வெடி,cuṭu / veṭi
9252,"to discharge (release from service, hospital)",verb,c1,transitive,விடுவி / வெளியேற்று / பணிநீக்கம் செய்,viṭuvi / veḷiyēṟṟu / paṇinīkkam cey
9253,"to discharge (release liquid, substance)",verb,c1,transitive,வெளியேற்று / கக்கு,veḷiyēṟṟu / kakku
9254,to disclose (mandatory information),verb,c1,transitive,வெளிப்படுத்து / அறிவி / வெளியிடு,veḷippaṭuttu / aṟivi / veḷiyiṭu
9255,"to displace (population, refugees)",verb,c1,transitive,வெளியேற்று / அப்புறப்படுத்து / இடம்பெயரச் செய்,veḷiyēṟṟu / appuṟappaṭuttu / iṭampeyarac cey
9256,"to displace (to replace, supersede)",verb,c1,transitive,இடமாற்று / பதிலீடு செய் / நீக்கு,iṭamāṟṟu / patilīṭu cey / nīkku
9257,to dispose (settle legal matters),verb,c1,transitive,தீர்த்து வை / முடிவு செய் / கையாளு,tīrttu vai / muṭivu cey / kaiyāḷu
9258,to dispute (a fact or validity),verb,c1,nan,மறு / கேள்வி கேள் / சவால் விடு,maṟu / kēḷvi kēḷ / cavāl viṭu
9259,to dispute (to quarrel),verb,c1,nan,சண்டை போடு / வாக்குவாதம் செய் / சச்சரவு செய்,caṇṭai pōṭu / vākkuvātam cey / caccaravu cey
9260,"to disrupt (a process, meeting)",verb,c1,transitive,இடையூறு செய் / குலை / சீர்குலை,iṭaiyūṟu cey / kulai / cīrkulai
9261,"to disrupt (an industry, system)",verb,c1,transitive,சீர்குலை / புரட்சியை ஏற்படுத்து / மாற்று,cīrkulai / puraṭciyai ēṟpaṭuttu / māṟṟu
9262,to dissolve (an assembly or formal body),verb,c1,transitive,கலை / ரத்து செய் / முடிவுக்குக் கொண்டு வா,kalai / rattu cey / muṭivukkuk koṇṭu vā
9263,"to distort (facts, meaning)",verb,c1,transitive,திரி / சிதை / திரித்துக் கூறு,tiri / citai / tirittuk kūṟu
9264,"to distort (shape, image)",verb,c1,transitive,சிதை / உருக்குலை / கோணலாக்கு,citai / urukkulai / kōṇalākku
9265,to distress (cause emotional pain),verb,c1,transitive,வருத்து / துன்புறுத்து / கவலைப்படுத்து,varuttu / tuṉpuṟuttu / kavalaippaṭuttu
9266,"to distress (make look old, age)",verb,c1,transitive,பழையதாக்கு / பழமையாக்கு / தேய்ந்ததாக்கு,paḻaiyatākku / paḻamaiyākku / tēyntatākku
9267,to divert (funds or resources),verb,c1,transitive,திசை திருப்பு / மாற்று / திருப்பி விடு,ticai tiruppu / māṟṟu / tiruppi viṭu
9268,to divert (to entertain or amuse),verb,c1,transitive,மகிழ்வி / பொழுதுபோக்கு / கவனத்தைத் திருப்பு,makiḻvi / poḻutupōkku / kavaṉattait tiruppu
9269,"to drain (exhaust resources, energy)",verb,c1,transitive,வற்றச் செய் / தீரச் செய் / சக்தியை உறிஞ்சு,vaṟṟac cey / tīrac cey / caktiyai uṟiñcu
9270,"to drain (flow away, liquid)",verb,c1,intransitive,வடி / வற்று / வெளியேறு,vaṭi / vaṟṟu / veḷiyēṟu
9271,to drift (away from a path or relationship),verb,c1,intransitive,விலகிச் செல் / விலகு / பிரி,vilakic cel / vilaku / piri
9272,to drift (on water or air),verb,c1,intransitive,மிதந்து செல் / அடித்துச் செல் / நகர்,mitantu cel / aṭittuc cel / nakar
9273,to drown (kill by submergence),verb,c1,transitive,மூழ்கடி / நீரில் மூழ்கடி,mūḻkaṭi / nīril mūḻkaṭi
9274,to drown out (suppress sound),verb,c1,transitive,ஒலியை அமுக்கு / ஒலியை மூழ்கடி / சத்தத்தால் மறை,oliyai amukku / oliyai mūḻkaṭi / cattattāl maṟai
9275,to dub (to confer a title),verb,c1,transitive,பட்டம் சூட்டு / பட்டம் வழங்கு,paṭṭam cūṭṭu / paṭṭam vaḻaṅku
9276,to ease (to alleviate),verb,c1,transitive,குறை / தணி / இலகுவாக்கு,kuṟai / taṇi / ilakuvākku
9277,to ease (to subside),verb,c1,intransitive,குறை / தணி / அடங்கு,kuṟai / taṇi / aṭaṅku
9278,to echo (idea or sentiment),verb,c1,intransitive,எதிரொலி / பிரதிபலி,etiroli / piratipali
9279,to echo (sound),verb,c1,intransitive,எதிரொலி,etiroli
9280,to elevate (improve quality or moral standing),verb,c1,transitive,மேம்படுத்து / உயர்த்து / செம்மைப்படுத்து,mēmpaṭuttu / uyarttu / cemmaippaṭuttu
9281,to elevate (physically lift),verb,c1,transitive,உயர்த்து / தூக்கு / மேலேற்று,uyarttu / tūkku / mēlēṟṟu
9282,to elevate (raise status or rank),verb,c1,transitive,உயர்த்து / பதவி உயர்த்து / மேம்படுத்து,uyarttu / patavi uyarttu / mēmpaṭuttu
9283,to embark (board),verb,c1,transitive,ஏற்று / கப்பலில் ஏற்று,ēṟṟu / kappalil ēṟṟu
9284,"to embark (on a project, venture)",verb,c1,intransitive,தொடங்கு / மேற்கொள் / ஆரம்பி,toṭaṅku / mēṟkoḷ / ārampi
9285,"to embark (on a vehicle, journey)",verb,c1,intransitive,ஏறு / புறப்படு / பயணம் தொடங்கு,ēṟu / puṟappaṭu / payaṇam toṭaṅku
9286,to embed (insert digital content),verb,c1,transitive,உட்பொதி / இணை / சேர்,uṭpoti / iṇai / cēr
9287,to embody (to represent a quality),verb,c1,transitive,உருவகப்படுத்து / வெளிப்படுத்து / பிரதிபலி,uruvakappaṭuttu / veḷippaṭuttu / piratipali
9288,to embody (to take physical form),verb,c1,intransitive,உருவெடு / வடிவம் பெறு / உடல் கொள்,uruveṭu / vaṭivam peṟu / uṭal koḷ
9289,to empower (authorize legally),verb,c1,transitive,அதிகாரம் அளி / அதிகாரம் வழங்கு / வலுவூட்டு,atikāram aḷi / atikāram vaḻaṅku / valuvūṭṭu
9290,to enact (a law),verb,c1,transitive,சட்டம் இயற்று / சட்டம் உருவாக்கு / நடைமுறைப்படுத்து,caṭṭam iyaṟṟu / caṭṭam uruvākku / naṭaimuṟaippaṭuttu
9291,"to enact (a scene, role)",verb,c1,transitive,நடி / நடித்துக்காட்டு / அரங்கேற்று,naṭi / naṭittukkāṭṭu / araṅkēṟṟu
9292,"to encompass (scope, comprehensiveness)",verb,c1,transitive,உள்ளடக்கு / சூழ் / தழுவு,uḷḷaṭakku / cūḻ / taḻuvu
9293,to endorse (formally approve),verb,c1,transitive,அங்கீகரி / ஒப்புதல் அளி / ஆதரி,aṅkīkari / opputal aḷi / ātari
9294,"to endorse (to publicly support a product, candidate)",verb,c1,transitive,ஆதரி / பரிந்துரை / ஆதரவு தெரிவி,ātari / parinturai / ātaravu terivi
9295,to endure (to last or survive),verb,c1,intransitive,நீடி / நிலைத்திரு / தாங்கு,nīṭi / nilaittiru / tāṅku
9296,to enforce,verb,c1,transitive,அமல்படுத்து / நடைமுறைப்படுத்து / செயல்படுத்து,amalpaṭuttu / naṭaimuṟaippaṭuttu / ceyalpaṭuttu
9297,to enquire (to ask for information),verb,c1,transitive,விசாரி / கேள் / தகவல் கேள்,vicāri / kēḷ / takaval kēḷ
9298,to enquire (to investigate),verb,c1,transitive,விசாரி / ஆராய் / புலனாய்வு செய்,vicāri / ārāy / pulaṉāyvu cey
9299,to enrich (financially or physically),verb,c1,transitive,செழுமைப்படுத்து / வளப்படுத்து / மேம்படுத்து,ceḻumaippaṭuttu / vaḷappaṭuttu / mēmpaṭuttu
9300,to enrich (improve quality or value),verb,c1,transitive,செறிவூட்டு / மேம்படுத்து / வளப்படுத்து,ceṟivūṭṭu / mēmpaṭuttu / vaḷappaṭuttu
9301,to enrol (oneself),verb,c1,intransitive,பதிவு செய் / சேர் / பதிவு செய்துகொள்,pativu cey / cēr / pativu ceytukoḷ
9302,to enrol (register someone),verb,c1,transitive,பதிவு செய் / சேர் / சேர்த்துக்கொள்,pativu cey / cēr / cērttukkoḷ
9303,to ensue,verb,c1,intransitive,ஏற்படு / தொடர் / பின்விளைவாக நட,ēṟpaṭu / toṭar / piṉviḷaivāka naṭa
9304,to entitle (to give a right or claim),verb,c1,transitive,உரிமை அளி / தகுதி அளி / உரிமை வழங்கு,urimai aḷi / takuti aḷi / urimai vaḻaṅku
9305,to entitle (to name a document or work),verb,c1,transitive,தலைப்பிடு / பெயரிடு / தலைப்பு வை,talaippiṭu / peyariṭu / talaippu vai
9306,to erect (a building or monument),verb,c1,transitive,கட்டு / நிறுவு / எழுப்பு,kaṭṭu / niṟuvu / eḻuppu
9307,to erect (to set upright or raise),verb,c1,transitive,நிமிர்த்து / உயர்த்து / நிறுத்து,nimirttu / uyarttu / niṟuttu
9308,"to escalate (intransitive, situation worsening)",verb,c1,intransitive,தீவிரமடை / அதிகரி / மோசமடை,tīviramaṭai / atikari / mōcamaṭai
9309,"to escalate (transitive, to intensify)",verb,c1,transitive,தீவிரப்படுத்து / அதிகரி / பெருக்கு,tīvirappaṭuttu / atikari / perukku
9310,"to evacuate (bowels, stomach contents)",verb,c1,transitive,வெளியேற்று / காலி செய்,veḷiyēṟṟu / kāli cey
9311,to evacuate (people from a dangerous place),verb,c1,transitive,வெளியேற்று / அப்புறப்படுத்து / பாதுகாப்பான இடத்திற்கு மாற்று,veḷiyēṟṟu / appuṟappaṭuttu / pātukāppāṉa iṭattiṟku māṟṟu
9312,to evoke (a reaction or response),verb,c1,transitive,தூண்டு / ஏற்படுத்து / விளைவி,tūṇṭu / ēṟpaṭuttu / viḷaivi
9313,to evoke (memory or feeling),verb,c1,transitive,நினைவூட்டு / கிளறு,niṉaivūṭṭu / kiḷaṟu
9314,to exaggerate,verb,c1,transitive,மிகைப்படுத்து / பெரிதுபடுத்து / ஊதிப் பெருக்கு,mikaippaṭuttu / peritupaṭuttu / ūtip perukku
9315,to execute (a document or contract),verb,c1,transitive,செயல்படுத்து / நிறைவேற்று / கையொப்பமிடு,ceyalpaṭuttu / niṟaivēṟṟu / kaiyoppamiṭu
9316,to execute (a document),verb,c1,transitive,செயல்படுத்து / நிறைவேற்று / கையொப்பமிடு,ceyalpaṭuttu / niṟaivēṟṟu / kaiyoppamiṭu
9317,"to execute (a person, legally)",verb,c1,transitive,தூக்கிலிடு / மரண தண்டனை நிறைவேற்று,tūkkiliṭu / maraṇa taṇṭaṉai niṟaivēṟṟu
9318,to exert (force or influence),verb,c1,transitive,செலுத்து / பிரயோகி / பயன்படுத்து,celuttu / pirayōki / payaṉpaṭuttu
9319,to exert (make a great effort),verb,c1,intransitive,முயற்சி செய் / கடும் முயற்சி செய் / பாடுபடு,muyaṟci cey / kaṭum muyaṟci cey / pāṭupaṭu
9320,to exit (a software program),verb,c1,intransitive,வெளியேறு / மூடு,veḷiyēṟu / mūṭu
9321,to exit (to withdraw from an agreement),verb,c1,intransitive,விலகு / வெளியேறு / ஒப்பந்தத்திலிருந்து விலகு,vilaku / veḷiyēṟu / oppantattiliruntu vilaku
9322,to expire (to die),verb,c1,intransitive,இற / காலமான / உயிர் நீங்கு,iṟa / kālamāṉa / uyir nīṅku
9323,to expire (validity period),verb,c1,intransitive,காலாவதியாகு / காலாவதியடை / முடிவடை,kālāvatiyāku / kālāvatiyaṭai / muṭivaṭai
9324,"to extract (information, data)",verb,c1,transitive,பிரித்தெடு / பெறு / திரட்டு,piritteṭu / peṟu / tiraṭṭu
9325,"to extract (substance, physical item)",verb,c1,transitive,பிரித்தெடு / எடு / பிழி / வெளிக்கொணர்,piritteṭu / eṭu / piḻi / veḷikkoṇar
9326,"to facilitate (a discussion, workshop)",verb,c1,transitive,வழிநடத்து / எளிதாக்கு,vaḻinaṭattu / eḷitākku
9327,to facilitate (to make easier),verb,c1,transitive,எளிதாக்கு / சுலபமாக்கு,eḷitākku / culapamākku
9328,"to fade (away, diminish)",verb,c1,intransitive,மங்கு / மறை / குறை,maṅku / maṟai / kuṟai
9329,to fade (color),verb,c1,intransitive,நிறம் மங்கு / வெளு,niṟam maṅku / veḷu
9330,"to filter (information, data, or noise)",verb,c1,transitive,வடிகட்டு / பிரித்தெடு,vaṭikaṭṭu / piritteṭu
9331,to filter (liquid or physical substances),verb,c1,transitive,வடிகட்டு,vaṭikaṭṭu
9332,to fine,verb,c1,transitive,அபராதம் விதி / தண்டம் விதி,aparātam viti / taṇṭam viti
9333,to flee (run away immediately),verb,c1,intransitive,ஓடு / தப்பி ஓடு / விரைந்து செல்,ōṭu / tappi ōṭu / viraintu cel
9334,"to flee (to make an escape, retreat)",verb,c1,intransitive,தப்பித்துக்கொள் / பின்வாங்கு,tappittukkoḷ / piṉvāṅku
9335,"to flourish (to thrive, prosper)",verb,c1,intransitive,செழி / வளர்ச்சி பெறு / வளம் பெறு,ceḻi / vaḷarcci peṟu / vaḷam peṟu
9336,to flourish (to wave dramatically),verb,c1,transitive,அசை / வீசு,acai / vīcu
9337,"to forge (a lie, falsify)",verb,c1,transitive,போலியாக உருவாக்கு / பொய் உருவாக்கு / புனை,pōliyāka uruvākku / poy uruvākku / puṉai
9338,"to forge (a relationship, path)",verb,c1,transitive,உருவாக்கு / ஏற்படுத்து,uruvākku / ēṟpaṭuttu
9339,to forge (develop or create abstractly),verb,c1,transitive,உருவாக்கு / வடிவமை,uruvākku / vaṭivamai
9340,to forge (imitate fraudulently),verb,c1,transitive,போலியாக செய் / கள்ளத்தனமாக செய் / பிரதி செய்,pōliyāka cey / kaḷḷattaṉamāka cey / pirati cey
9341,to forge (metalworking),verb,c1,transitive,அடித்து உருவாக்கு / தட்டி உருவாக்கு,aṭittu uruvākku / taṭṭi uruvākku
9342,to formulate (a plan or policy),verb,c1,transitive,வகு / உருவாக்கு / திட்டமிடு,vaku / uruvākku / tiṭṭamiṭu
9343,to formulate (a thought or concept precisely),verb,c1,transitive,வடிவமை / உருவாக்கு / துல்லியமாக வெளிப்படுத்து,vaṭivamai / uruvākku / tulliyamāka veḷippaṭuttu
9344,to formulate (express precisely),verb,c1,transitive,வெளிப்படுத்து / துல்லியமாக கூறு,veḷippaṭuttu / tulliyamāka kūṟu
9345,"to foster (promote, encourage)",verb,c1,transitive,ஊக்குவி / வளர்ப்பி / மேம்படுத்து,ūkkuvi / vaḷarppi / mēmpaṭuttu
9346,to foster (rear a child),verb,c1,transitive,வளர்ப்பி / பேணி வளர்ப்பி,vaḷarppi / pēṇi vaḷarppi
9347,to gaze (to look fixedly or steadily),verb,c1,intransitive,உற்றுப்பார் / நிலைத்துப் பார்,uṟṟuppār / nilaittup pār
9348,to gaze (with wonder or contemplation),verb,c1,intransitive,வியந்து பார் / ஆழ்ந்து பார் / உற்றுப்பார்,viyantu pār / āḻntu pār / uṟṟuppār
9349,to glance (deflect off a surface),verb,c1,intransitive,பட்டுத் தெறி / சறுக்கிச் செல்,paṭṭut teṟi / caṟukkic cel
9350,to glance (look quickly),verb,c1,transitive,கண்ணோக்கு / சற்றுப் பார்,kaṇṇōkku / caṟṟup pār
9351,"to grasp (conceptually, to understand)",verb,c1,transitive,புரிந்துகொள் / உணர் / அறி,purintukoḷ / uṇar / aṟi
9352,to grasp (firmly seize),verb,c1,transitive,பிடி / பற்று / கவ்வு,piṭi / paṟṟu / kavvu
9353,"to grasp (physically, to seize)",verb,c1,transitive,பிடி / பற்று / கவ்வு,piṭi / paṟṟu / kavvu
9354,to grin,verb,c1,intransitive,இளி / சிரி,iḷi / ciri
9355,to grind (sharpen a blade),verb,c1,transitive,தீட்டு / கூர்மைப்படுத்து,tīṭṭu / kūrmaippaṭuttu
9356,"to grind (spices, grains into powder)",verb,c1,transitive,அரை / இடி,arai / iṭi
9357,to grind (teeth grating),verb,c1,intransitive,பல்லைக் கடி / பல் கடித்துக்கொள்,pallaik kaṭi / pal kaṭittukkoḷ
9358,"to grind (wet, paste, e.g., batter)",verb,c1,transitive,அரை,arai
9359,to grip (to seize attention or emotion),verb,c1,transitive,கவர் / வசீகரி / ஈர்க்க,kavar / vacīkari / īrkka
9360,"to hail (a taxi, rickshaw)",verb,c1,transitive,கை காட்டு / அழை,kai kāṭṭu / aḻai
9361,"to hail (to acclaim, praise)",verb,c1,transitive,வாழ்த்து / புகழ் / போற்று,vāḻttu / pukaḻ / pōṟṟu
9362,"to hail (weather, precipitation)",verb,c1,intransitive,ஆலங்கட்டி மழை பொழி,ālaṅkaṭṭi maḻai poḻi
9363,to halt (stop moving),verb,c1,intransitive,நில் / நின்றுவிடு,nil / niṉṟuviṭu
9364,"to halt (suspend operations, a process)",verb,c1,transitive,நிறுத்து / இடைநிறுத்து,niṟuttu / iṭainiṟuttu
9365,to harvest (crops),verb,c1,transitive,அறுவடை செய் / அறு,aṟuvaṭai cey / aṟu
9366,to harvest (results or consequences),verb,c1,transitive,அறுவடை செய் / பெறு,aṟuvaṭai cey / peṟu
9367,"to haunt (of ghosts, spirits)",verb,c1,transitive,பேய் உலாவு / குடி கொள்,pēy ulāvu / kuṭi koḷ
9368,"to haunt (of memories, feelings)",verb,c1,transitive,வாட்டு / தொந்தரவு செய்,vāṭṭu / tontaravu cey
9369,"to heighten (intensity, impact)",verb,c1,transitive,அதிகரி / தீவிரப்படுத்து / பெருக்கு,atikari / tīvirappaṭuttu / perukku
9370,to heighten (physical height),verb,c1,transitive,உயர்த்து / உயரம் கூட்டு,uyarttu / uyaram kūṭṭu
9371,to hint,verb,c1,transitive,குறிப்பால் உணர்த்து / மறைமுகமாகச் சொல்,kuṟippāl uṇarttu / maṟaimukamākac col
9372,to hint (by non-verbal cue or insinuation),verb,c1,transitive,சைகை செய் / குறிப்பால் உணர்த்து,caikai cey / kuṟippāl uṇarttu
9373,to hint (by non-verbal cue),verb,c1,transitive,சைகை செய் / கண்ணசை,caikai cey / kaṇṇacai
9374,to hint (indirectly),verb,c1,transitive,மறைமுகமாகச் சொல் / குறிப்பால் உணர்த்து,maṟaimukamākac col / kuṟippāl uṇarttu
9375,"to hook (to attract strongly, addict)",verb,c1,transitive,கவர் / மயக்கு / அடிமையாக்கு,kavar / mayakku / aṭimaiyākku
9376,"to hook (to fasten, latch with a hook)",verb,c1,transitive,கொக்கி போடு / கொக்கி மாட்டு / மாட்டு,kokki pōṭu / kokki māṭṭu / māṭṭu
9377,"to hook (to fasten, latch)",verb,c1,transitive,பூட்டு / மாட்டு / இணை,pūṭṭu / māṭṭu / iṇai
9378,"to hook (to steal, pilfer)",verb,c1,transitive,திருடு / களவு செய் / களவாடு,tiruṭu / kaḷavu cey / kaḷavāṭu
9379,"to imprison (figuratively, to confine)",verb,c1,transitive,கட்டுப்படுத்து / அடை / சிறைப்படுத்து,kaṭṭuppaṭuttu / aṭai / ciṟaippaṭuttu
9380,to imprison (legally),verb,c1,transitive,சிறையிடு / சிறைப்படுத்து / கைது செய்,ciṟaiyiṭu / ciṟaippaṭuttu / kaitu cey
9381,"to increase rapidly (prices, numbers)",verb,c1,intransitive,வேகமாக அதிகரி / கிடுகிடுவென உயர் / பெருகு,vēkamāka atikari / kiṭukiṭuveṉa uyar / peruku
9382,to incur (anger or liability),verb,c1,transitive,பெறு / சந்தி / ஈட்டு,peṟu / canti / īṭṭu
9383,"to incur (anger, displeasure)",verb,c1,transitive,கோபத்தை வரவழை / வெறுப்பைப் பெறு / கோபத்திற்கு ஆளாகு,kōpattai varavaḻai / veṟuppaip peṟu / kōpattiṟku āḷāku
9384,to incur (costs or expenses),verb,c1,transitive,செலவை ஏற்கு / செலவு செய் / செலவை ஏற்படு,celavai ēṟku / celavu cey / celavai ēṟpaṭu
9385,to incur (liability),verb,c1,transitive,பொறுப்பை ஏற்கு / கடனை ஏற்படு / பொறுப்புக்கு ஆளாகு,poṟuppai ēṟku / kaṭaṉai ēṟpaṭu / poṟuppukku āḷāku
9386,to induce (to cause to begin),verb,c1,transitive,தூண்டு / தொடங்கு / ஏற்படுத்து,tūṇṭu / toṭaṅku / ēṟpaṭuttu
9387,to induce (to persuade),verb,c1,transitive,சம்மதிக்க வை / தூண்டு / இணங்கச் செய்,cammatikka vai / tūṇṭu / iṇaṅkac cey
