english_word,word_class,telugu_translation,transliteration,verb_transitivity,level
to assert oneself,verb,తనను తాను నిరూపించుకో / ఆత్మవిశ్వాసం ప్రదర్శించు / తన స్థానాన్ని నిలబెట్టుకో,tananu tānu nirūpiṁcukō / ātmaviśvāsaṁ pradarśiṁcu / tana sthānānni nilabeṭṭukō,intransitive,c1
to attain (a goal or status),verb,సాధించు / చేరుకో / పొందు,sādhiṁcu / cērukō / poṁdu,transitive,c1
to attain (spiritual realization or ultimate state),verb,మోక్షం పొందు / జ్ఞానం పొందు / పరమపదం చేరు,mōkṣaṁ poṁdu / jñānaṁ poṁdu / paramapadaṁ cēru,transitive,c1
to attain (spiritual realization),verb,జ్ఞానోదయం పొందు / ఆత్మజ్ఞానం పొందు / ముక్తి పొందు,jñānōdayaṁ poṁdu / ātmajñānaṁ poṁdu / mukti poṁdu,transitive,c1
to attribute (blame or formal responsibility),verb,ఆపాదించు / బాధ్యత వహించు / నిందించు,āpādiṁcu / bādhyata vahiṁcu / niṁdiṁcu,transitive,c1
to attribute (cause or source),verb,ఆపాదించు / కారణం చెప్పు / మూలంగా భావించు,āpādiṁcu / kāraṇaṁ ceppu / mūlaṁgā bhāviṁcu,transitive,c1
to authorize,verb,అనుమతించు / అధికారం ఇవ్వు / అధికృతం చేయు,anumatiṁcu / adhikāraṁ ivvu / adhikr̥taṁ cēyu,transitive,c1
to await,verb,ఎదురు చూడు / వేచి ఉండు / నిరీక్షించు,eduru cūḍu / vēci uṁḍu / nirīkṣiṁcu,transitive,c1
"to bat (eyelids, lashes)",verb,రెప్పలు కొట్టు / రెప్పలు ఆడించు,reppalu koṭṭu / reppalu āḍiṁcu,transitive,c1
"to bat (in cricket, baseball)",verb,బ్యాటింగ్ చేయు / బ్యాట్ చేయు,byāṭiṁg cēyu / byāṭ cēyu,intransitive,c1
"to betray (a person, trust, country)",verb,మోసం చేయు / ద్రోహం చేయు / నమ్మకద్రోహం చేయు,mōsaṁ cēyu / drōhaṁ cēyu / nammakadrōhaṁ cēyu,transitive,c1
to betray (to reveal unintentionally),verb,బయటపెట్టు / వెల్లడించు,bayaṭapeṭṭu / vellaḍiṁcu,transitive,c1
to bind (pages into a book),verb,బైండ్ చేయు / కుట్టు / కట్టు,baiṁḍ cēyu / kuṭṭu / kaṭṭu,transitive,c1
to bind (to obligate or constrain legally),verb,కట్టుబాటు చేయు / నియంత్రించు / బంధించు,kaṭṭubāṭu cēyu / niyaṁtriṁcu / baṁdhiṁcu,transitive,c1
to blast (criticize harshly),verb,తీవ్రంగా విమర్శించు / దుమ్మెత్తిపోయు,tīvraṁgā vimarśiṁcu / dummettipōyu,transitive,c1
to blast (play music loudly),verb,పెద్దగా పెట్టు / సౌండ్ పెంచు,peddagā peṭṭu / sauṁḍ peṁcu,transitive,c1
to blast (with explosives),verb,పేల్చు / పేల్చివేయు,pēlcu / pēlcivēyu,transitive,c1
to bleed (color),verb,రంగు పోవు / రంగు అంటుకొను,raṁgu pōvu / raṁgu aṁṭukonu,intransitive,c1
to bleed (financially),verb,నష్టపోవు / డబ్బు పోగొట్టుకొను,naṣṭapōvu / ḍabbu pōgoṭṭukonu,intransitive,c1
"to blend (ingredients, substances)",verb,కలుపు / మిశ్రమం చేయు,kalupu / miśramaṁ cēyu,transitive,c1
"to blend (integrate, fit in)",verb,కలిసిపోవు / ఇమిడిపోవు,kalisipōvu / imiḍipōvu,intransitive,c1
to bless (to confer a boon or fortune),verb,ఆశీర్వదించు / దీవించు,āśīrvadiṁcu / dīviṁcu,transitive,c1
to boast (bragging about oneself),verb,గొప్పలు చెప్పు / డంబాలు పలుకు,goppalu ceppu / ḍaṁbālu paluku,intransitive,c1
to boast (of possessing an impressive feature),verb,కలిగి ఉండు / పేరుగాంచు,kaligi uṁḍu / pērugāṁcu,transitive,c1
"to bounce (a ball, actively)",verb,ఎగురవేయు / బౌన్స్ చేయు,eguravēyu / bauns cēyu,transitive,c1
"to bounce (of a ball, passively)",verb,ఎగురు / బౌన్స్ అవు,eguru / bauns avu,intransitive,c1
"to bounce (of a check, payment)",verb,బౌన్స్ అవు / చెల్లదు,bauns avu / celladu,intransitive,c1
"to bow (to submission, yield)",verb,లొంగు / తలవంచు,loṁgu / talavaṁcu,intransitive,c1
to breach (a physical barrier),verb,బద్దలు కొట్టు / చీల్చు,baddalu koṭṭu / cīlcu,transitive,c1
to breach (agreement or law),verb,ఉల్లంఘించు / అతిక్రమించు / భంగం చేయు,ullaṁghiṁcu / atikramiṁcu / bhaṁgaṁ cēyu,transitive,c1
to breed,noun,జాతి / రకం / వంశం,jāti / rakaṁ / vaṁśaṁ,transitive,c1
to breed (reproduce),verb,సంతానోత్పత్తి చేయు / వృద్ధి చేయు / ఉత్పత్తి చేయు,saṁtānōtpatti cēyu / vr̥ddhi cēyu / utpatti cēyu,transitive,c1
"to breed (to cause or foster, e.g., conflict)",verb,పుట్టించు / పెంపొందించు / సృష్టించు,puṭṭiṁcu / peṁpoṁdiṁcu / sr̥ṣṭiṁcu,transitive,c1
to breed (to rear animals or cultivate plants),verb,పెంచు / పెంపొందించు,peṁcu / peṁpoṁdiṁcu,transitive,c1
"to burst (into tears, laughter)",verb,ఒక్కసారిగా బయటపడు / లంకించుకో,okkasārigā bayaṭapaḍu / laṁkiṁcukō,,c1
to burst (to express emotion suddenly),verb,ఒక్కసారిగా బయటపడు / లంకించుకో,okkasārigā bayaṭapaḍu / laṁkiṁcukō,intransitive,c1
to burst (to rush in suddenly),verb,ఒక్కసారిగా దూసుకుపో / ఒక్కసారిగా ప్రవేశించు,okkasārigā dūsukupō / okkasārigā pravēśiṁcu,intransitive,c1
to capsize (intransitive),verb,బోల్తాపడు / తలక్రిందులగు,bōltāpaḍu / talakriṁdulagu,intransitive,c1
"to carve (to sculpt, engrave)",verb,చెక్కు / శిల్పం చెక్కు,cekku / śilpaṁ cekku,transitive,c1
to carve (to slice cooked meat),verb,ముక్కలు చేయు / కోయు,mukkalu cēyu / kōyu,transitive,c1
to catalogue,verb,జాబితా చేయు / వర్గీకరించు / కేటలాగ్ చేయు,jābitā cēyu / vargīkariṁcu / kēṭalāg cēyu,transitive,c1
to cater (provide food services),verb,క్యాటరింగ్ చేయు / భోజనం ఏర్పాటు చేయు / ఆహార సేవలు అందించు,kyāṭariṁg cēyu / bhōjanaṁ ērpāṭu cēyu / āhāra sēvalu aṁdiṁcu,transitive,c1
"to cater (to satisfy demands, needs)",verb,అవసరాలు తీర్చు / డిమాండ్లను తీర్చు / సంతృప్తిపరచు,avasarālu tīrcu / ḍimāṁḍlanu tīrcu / saṁtr̥ptiparacu,intransitive,c1
to cease (to put an end to; transitive),verb,ఆపు / నిలిపివేయు / ముగించు,āpu / nilipivēyu / mugiṁcu,transitive,c1
to cease (to stop happening),verb,ఆగిపో / నిలిచిపో / ముగిసిపో,āgipō / nilicipō / mugisipō,intransitive,c1
to characterize (to be the distinguishing feature of),verb,లక్షణంగా ఉండు / ప్రత్యేకతను కలిగి ఉండు,lakṣaṇaṁgā uṁḍu / pratyēkatanu kaligi uṁḍu,transitive,c1
to characterize (to describe the features of),verb,వర్ణించు / లక్షణాలను వివరించు / ప్రత్యేకతలను తెలుపు,varṇiṁcu / lakṣaṇālanu vivariṁcu / pratyēkatalanu telupu,transitive,c1
to circulate (information or rumors),verb,వ్యాపించు / ప్రచారంలో ఉండు,vyāpiṁcu / pracāraṁlō uṁḍu,intransitive,c1
to circulate (money or currency),verb,చలామణిలో ఉండు / ప్రచారంలో ఉండు,calāmaṇilō uṁḍu / pracāraṁlō uṁḍu,intransitive,c1
"to circulate (physically, like blood or air)",verb,ప్రవహించు / తిరుగు / సంచరించు,pravahiṁcu / tirugu / saṁcariṁcu,intransitive,c1
to cling (to an idea or belief),verb,అంటిపెట్టుకొని ఉండు / పట్టుదలతో ఉండు,aṁṭipeṭṭukoni uṁḍu / paṭṭudalatō uṁḍu,intransitive,c1
to cling (to hold on tightly),verb,పట్టుకో / గట్టిగా పట్టుకో / అతుక్కో,paṭṭukō / gaṭṭigā paṭṭukō / atukkō,intransitive,c1
to coincide (be in agreement),verb,ఏకీభవించు / సరిపోలు,ēkībhaviṁcu / saripōlu,intransitive,c1
to coincide (happen simultaneously),verb,ఒకేసారి జరుగు / ఏకకాలంలో జరుగు,okēsāri jarugu / ēkakālaṁlō jarugu,intransitive,c1
to collaborate (as a formal partner),verb,సహకరించు / కలిసి పనిచేయు / భాగస్వామ్యం చేయు,sahakariṁcu / kalisi panicēyu / bhāgasvāmyaṁ cēyu,intransitive,c1
to combat (a disease or issue),verb,పోరాడు / ఎదుర్కొను / నిరోధించు,pōrāḍu / edurkonu / nirōdhiṁcu,transitive,c1
to combat (a problem or issue),verb,ఎదుర్కొ / పోరాడు / పరిష్కరించు,edurko / pōrāḍu / pariṣkariṁcu,transitive,c1
to commence,verb,మొదలుపెట్టు / ప్రారంభించు,modalupeṭṭu / prāraṁbhiṁcu,intransitive,c1
to compel (to force action),verb,బలవంతం చేయి / ఒత్తిడి చేయి,balavaṁtaṁ cēyi / ottiḍi cēyi,transitive,c1
to compel (to necessitate or oblige),verb,తప్పనిసరి చేయి / నిర్బంధించు,tappanisari cēyi / nirbaṁdhiṁcu,transitive,c1
to compensate (for loss or injury),verb,నష్టపరిహారం చెల్లించు / పరిహారం ఇవ్వు,naṣṭaparihāraṁ celliṁcu / parihāraṁ ivvu,transitive,c1
to compensate (to make up for a deficiency),verb,భర్తీ చేయి / సరిచేయు,bhartī cēyi / saricēyu,intransitive,c1
to compile (computer code),verb,కంపైల్ చేయి,kaṁpail cēyi,transitive,c1
"to compile (data, report)",verb,సంకలనం చేయి / సేకరించు,saṁkalanaṁ cēyi / sēkariṁcu,transitive,c1
to complement (complete or form a necessary pair),verb,పూర్తి చేయి / పూరించు,pūrti cēyi / pūriṁcu,transitive,c1
to complement (enhance style or flavor),verb,మెరుగుపరచు / సరిపోలు,meruguparacu / saripōlu,transitive,c1
to comply,verb,పాటించు / అనుసరించు,pāṭiṁcu / anusariṁcu,transitive,c1
to compromise (jeopardize security or reputation),verb,ప్రమాదంలో పడేయు / బలహీనపరచు,pramādaṁlō paḍēyu / balahīnaparacu,transitive,c1
to compromise (settle differences),verb,రాజీ పడు / సర్దుబాటు చేసుకో,rājī paḍu / sardubāṭu cēsukō,intransitive,c1
to compute,verb,లెక్కించు / గణించు,lekkiṁcu / gaṇiṁcu,transitive,c1
to conceal (a fact or secret),verb,దాచు / రహస్యం ఉంచు / గోప్యం చేయి,dācu / rahasyaṁ uṁcu / gōpyaṁ cēyi,transitive,c1
to conceal (an object or presence),verb,దాచు / కప్పిపుచ్చు,dācu / kappipuccu,transitive,c1
to concede (to admit validity),verb,ఒప్పుకో / అంగీకరించు,oppukō / aṁgīkariṁcu,transitive,c1
"to concede (to yield, e.g., a point or territory)",verb,వదులుకో / లొంగిపో,vadulukō / loṁgipō,transitive,c1
to conceive (an idea or plan),verb,ఆలోచించు / ఊహించు / రూపొందించు,ālōciṁcu / ūhiṁcu / rūpoṁdiṁcu,transitive,c1
to conceive (become pregnant),verb,గర్భం ధరించు,garbhaṁ dhariṁcu,intransitive,c1
to condemn (denounce),verb,ఖండించు / తీవ్రంగా విమర్శించు,khaṁḍiṁcu / tīvraṁgā vimarśiṁcu,transitive,c1
to condemn (to sentence),verb,శిక్ష విధించు / దోషిగా నిర్ధారించు,śikṣa vidhiṁcu / dōṣigā nirdhāriṁcu,transitive,c1
"to confer (to bestow, grant)",verb,ప్రదానం చేయి / ఇవ్వు,pradānaṁ cēyi / ivvu,transitive,c1
to confer (to consult),verb,సంప్రదించు / చర్చించు,saṁpradiṁcu / carciṁcu,intransitive,c1
"to confine (limit scope, subject)",verb,పరిమితం చేయి / నియంత్రించు,parimitaṁ cēyi / niyaṁtriṁcu,transitive,c1
"to confine (physically restrict, imprison)",verb,బంధించు / నిర్బంధించు / అదుపు చేయు,baṁdhiṁcu / nirbaṁdhiṁcu / adupu cēyu,transitive,c1
to confront (a difficult reality or problem),verb,ఎదుర్కొను / ఎదురొమ్ము,edurkonu / edurommu,transitive,c1
to confront (a person or accusation),verb,ఎదుర్కొను / నిలదీయు / ఎదురొమ్ము,edurkonu / niladīyu / edurommu,transitive,c1
to congratulate,verb,అభినందించు,abhinaṁdiṁcu,transitive,c1
"to conquer (overcome difficulty, fear)",verb,అధిగమించు / జయించు / గెలుచు,adhigamiṁcu / jayiṁcu / gelucu,transitive,c1
"to conquer (territory, military)",verb,జయించు / ఆక్రమించు / వశపరచుకొను,jayiṁcu / ākramiṁcu / vaśaparacukonu,transitive,c1
to consent (to grant formal permission),verb,అనుమతించు / అంగీకరించు / సమ్మతించు,anumatiṁcu / aṁgīkariṁcu / sammatiṁcu,transitive,c1
to conserve (by careful use),verb,పొదుపు చేయు / కాపాడు,podupu cēyu / kāpāḍu,transitive,c1
"to conserve (formally, e.g., artifacts, forests)",verb,సంరక్షించు / కాపాడు,saṁrakṣiṁcu / kāpāḍu,transitive,c1
"to conserve (resources, e.g., water, energy)",verb,పొదుపు చేయు / సంరక్షించు,podupu cēyu / saṁrakṣiṁcu,transitive,c1
"to consolidate (to merge, combine)",verb,ఏకీకరించు / కలిపివేయు,ēkīkariṁcu / kalipivēyu,transitive,c1
to consolidate (to strengthen a position),verb,పటిష్టం చేయు / సుస్థిరం చేయు,paṭiṣṭaṁ cēyu / susthiraṁ cēyu,transitive,c1
to constitute (to amount to; to be considered as),verb,అగు / పరిగణింపబడు,agu / parigaṇiṁpabaḍu,intransitive,c1
to constitute (to establish officially),verb,స్థాపించు / ఏర్పాటు చేయు,sthāpiṁcu / ērpāṭu cēyu,transitive,c1
"to contemplate (deeply, meditate)",verb,ధ్యానించు / మననం చేయు / ఆలోచించు,dhyāniṁcu / mananaṁ cēyu / ālōciṁcu,intransitive,c1
to contemplate (to consider an action),verb,ఆలోచించు / పరిశీలించు,ālōciṁcu / pariśīliṁcu,transitive,c1
to contend (assert),verb,వాదించు / నొక్కి చెప్పు / ప్రతిపాదించు,vādiṁcu / nokki ceppu / pratipādiṁcu,transitive,c1
to contend (compete),verb,పోటీపడు / తలపడు,pōṭīpaḍu / talapaḍu,intransitive,c1
to convict (in court),verb,దోషిగా నిర్ధారించు,dōṣigā nirdhāriṁcu,transitive,c1
to convict (of error or sin),verb,తప్పును తెలియజేయు / దోషాన్ని తెలియజేయు,tappunu teliyajēyu / dōṣānni teliyajēyu,transitive,c1
"to cooperate (with authorities, formally)",verb,సహకరించు / తోడ్పడు,sahakariṁcu / tōḍpaḍu,intransitive,c1
to coordinate (efforts or tasks),verb,సమన్వయం చేయు / క్రమబద్ధీకరించు,samanvayaṁ cēyu / kramabaddhīkariṁcu,transitive,c1
to coordinate (to ensure alignment or harmony),verb,సమన్వయం చేయు / పొందిక చేయు,samanvayaṁ cēyu / poṁdika cēyu,transitive,c1
to correlate,verb,అనుసంధానించు / ముడిపెట్టు,anusaṁdhāniṁcu / muḍipeṭṭu,,c1
to correspond (to be in agreement),verb,సరిపోలు / సరిపడు / ఏకీభవించు,saripōlu / saripaḍu / ēkībhaviṁcu,intransitive,c1
to correspond (to exchange letters),verb,ఉత్తర ప్రత్యుత్తరాలు జరుపు / ఉత్తరాలు వ్రాయు / లేఖలు వ్రాయు,uttara pratyuttarālu jarupu / uttarālu vrāyu / lēkhalu vrāyu,intransitive,c1
to counter (an argument or proposal),verb,వ్యతిరేకించు / తిరస్కరించు / ప్రతివాదన చేయు / ఖండించు,vyatirēkiṁcu / tiraskariṁcu / prativādana cēyu / khaṁḍiṁcu,transitive,c1
to counter (to retaliate or strike back),verb,ప్రతిఘటించు / ఎదురుదాడి చేయు / ప్రతిస్పందించు,pratighaṭiṁcu / edurudāḍi cēyu / pratispaṁdiṁcu,transitive,c1
to craft (an argument or policy),verb,రూపొందించు / తయారుచేయు / కల్పించు,rūpoṁdiṁcu / tayārucēyu / kalpiṁcu,transitive,c1
to craft (physical object),verb,తయారుచేయు / రూపొందించు / నిర్మించు,tayārucēyu / rūpoṁdiṁcu / nirmiṁcu,transitive,c1
"to crawl (creep slowly, like insects or traffic)",verb,పాకు / నెమ్మదిగా కదులు / ప్రాకు,pāku / nemmadigā kadulu / prāku,intransitive,c1
"to crawl (of feeling, to feel repulsion or dread)",verb,భయం వేయు / అసహ్యం వేయు / ఒళ్ళు జలదరించు / వెన్నులో వణుకు పుట్టు,bhayaṁ vēyu / asahyaṁ vēyu / oḷḷu jaladariṁcu / vennulō vaṇuku puṭṭu,intransitive,c1
to crawl (traffic),verb,నెమ్మదిగా కదులు / ఆగి ఆగి కదులు,nemmadigā kadulu / āgi āgi kadulu,intransitive,c1
to creep (increase gradually),verb,నెమ్మదిగా పెరుగు / క్రమంగా పెరుగు / మెల్లగా వ్యాపించు,nemmadigā perugu / kramaṁgā perugu / mellagā vyāpiṁcu,intransitive,c1
to creep (of plants or vines),verb,పాకు / అల్లుకుపోవు / ప్రాకు,pāku / allukupōvu / prāku,intransitive,c1
to crush (defeat or demoralize),verb,ఓడించు / నిరుత్సాహపరచు / అణచివేయు / చిత్తు చేయు,ōḍiṁcu / nirutsāhaparacu / aṇacivēyu / cittu cēyu,transitive,c1
to crush (physically destroy or pulverize),verb,నలిపివేయు / చితకగొట్టు / అణచివేయు / పొడి చేయు,nalipivēyu / citakagoṭṭu / aṇacivēyu / poḍi cēyu,transitive,c1
to cultivate (land),verb,సాగు చేయు / దున్ను / వ్యవసాయం చేయు,sāgu cēyu / dunnu / vyavasāyaṁ cēyu,transitive,c1
"to cultivate (land, crops)",verb,సాగు చేయు / పండించు / వ్యవసాయం చేయు,sāgu cēyu / paṁḍiṁcu / vyavasāyaṁ cēyu,transitive,c1
"to cultivate (skills, habits)",verb,పెంపొందించు / అలవరచుకొను / వృద్ధి చేయు,peṁpoṁdiṁcu / alavaracukonu / vr̥ddhi cēyu,transitive,c1
"to cultivate (skills, habits, relationships)",verb,పెంపొందించు / సంబంధాలు పెంచుకో / అలవరచుకొను / వృద్ధి చేయు,peṁpoṁdiṁcu / saṁbaṁdhālu peṁcukō / alavaracukonu / vr̥ddhi cēyu,transitive,c1
to deem,verb,భావించు / తలచు / పరిగణించు,bhāviṁcu / talacu / parigaṇiṁcu,transitive,c1
to defect,verb,పక్షాంతరం చేయు / ఫిరాయించు,pakṣāṁtaraṁ cēyu / phirāyiṁcu,intransitive,c1
to defy (to challenge limits or possibility),verb,ధిక్కరించు / ఎదురించు / సవాలు చేయు,dhikkariṁcu / eduriṁcu / savālu cēyu,transitive,c1
to delegate (responsibility),verb,అప్పగించు / బాధ్యతలు బదిలీ చేయు / అధికారం ఇవ్వు,appagiṁcu / bādhyatalu badilī cēyu / adhikāraṁ ivvu,transitive,c1
to denounce (officially condemn),verb,ఖండించు / తీవ్రంగా విమర్శించు / నిందించు,khaṁḍiṁcu / tīvraṁgā vimarśiṁcu / niṁdiṁcu,transitive,c1
"to depict (describe, portray)",verb,వర్ణించు / చిత్రీకరించు / వివరించు,varṇiṁcu / citrīkariṁcu / vivariṁcu,transitive,c1
"to depict (visually, in art)",verb,చిత్రీకరించు / చిత్రించు / బొమ్మ గీయు,citrīkariṁcu / citriṁcu / bomma gīyu,transitive,c1
"to deploy (skills, arguments)",verb,ఉపయోగించు / వినియోగించు / ప్రయోగించు,upayōgiṁcu / viniyōgiṁcu / prayōgiṁcu,transitive,c1
"to deploy (software, systems)",verb,అమలు చేయు / వ్యవస్థాపించు / ఏర్పాటు చేయు,amalu cēyu / vyavasthāpiṁcu / ērpāṭu cēyu,transitive,c1
"to deploy (troops, forces)",verb,మోహరించు / పంపు / నియమించు,mōhariṁcu / paṁpu / niyamiṁcu,transitive,c1
to deposit (money in bank),verb,జమ చేయు / వేయు / నిక్షిప్తం చేయు,jama cēyu / vēyu / nikṣiptaṁ cēyu,transitive,c1
"to deposit (sediment, layer)",verb,పేరుకుపోవునట్లు చేయు / నిక్షిప్తం చేయు / చేర్చు,pērukupōvunaṭlu cēyu / nikṣiptaṁ cēyu / cērcu,transitive,c1
to deprive (of fundamental rights or property),verb,హరించు / దూరం చేయు / కోల్పోవునట్లు చేయు,hariṁcu / dūraṁ cēyu / kōlpōvunaṭlu cēyu,transitive,c1
"to deprive (to deny essential resources, opportunities)",verb,నిరాకరించు / దూరం చేయు / అందకుండా చేయు,nirākariṁcu / dūraṁ cēyu / aṁdakuṁḍā cēyu,transitive,c1
"to descend (lineage, inheritance)",verb,వంశపారంపర్యంగా వచ్చు / ఉద్భవించు / వచ్చు,vaṁśapāraṁparyaṁgā vaccu / udbhaviṁcu / vaccu,intransitive,c1
to descend (to attack suddenly),verb,దాడి చేయు / విరుచుకుపడు / మీదపడు,dāḍi cēyu / virucukupaḍu / mīdapaḍu,intransitive,c1
to designate (to appoint to a role),verb,నియమించు / కేటాయించు / పేర్కొను,niyamiṁcu / kēṭāyiṁcu / pērkonu,transitive,c1
to designate (to specify or mark for use),verb,కేటాయించు / గుర్తించు / నిర్దేశించు,kēṭāyiṁcu / gurtiṁcu / nirdēśiṁcu,transitive,c1
"to detain (in custody, legally)",verb,నిర్బంధించు / అదుపులోకి తీసుకో / ఆపు,nirbaṁdhiṁcu / adupulōki tīsukō / āpu,transitive,c1
"to detain (to hold someone back, delay)",verb,ఆపు / ఆలస్యం చేయు / నిలుపు,āpu / ālasyaṁ cēyu / nilupu,transitive,c1
to deteriorate,verb,క్షీణించు / దిగజారు / చెడిపోవు,kṣīṇiṁcu / digajāru / ceḍipōvu,intransitive,c1
"to devastate (emotionally, to shock deeply)",verb,తీవ్రంగా కలచివేయు / కృంగదీయు / దిగ్భ్రాంతికి గురిచేయు,tīvraṁgā kalacivēyu / kr̥ṁgadīyu / digbhrāṁtiki guricēyu,transitive,c1
"to devastate (physical destruction, ruin)",verb,నాశనం చేయు / ధ్వంసం చేయు / సర్వనాశనం చేయు,nāśanaṁ cēyu / dhvaṁsaṁ cēyu / sarvanāśanaṁ cēyu,transitive,c1
to devise,verb,రూపొందించు / కనుగొను / పథకం వేయు,rūpoṁdiṁcu / kanugonu / pathakaṁ vēyu,transitive,c1
to diagnose,verb,నిర్ధారించు / గుర్తించు / వ్యాధిని కనుగొను,nirdhāriṁcu / gurtiṁcu / vyādhini kanugonu,transitive,c1
to dictate (for transcription),verb,డిక్టేట్ చేయు / చెప్పించు / వ్రాయించు,ḍikṭēṭ cēyu / ceppiṁcu / vrāyiṁcu,transitive,c1
"to dictate (terms, policy)",verb,నిర్దేశించు / శాసించు / ఆదేశించు,nirdēśiṁcu / śāsiṁcu / ādēśiṁcu,transitive,c1
"to differentiate (in calculus, maths)",verb,అవకలనం చేయు / భేదం కనుగొను,avakalanaṁ cēyu / bhēdaṁ kanugonu,transitive,c1
to differentiate (to make distinct or specialized),verb,భేదం చూపు / వేరు చేయు / ప్రత్యేకించు,bhēdaṁ cūpu / vēru cēyu / pratyēkiṁcu,transitive,c1
to diminish (to become less),verb,తగ్గు / క్షీణించు / తగ్గిపోవు,taggu / kṣīṇiṁcu / taggipōvu,intransitive,c1
to diminish (to make less),verb,తగ్గించు / క్షీణింపజేయు / తక్కువ చేయు,taggiṁcu / kṣīṇiṁpajēyu / takkuva cēyu,transitive,c1
to dip (to decrease suddenly),verb,తగ్గు / పడిపోవు / కుంగు,taggu / paḍipōvu / kuṁgu,intransitive,c1
to dip (to lower physically),verb,ముంచు / దించు / లోపలికి పెట్టు,muṁcu / diṁcu / lōpaliki peṭṭu,transitive,c1
"to discard (reject an idea, plan)",verb,విడనాడు / తిరస్కరించు / పక్కన పెట్టు,viḍanāḍu / tiraskariṁcu / pakkana peṭṭu,transitive,c1
to discharge (a battery),verb,ఛార్జ్ అయిపోవు / డిశ్చార్జ్ అగు,chārj ayipōvu / ḍiścārj agu,intransitive,c1
to discharge (fire a weapon),verb,కాల్చు / పేల్చు,kālcu / pēlcu,transitive,c1
"to discharge (release from service, hospital)",verb,విడుదల చేయు / డిశ్చార్జ్ చేయు / పంపించు,viḍudala cēyu / ḍiścārj cēyu / paṁpiṁcu,transitive,c1
"to discharge (release liquid, substance)",verb,విడుదల చేయు / స్రవించు / బయటకు పంపు,viḍudala cēyu / sraviṁcu / bayaṭaku paṁpu,transitive,c1
to disclose (mandatory information),verb,వెల్లడించు / బయటపెట్టు / తెలియజేయు,vellaḍiṁcu / bayaṭapeṭṭu / teliyajēyu,transitive,c1
"to displace (population, refugees)",verb,స్థానభ్రంశం చేయు / తరలించు / నిరాశ్రయులను చేయు,sthānabhraṁśaṁ cēyu / taraliṁcu / nirāśrayulanu cēyu,transitive,c1
"to displace (to replace, supersede)",verb,స్థానంలోకి వచ్చు / తొలగించు / భర్తీ చేయు,sthānaṁlōki vaccu / tolagiṁcu / bhartī cēyu,transitive,c1
to dispose (settle legal matters),verb,పరిష్కరించు / తేల్చు / ముగించు,pariṣkariṁcu / tēlcu / mugiṁcu,transitive,c1
to dispute (a fact or validity),verb,ప్రశ్నించు / అంగీకరించకు / వాదించు,praśniṁcu / aṁgīkariṁcaku / vādiṁcu,,c1
to dispute (to quarrel),verb,వాదించు / గొడవపడు / తగువులాడు,vādiṁcu / goḍavapaḍu / taguvulāḍu,,c1
"to disrupt (a process, meeting)",verb,భంగం కలిగించు / ఆటంకం కలిగించు / అంతరాయం కలిగించు,bhaṁgaṁ kaligiṁcu / āṭaṁkaṁ kaligiṁcu / aṁtarāyaṁ kaligiṁcu,transitive,c1
"to disrupt (an industry, system)",verb,విచ్ఛిన్నం చేయు / మార్చివేయు / అస్తవ్యస్తం చేయు,vicchinnaṁ cēyu / mārcivēyu / astavyastaṁ cēyu,transitive,c1
to dissolve (an assembly or formal body),verb,రద్దు చేయు / విడగొట్టు / విచ్ఛిన్నం చేయు,raddu cēyu / viḍagoṭṭu / vicchinnaṁ cēyu,transitive,c1
"to distort (facts, meaning)",verb,వక్రీకరించు / తప్పుగా చూపించు / మార్చి చెప్పు,vakrīkariṁcu / tappugā cūpiṁcu / mārci ceppu,transitive,c1
"to distort (shape, image)",verb,వక్రీకరించు / రూపం మార్చు / వికృతం చేయు,vakrīkariṁcu / rūpaṁ mārcu / vikr̥taṁ cēyu,transitive,c1
to distress (cause emotional pain),verb,బాధ కలిగించు / ఆందోళన కలిగించు / కలవరపెట్టు,bādha kaligiṁcu / āṁdōḷana kaligiṁcu / kalavarapeṭṭu,transitive,c1
"to distress (make look old, age)",verb,పాతగా కనిపించేలా చేయు / అరిగిపోయినట్లు చేయు,pātagā kanipiṁcēlā cēyu / arigipōyinaṭlu cēyu,transitive,c1
to divert (funds or resources),verb,మళ్ళించు / దారి మళ్ళించు,maḷḷiṁcu / dāri maḷḷiṁcu,transitive,c1
to divert (to entertain or amuse),verb,వినోదింపజేయు / దృష్టి మళ్ళించు / కాలక్షేపం చేయు,vinōdiṁpajēyu / dr̥ṣṭi maḷḷiṁcu / kālakṣēpaṁ cēyu,transitive,c1
"to drain (exhaust resources, energy)",verb,హరించు / ఖర్చు చేయు / శక్తిని లాగు,hariṁcu / kharcu cēyu / śaktini lāgu,transitive,c1
"to drain (flow away, liquid)",verb,కారిపోవు / ఇంకిపోవు / ప్రవహించు,kāripōvu / iṁkipōvu / pravahiṁcu,intransitive,c1
to drift (away from a path or relationship),verb,దూరమగు / దారి తప్పు / సంబంధం సడలు,dūramagu / dāri tappu / saṁbaṁdhaṁ saḍalu,intransitive,c1
to drift (on water or air),verb,తేలిపోవు / కొట్టుకుపోవు / ప్రవహించు,tēlipōvu / koṭṭukupōvu / pravahiṁcu,intransitive,c1
to drown (kill by submergence),verb,ముంచి చంపు / నీట ముంచు,muṁci caṁpu / nīṭa muṁcu,transitive,c1
